row	rank	word	irregular	prateritum	perfekt	withSein	english	cefrLevel	source
367	367	bedienen	False	UNSET	UNSET	UNSET	serve/operate	A2	UNSET
368	368	landen	False	UNSET	UNSET	True	land	A2	UNSET
369	369	lauten	False	UNSET	UNSET	UNSET	be worded/read	B2	UNSET
370	370	pflegen	False	UNSET	UNSET	UNSET	care for/maintain	A2	UNSET
371	371	klingen	True	klang	geklungen	False	sound	A1	UNSET
372	372	ausführen	False	UNSET	UNSET	UNSET	carry out/execute	B2	UNSET
373	373	bedürfen	True	bedurfte	bedurft	False	need/require	C1	UNSET
374	374	stimmen	False	UNSET	UNSET	UNSET	be correct/vote	A1	UNSET
375	375	berechnen	False	UNSET	UNSET	UNSET	calculate/charge	B1	UNSET
376	376	verletzen	False	UNSET	UNSET	UNSET	injure/violate	A2	UNSET
377	377	anwenden	True	wandte an	angewandt	False	apply/use	B1	UNSET
378	378	ausreichen	False	UNSET	UNSET	UNSET	suffice/be enough	B1	UNSET
379	379	ausrichten	False	UNSET	UNSET	UNSET	align/host	A2	UNSET
380	380	zusammenstellen	False	UNSET	UNSET	UNSET	compile/put together	C1	UNSET
381	381	definieren	False	UNSET	UNSET	UNSET	define	B2	UNSET
382	382	abstimmen	False	UNSET	UNSET	UNSET	vote/coordinate	UNSET	UNSET
383	383	senden	False	sendete	gesendet	False	send/broadcast	A2	UNSET
384	384	verursachen	False	UNSET	UNSET	UNSET	cause	B1	UNSET
385	385	durchsetzen	False	UNSET	UNSET	UNSET	enforce/prevail	B2	UNSET
386	386	trennen	False	UNSET	UNSET	UNSET	separate	B1	UNSET
387	387	befassen	False	UNSET	UNSET	UNSET	sich befassen mit — deal with/be concerned with	B2	UNSET
388	388	errichten	False	UNSET	UNSET	UNSET	build/establish	B2	UNSET
389	389	eintragen	True	trug ein	eingetragen	False	enter/register	A2	UNSET
390	390	erledigen	False	UNSET	UNSET	UNSET	take care of/finish	A2	UNSET
391	391	messen	True	maß	gemessen	False	measure	B1	UNSET
392	392	ankündigen	False	UNSET	UNSET	UNSET	announce	B1	UNSET
393	393	existieren	False	UNSET	UNSET	UNSET	exist	A2	UNSET
394	394	behalten	True	behielt	behalten	False	keep/remember	A2	UNSET
395	395	sinken	True	sank	gesunken	True	sink/decline	B1	UNSET
396	396	anerkennen	True	erkannte an	anerkannt	False	acknowledge/recognise	B1	UNSET
397	397	auslösen	False	UNSET	UNSET	UNSET	trigger/cause	B1	UNSET
398	398	herunterladen	True	lud herunter	heruntergeladen	False	download	A2	UNSET
399	399	ausmachen	False	UNSET	UNSET	UNSET	make up/turn off/matter	A1	UNSET
400	400	tun	True	tat	getan	False	do	A1	UNSET
401	401	gedenken	True	gedachte	gedacht	False	commemorate	UNSET	UNSET
402	402	verbreiten	False	UNSET	UNSET	UNSET	spread	B2	UNSET
403	403	ablehnen	False	UNSET	UNSET	UNSET	refuse/reject	A2	UNSET
404	404	verraten	True	verriet	verraten	False	betray/reveal	B1	UNSET
405	405	konzentrieren	False	UNSET	UNSET	UNSET	concentrate/focus	A2	UNSET
406	406	reden	False	UNSET	UNSET	UNSET	talk/speak	A1	UNSET
407	407	steuern	False	UNSET	UNSET	UNSET	control/steer	B2	UNSET
408	408	basieren	False	UNSET	UNSET	UNSET	be based on	B2	UNSET
409	409	eingeben	True	gab ein	eingegeben	False	enter/input	A1	UNSET
410	410	senken	False	UNSET	UNSET	UNSET	lower/reduce	B2	UNSET
411	411	verweisen	True	verwies	verwiesen	False	refer/point	B2	UNSET
412	412	drohen	False	UNSET	UNSET	UNSET	threaten	C1	UNSET
413	413	begegnen	False	UNSET	UNSET	True	encounter/meet	B1	UNSET
414	414	herausfinden	True	fand heraus	herausgefunden	False	find out/discover	B1	UNSET
415	415	zukommen	True	kam zu	zugekommen	True	approach/be due to	B2	UNSET
416	416	angehen	True	ging an	angegangen	False	concern/tackle	B2	UNSET
417	417	etablieren	False	UNSET	UNSET	UNSET	establish	C1	UNSET
418	418	entnehmen	True	entnahm	entnommen	False	take from/gather	UNSET	UNSET
419	419	hinzufügen	False	UNSET	UNSET	UNSET	add	B2	UNSET
420	420	kontrollieren	False	UNSET	UNSET	UNSET	check/control	A1	UNSET
421	421	fortsetzen	False	UNSET	UNSET	UNSET	continue	B1	UNSET
422	422	identifizieren	False	UNSET	UNSET	UNSET	identify	C1	UNSET
423	423	stoßen	True	stieß	gestoßen	False	push/bump into	B1	UNSET
424	424	einhalten	True	hielt ein	eingehalten	False	comply with/observe	A2	UNSET
425	425	zunehmen	True	nahm zu	zugenommen	False	increase/gain weight	A2	UNSET
426	426	verlaufen	True	verlief	verlaufen	True	proceed/go	B1	UNSET
427	427	retten	False	UNSET	UNSET	UNSET	rescue/save	B1	UNSET
428	428	verschwinden	True	verschwand	verschwunden	True	disappear	B1	UNSET
429	429	verabschieden	False	UNSET	UNSET	UNSET	say goodbye/pass (a law)	A1	UNSET
430	430	binden	True	band	gebunden	False	bind/tie	C1	UNSET
431	431	fließen	True	floss	geflossen	True	flow	B1	UNSET
432	432	danken	False	UNSET	UNSET	UNSET	thank	A1	UNSET
433	433	merken	False	UNSET	UNSET	UNSET	notice/remember	A1	UNSET
434	434	herrschen	False	UNSET	UNSET	UNSET	rule/prevail	B2	UNSET
435	435	einbeziehen	True	bezog ein	einbezogen	False	include	C1	UNSET
436	436	ausgeben	True	gab aus	ausgegeben	False	spend/issue	A2	UNSET
437	437	äußern	False	UNSET	UNSET	UNSET	express	A2	UNSET
438	438	antreten	True	trat an	angetreten	True	begin/start	B2	UNSET
439	439	registrieren	False	UNSET	UNSET	UNSET	register/notice	A2	UNSET
440	440	hängen	True	hing	gehangen	False	hang	A2	UNSET
441	441	beweisen	True	bewies	bewiesen	False	prove	B1	UNSET
442	442	unterliegen	True	unterlag	unterlegen	False	be subject to	UNSET	UNSET
443	443	abdecken	False	UNSET	UNSET	UNSET	cover	C1	UNSET
444	444	füllen	False	UNSET	UNSET	UNSET	fill	A2	UNSET
445	445	auseinandersetzen	False	UNSET	UNSET	UNSET	sich auseinandersetzen mit — engage with/examine critically	B2	UNSET
446	446	auffordern	False	UNSET	UNSET	UNSET	request/urge	B1	UNSET
447	447	auswirken	False	UNSET	UNSET	UNSET	sich auswirken (auf) — have an effect on	B2	UNSET
448	448	reisen	False	UNSET	UNSET	True	travel	A1	UNSET
449	449	weitergeben	True	gab weiter	weitergegeben	False	pass on	A2	UNSET
450	450	unternehmen	True	unternahm	unternommen	False	undertake	A2	UNSET
451	451	beauftragen	False	UNSET	UNSET	UNSET	commission/hire	B2	UNSET
452	452	besetzen	False	UNSET	UNSET	UNSET	occupy/fill (a position)	B1	UNSET
453	453	warnen	False	UNSET	UNSET	UNSET	warn	B1	UNSET
454	454	begründen	False	UNSET	UNSET	UNSET	justify/establish	A2	UNSET
455	455	besprechen	True	besprach	besprochen	False	discuss	B1	UNSET
456	456	fassen	False	UNSET	UNSET	UNSET	grasp/hold	B1	UNSET
457	457	verschaffen	False	UNSET	UNSET	UNSET	provide/obtain	B2	UNSET
458	458	deaktivieren	False	UNSET	UNSET	UNSET	deactivate/disable	UNSET	UNSET
459	459	mitnehmen	True	nahm mit	mitgenommen	False	take along	A1	UNSET
460	460	motivieren	False	UNSET	UNSET	UNSET	motivate	B2	UNSET
461	461	verlängern	False	UNSET	UNSET	UNSET	extend/prolong	A2	UNSET
462	462	festhalten	True	hielt fest	festgehalten	False	hold on to/record	B1	UNSET
463	463	verbieten	True	verbot	verboten	False	forbid/prohibit	A2	UNSET
464	464	währen	False	UNSET	UNSET	UNSET	last	C1	UNSET
465	465	ausbilden	False	UNSET	UNSET	UNSET	train/educate	C1	UNSET
466	466	aussprechen	True	sprach aus	ausgesprochen	False	pronounce/express	A2	UNSET
467	467	drücken	False	UNSET	UNSET	UNSET	press/push	A1	UNSET
468	468	erbringen	True	erbrachte	erbracht	False	provide/produce	C1	UNSET
469	469	einschränken	False	UNSET	UNSET	UNSET	restrict/limit	B2	UNSET
470	470	entfallen	True	entfiel	entfallen	True	be dropped/be omitted	C1	UNSET
471	471	begrenzen	False	UNSET	UNSET	UNSET	limit	UNSET	UNSET
472	472	benennen	True	benannte	benannt	False	name/designate	B2	UNSET
473	473	übergeben	True	übergab	übergeben	False	hand over	B2	UNSET
474	474	akzeptieren	False	UNSET	UNSET	UNSET	accept	B1	UNSET
475	475	verringern	False	UNSET	UNSET	UNSET	reduce/decrease	C1	UNSET
476	476	zuordnen	False	UNSET	UNSET	UNSET	assign/classify	A1	UNSET
477	477	empfangen	True	empfing	empfangen	False	receive/welcome	A2	UNSET
478	478	auffallen	True	fiel auf	aufgefallen	True	stand out/attract attention	A2	UNSET
479	479	erwähnen	False	UNSET	UNSET	UNSET	mention	B2	UNSET
480	480	schmecken	False	UNSET	UNSET	UNSET	taste	A1	UNSET
481	481	voraussetzen	False	UNSET	UNSET	UNSET	presuppose/require	B2	UNSET
482	482	beschränken	False	UNSET	UNSET	UNSET	limit/restrict	B1	UNSET
483	483	spüren	False	UNSET	UNSET	UNSET	feel/sense	B1	UNSET
484	484	anregen	False	UNSET	UNSET	UNSET	stimulate/suggest	C1	UNSET
485	485	ausstellen	False	UNSET	UNSET	UNSET	exhibit/issue	B1	UNSET
486	486	verstärken	False	UNSET	UNSET	UNSET	strengthen/reinforce	A2	UNSET
487	487	zurückkehren	False	UNSET	UNSET	True	return	B2	UNSET
488	488	überraschen	False	UNSET	UNSET	UNSET	surprise	B1	UNSET
489	489	fliegen	True	flog	geflogen	True	fly	A1	UNSET
490	490	zeichnen	False	UNSET	UNSET	UNSET	draw	A1	UNSET
491	491	auswerten	False	UNSET	UNSET	UNSET	analyse/evaluate	B2	UNSET
492	492	gebieten	True	gebot	geboten	False	command/demand	UNSET	UNSET
493	493	zustimmen	False	UNSET	UNSET	UNSET	agree	A2	UNSET
494	494	unterrichten	False	UNSET	UNSET	UNSET	teach	A2	UNSET
495	495	schenken	False	UNSET	UNSET	UNSET	give (as a gift)	A1	UNSET
496	496	gefährden	False	UNSET	UNSET	UNSET	endanger	C1	UNSET
497	497	kennzeichnen	False	UNSET	UNSET	UNSET	characterise/mark	B2	UNSET
498	498	kündigen	False	UNSET	UNSET	UNSET	cancel/quit/fire	A2	UNSET
499	499	versehen	True	versah	versehen	False	equip/provide	UNSET	UNSET
500	500	aufheben	True	hob auf	aufgehoben	False	pick up/keep/abolish	B1	UNSET
501	501	aussetzen	False	UNSET	UNSET	UNSET	expose/suspend	C1	UNSET
502	502	ausüben	False	UNSET	UNSET	UNSET	exercise/practice	B2	UNSET
503	503	zurückgehen	True	ging zurück	zurückgegangen	True	go back/decline	B2	UNSET
504	504	aufgeben	True	gab auf	aufgegeben	False	give up/assign	B1	UNSET
505	505	trainieren	False	UNSET	UNSET	UNSET	train	A1	UNSET
506	506	abnehmen	True	nahm ab	abgenommen	False	lose weight/decrease/take off	B1	UNSET
507	507	rücken	False	UNSET	UNSET	UNSET	move	UNSET	UNSET
508	508	überschreiten	True	überschritt	überschritten	False	exceed	C1	UNSET
509	509	treiben	True	trieb	getrieben	False	drive/do (sports)	B1	UNSET
510	510	abrufen	True	rief ab	abgerufen	False	retrieve/call up	C1	UNSET
511	511	ansteigen	True	stieg an	angestiegen	True	increase/rise	C1	UNSET
512	512	üben	False	UNSET	UNSET	UNSET	practice	A2	UNSET
513	513	zerstören	False	UNSET	UNSET	UNSET	destroy	B1	UNSET
514	514	sperren	False	UNSET	UNSET	UNSET	block/lock	A2	UNSET
515	515	aktualisieren	False	UNSET	UNSET	UNSET	update	UNSET	UNSET
516	516	genügen	False	UNSET	UNSET	UNSET	suffice/be enough	B1	UNSET
517	517	formulieren	False	UNSET	UNSET	UNSET	formulate	A1	UNSET
518	518	aufgreifen	True	griff auf	aufgegriffen	False	pick up/take up	C1	UNSET
519	519	ausfüllen	False	UNSET	UNSET	UNSET	fill in/fill out	A1	UNSET
520	520	bereiten	False	UNSET	UNSET	UNSET	prepare/cause	B1	UNSET
521	521	absehen	True	sah ab	abgesehen	False	foresee/refrain from	C1	UNSET
522	522	trinken	True	trank	getrunken	False	drink	A1	UNSET
523	523	verpassen	False	UNSET	UNSET	UNSET	miss	A1	UNSET
524	524	stören	False	UNSET	UNSET	UNSET	disturb	A2	UNSET
525	525	singen	True	sang	gesungen	False	sing	A1	UNSET
526	526	verzeichnen	False	UNSET	UNSET	UNSET	record/register	UNSET	UNSET
527	527	verwalten	False	UNSET	UNSET	UNSET	manage/administer	B2	UNSET
528	528	vorschlagen	True	schlug vor	vorgeschlagen	False	suggest/propose	A2	UNSET
529	529	beurteilen	False	UNSET	UNSET	UNSET	judge/assess	UNSET	UNSET
530	530	wecken	False	UNSET	UNSET	UNSET	wake/arouse	A1	UNSET
531	531	beleuchten	False	UNSET	UNSET	UNSET	illuminate/shed light on	B2	UNSET
532	532	klappen	False	UNSET	UNSET	UNSET	work (out)/fold	A2	UNSET
533	533	mitmachen	False	UNSET	UNSET	UNSET	join in/participate	A1	UNSET
534	534	belasten	False	UNSET	UNSET	UNSET	burden/charge	B2	UNSET
535	535	werben	True	warb	geworben	False	advertise/recruit	B1	UNSET
536	536	besichtigen	False	UNSET	UNSET	UNSET	visit/view	A1	UNSET
537	537	kommunizieren	False	UNSET	UNSET	UNSET	communicate	A2	UNSET
538	538	unterhalten	True	unterhielt	unterhalten	False	entertain/maintain/chat	A2	UNSET
539	539	vereinen	False	UNSET	UNSET	UNSET	unite	B2	UNSET
540	540	erweisen	True	erwies	erwiesen	False	prove/show	C1	UNSET
541	541	transportieren	False	UNSET	UNSET	UNSET	transport	A2	UNSET
542	542	eintreten	True	trat ein	eingetreten	True	enter/occur	B1	UNSET
543	543	zugreifen	True	griff zu	zugegriffen	False	access/grab	B2	UNSET
544	544	erforschen	False	UNSET	UNSET	UNSET	research/explore	B2	UNSET
545	545	ablaufen	True	lief ab	abgelaufen	True	expire/proceed	B2	UNSET
546	546	locken	False	UNSET	UNSET	UNSET	lure/attract	B2	UNSET
547	547	vorgehen	True	ging vor	vorgegangen	True	proceed	B2	UNSET
548	548	abbauen	False	UNSET	UNSET	UNSET	dismantle/reduce	B2	UNSET
549	549	ablegen	False	UNSET	UNSET	UNSET	put down/take (an exam)	B2	UNSET
550	550	behaupten	False	UNSET	UNSET	UNSET	claim	B1	UNSET
551	551	kritisieren	False	UNSET	UNSET	UNSET	criticise	B1	UNSET
552	552	gebrauchen	False	UNSET	UNSET	UNSET	use	B1	UNSET
553	553	vernetzen	False	UNSET	UNSET	UNSET	network/connect	B2	UNSET
554	554	begeben	True	begab	begeben	False	go/proceed	B2	UNSET
555	555	erlernen	False	UNSET	UNSET	UNSET	learn	C1	UNSET
556	556	verknüpfen	False	UNSET	UNSET	UNSET	link/connect	C1	UNSET
557	557	aufführen	False	UNSET	UNSET	UNSET	list/perform	B1	UNSET
558	558	einlösen	False	UNSET	UNSET	UNSET	redeem/cash	UNSET	UNSET
559	559	konzipieren	False	UNSET	UNSET	UNSET	conceive/design	B2	UNSET
560	560	weiterleiten	False	UNSET	UNSET	UNSET	forward/pass on	A2	UNSET
561	561	abholen	False	UNSET	UNSET	UNSET	pick up/collect	A1	UNSET
562	562	verhalten	True	verhielt	verhalten	False	sich verhalten — behave/act	UNSET	UNSET
563	563	scheitern	False	UNSET	UNSET	True	fail	B2	UNSET
564	564	zurückgreifen	True	griff zurück	zurückgegriffen	False	fall back on/resort to	UNSET	UNSET
565	565	abbilden	False	UNSET	UNSET	UNSET	depict/map	UNSET	UNSET
566	566	anrufen	True	rief an	angerufen	False	call (on the phone)	A1	UNSET
567	567	decken	False	UNSET	UNSET	UNSET	cover	B1	UNSET
568	568	erstrecken	False	UNSET	UNSET	UNSET	sich erstrecken — extend/stretch (over)	UNSET	UNSET
569	569	wiederholen	False	UNSET	UNSET	UNSET	repeat	A1	UNSET
570	570	einsehen	True	sah ein	eingesehen	False	understand/realise	B2	UNSET
571	571	unterbringen	True	brachte unter	untergebracht	False	accommodate/house	C1	UNSET
572	572	nachdenken	True	dachte nach	nachgedacht	False	think/reflect	B1	UNSET
573	573	bewahren	False	UNSET	UNSET	UNSET	preserve/keep	B2	UNSET
574	574	überwachen	False	UNSET	UNSET	UNSET	monitor/supervise	B2	UNSET
575	575	vorantreiben	True	trieb voran	vorangetrieben	False	advance/push forward	C1	UNSET
576	576	einbauen	False	UNSET	UNSET	UNSET	install/build in	C1	UNSET
577	577	auftauchen	False	UNSET	UNSET	True	appear/emerge	C1	UNSET
578	578	hinterlassen	True	hinterließ	hinterlassen	False	leave behind	A2	UNSET
579	579	kochen	False	UNSET	UNSET	UNSET	cook/boil	A1	UNSET
580	580	absichern	False	UNSET	UNSET	UNSET	safeguard/secure	C1	UNSET
581	581	nachgehen	True	ging nach	nachgegangen	True	pursue/investigate	B2	UNSET
582	582	versichern	False	UNSET	UNSET	UNSET	assure/insure	B1	UNSET
583	583	bewältigen	False	UNSET	UNSET	UNSET	cope with/manage	B2	UNSET
584	584	verstecken	False	UNSET	UNSET	UNSET	hide	B1	UNSET
585	585	würdigen	False	UNSET	UNSET	UNSET	appreciate/acknowledge	B2	UNSET
586	586	feststehen	True	stand fest	festgestanden	False	be certain	B1	UNSET
587	587	generieren	False	UNSET	UNSET	UNSET	generate	UNSET	UNSET
588	588	qualifizieren	False	UNSET	UNSET	UNSET	qualify	B2	UNSET
589	589	koordinieren	False	UNSET	UNSET	UNSET	coordinate	UNSET	UNSET
590	590	spezialisieren	False	UNSET	UNSET	UNSET	specialise	C1	UNSET
591	591	mieten	False	UNSET	UNSET	UNSET	rent	A1	UNSET
592	592	wandern	False	UNSET	UNSET	True	hike/wander	A1	UNSET
593	593	blicken	False	UNSET	UNSET	UNSET	look/glance	A2	UNSET
594	594	fertigen	False	UNSET	UNSET	UNSET	manufacture/produce	UNSET	UNSET
595	595	verwandeln	False	UNSET	UNSET	UNSET	transform/convert	B2	UNSET
596	596	schneiden	True	schnitt	geschnitten	False	cut	A1	UNSET
597	597	anhören	False	UNSET	UNSET	UNSET	listen to/sound	A2	UNSET
598	598	ansetzen	False	UNSET	UNSET	UNSET	schedule/set	C1	UNSET
599	599	befragen	False	UNSET	UNSET	UNSET	question/interview	C1	UNSET
600	600	reinigen	False	UNSET	UNSET	UNSET	clean	B1	UNSET
601	601	weisen	True	wies	gewiesen	False	point/show	B2	UNSET
602	602	anstreben	False	UNSET	UNSET	UNSET	strive for/aim at	C1	UNSET
603	603	befreien	False	UNSET	UNSET	UNSET	free/liberate	C1	UNSET
604	604	überwinden	True	überwand	überwunden	False	overcome	B2	UNSET
605	605	aufhalten	True	hielt auf	aufgehalten	False	stop/delay	B1	UNSET
606	606	erlangen	False	UNSET	UNSET	UNSET	achieve/attain	UNSET	UNSET
607	607	bedrohen	False	UNSET	UNSET	UNSET	threaten	B2	UNSET
608	608	ausweisen	True	wies aus	ausgewiesen	False	identify/deport	C1	UNSET
609	609	beeinträchtigen	False	UNSET	UNSET	UNSET	impair/affect	C1	UNSET
610	610	vermuten	False	UNSET	UNSET	UNSET	suspect/assume	A1	UNSET
611	611	thematisieren	False	UNSET	UNSET	UNSET	address/discuss	B2	UNSET
612	612	bereitstehen	True	stand bereit	bereitgestanden	False	stand by	C1	UNSET
613	613	hervorheben	True	hob hervor	hervorgehoben	False	emphasise/highlight	C1	UNSET
614	614	ausgleichen	True	glich aus	ausgeglichen	False	balance/compensate	C1	UNSET
615	615	empfinden	True	empfand	empfunden	False	feel/perceive	B2	UNSET
616	616	verlegen	False	UNSET	UNSET	UNSET	lay/relocate/misplace	C1	UNSET
617	617	forschen	False	UNSET	UNSET	UNSET	research	B2	UNSET
618	618	auslegen	False	UNSET	UNSET	UNSET	interpret/lay out	C1	UNSET
619	619	einschätzen	False	UNSET	UNSET	UNSET	assess/evaluate	B2	UNSET
620	620	zwingen	True	zwang	gezwungen	False	force/compel	B1	UNSET
621	621	einleiten	False	UNSET	UNSET	UNSET	initiate/introduce	UNSET	UNSET
622	622	versenden	False	UNSET	UNSET	UNSET	send/ship	UNSET	UNSET
623	623	aussuchen	False	UNSET	UNSET	UNSET	choose/select	UNSET	UNSET
624	624	probieren	False	UNSET	UNSET	UNSET	try/taste	A1	UNSET
625	625	beseitigen	False	UNSET	UNSET	UNSET	remove/eliminate	C1	UNSET
626	626	geraten	True	geriet	geraten	True	get into/turn out	B2	UNSET
627	627	verbrauchen	False	UNSET	UNSET	UNSET	consume/use up	B1	UNSET
628	628	ansiedeln	False	UNSET	UNSET	UNSET	settle	B2	UNSET
629	629	inspirieren	False	UNSET	UNSET	UNSET	inspire	C1	UNSET
630	630	platzieren	False	UNSET	UNSET	UNSET	place	UNSET	UNSET
631	631	verschieben	True	verschob	verschoben	False	postpone/move	A2	UNSET
632	632	auflösen	False	UNSET	UNSET	UNSET	dissolve/resolve	B1	UNSET
633	633	ableiten	False	UNSET	UNSET	UNSET	derive	B2	UNSET
634	634	springen	True	sprang	gesprungen	True	jump	B1	UNSET
635	635	spenden	False	UNSET	UNSET	UNSET	donate	B1	UNSET
636	636	variieren	False	UNSET	UNSET	UNSET	vary	A1	UNSET
637	637	verankern	False	UNSET	UNSET	UNSET	anchor	B2	UNSET
638	638	einkaufen	False	UNSET	UNSET	UNSET	shop/buy	A1	UNSET
639	639	abrunden	False	UNSET	UNSET	UNSET	round off	C1	UNSET
640	640	agieren	False	UNSET	UNSET	UNSET	act/operate	UNSET	UNSET
641	641	ausdrücken	False	UNSET	UNSET	UNSET	express	A1	UNSET
642	642	unterstreichen	True	unterstrich	unterstrichen	False	underline/emphasise	A1	UNSET
643	643	mitwirken	False	UNSET	UNSET	UNSET	participate/collaborate	C1	UNSET
644	644	bergen	True	barg	geborgen	False	rescue/contain	UNSET	UNSET
645	645	anstehen	True	stand an	angestanden	False	be pending/queue	B2	UNSET
646	646	wagen	False	UNSET	UNSET	UNSET	dare/venture	B2	UNSET
647	647	erstatten	False	UNSET	UNSET	UNSET	reimburse/report	B2	UNSET
648	648	knüpfen	False	UNSET	UNSET	UNSET	tie/make (contacts)	B2	UNSET
649	649	stoppen	False	UNSET	UNSET	UNSET	stop	B1	UNSET
650	650	angehören	False	UNSET	UNSET	UNSET	belong to	C1	UNSET
651	651	meistern	False	UNSET	UNSET	UNSET	master/overcome	C1	UNSET
652	652	erneuern	False	UNSET	UNSET	UNSET	renew	C1	UNSET
653	653	auszahlen	False	UNSET	UNSET	UNSET	pay out/be worth it	B2	UNSET
654	654	zubereiten	False	UNSET	UNSET	UNSET	prepare (food)	A1	UNSET
655	655	überreichen	False	UNSET	UNSET	UNSET	hand over/present	UNSET	UNSET
656	656	bewirken	False	UNSET	UNSET	UNSET	cause/bring about	B2	UNSET
657	657	vorgeben	True	gab vor	vorgegeben	False	pretend/specify	B2	UNSET
658	658	entfalten	False	UNSET	UNSET	UNSET	unfold/develop	B2	UNSET
659	659	kontaktieren	False	UNSET	UNSET	UNSET	contact	C1	UNSET
660	660	kopieren	False	UNSET	UNSET	UNSET	copy	A2	UNSET
661	661	bemühen	False	UNSET	UNSET	UNSET	sich bemühen (um) — make an effort/try	B1	UNSET
662	662	versetzen	False	UNSET	UNSET	UNSET	transfer/relocate	B2	UNSET
663	663	entwerfen	True	entwarf	entworfen	False	design/draft	B2	UNSET
664	664	begehen	True	beging	begangen	False	commit/celebrate	B2	UNSET
665	665	erproben	False	UNSET	UNSET	UNSET	test/try out	UNSET	UNSET
666	666	herausstellen	False	UNSET	UNSET	UNSET	turn out/emphasise	C1	UNSET
667	667	hervorgehen	True	ging hervor	hervorgegangen	True	result/emerge	UNSET	UNSET
668	668	markieren	False	UNSET	UNSET	UNSET	mark/highlight	A1	UNSET
669	669	berechtigen	False	UNSET	UNSET	UNSET	authorise/entitle	UNSET	UNSET
670	670	verwirklichen	False	UNSET	UNSET	UNSET	realise/achieve	B2	UNSET
671	671	aufwachsen	True	wuchs auf	aufgewachsen	True	grow up	B2	UNSET
672	672	bündeln	False	UNSET	UNSET	UNSET	bundle/combine	B2	UNSET
673	673	ergreifen	True	ergriff	ergriffen	False	seize/take	B2	UNSET
674	674	heben	True	hob	gehoben	False	lift/raise	B1	UNSET
675	675	überlassen	True	überließ	überlassen	False	leave to/hand over	B2	UNSET
676	676	verschicken	False	UNSET	UNSET	UNSET	send	UNSET	UNSET
677	677	aufklären	False	UNSET	UNSET	UNSET	enlighten/explain	UNSET	UNSET
678	678	übersetzen	False	UNSET	UNSET	UNSET	translate	A2	UNSET
679	679	zusammenkommen	True	kam zusammen	zusammengekommen	True	come together/gather	UNSET	UNSET
680	680	einholen	False	UNSET	UNSET	UNSET	catch up/obtain	B2	UNSET
681	681	vorbeugen	False	UNSET	UNSET	UNSET	prevent (+dat)/sich vorbeugen — lean forward	C1	UNSET
682	682	bemerken	False	UNSET	UNSET	UNSET	notice/remark	B1	UNSET
683	683	einfügen	False	UNSET	UNSET	UNSET	insert	B1	UNSET
684	684	antworten	False	UNSET	UNSET	UNSET	answer	A1	UNSET
685	685	loben	False	UNSET	UNSET	UNSET	praise	B1	UNSET
686	686	weiterhelfen	True	half weiter	weitergeholfen	False	help someone along	A2	UNSET
687	687	beeindrucken	False	UNSET	UNSET	UNSET	impress	C1	UNSET
688	688	verfassen	False	UNSET	UNSET	UNSET	write/compose	UNSET	UNSET
689	689	zusammensetzen	False	UNSET	UNSET	UNSET	assemble/be composed of	B2	UNSET
690	690	beherrschen	False	UNSET	UNSET	UNSET	master/dominate	B2	UNSET
691	691	aufbereiten	False	UNSET	UNSET	UNSET	process/prepare	B2	UNSET
692	692	streichen	True	strich	gestrichen	False	cancel/paint/delete	B1	UNSET
693	693	kommentieren	False	UNSET	UNSET	UNSET	annotate/comment	A2	UNSET
694	694	entlasten	False	UNSET	UNSET	UNSET	ease/relieve	UNSET	UNSET
695	695	reflektieren	False	UNSET	UNSET	UNSET	reflect	UNSET	UNSET
696	696	einziehen	True	zog ein	eingezogen	True	move in/collect	A2	UNSET
697	697	erfreuen	False	UNSET	UNSET	UNSET	please/delight	C1	UNSET
698	698	vorbehalten	True	behielt vor	vorbehalten	False	reserve	UNSET	UNSET
699	699	einräumen	False	UNSET	UNSET	UNSET	admit/grant	B1	UNSET
700	700	unterschreiben	True	unterschrieb	unterschrieben	False	sign	A1	UNSET
