row	rank	word	irregular	prateritum	perfekt	withSein	english	cefrLevel	source
1048	1049	regulieren	False	UNSET	UNSET	UNSET	regulate/set	B2	UNSET
1049	1050	verlinken	False	UNSET	UNSET	UNSET	link	B1	UNSET
1050	1051	zusammenschließen	True	schloss zusammen	zusammengeschlossen	False	merge/join together	UNSET	UNSET
1051	1052	besorgen	False	UNSET	UNSET	UNSET	get/obtain	A2	UNSET
1052	1053	inszenieren	False	UNSET	UNSET	UNSET	stage	UNSET	UNSET
1053	1054	mithelfen	True	half mit	mitgeholfen	False	assist/help	A2	UNSET
1054	1055	trocknen	False	UNSET	UNSET	UNSET	dry	B1	UNSET
1055	1056	verschlüsseln	False	UNSET	UNSET	UNSET	encrypt	UNSET	UNSET
1056	1057	abwickeln	False	UNSET	UNSET	UNSET	handle/process	C1	UNSET
1057	1058	einarbeiten	False	UNSET	UNSET	UNSET	train	C1	UNSET
1058	1059	glänzen	False	UNSET	UNSET	UNSET	shine/excel	B2	UNSET
1059	1060	lindern	False	UNSET	UNSET	UNSET	alleviate/ease	B2	UNSET
1060	1061	verschärfen	False	UNSET	UNSET	UNSET	tighten/intensify	B2	UNSET
1061	1062	vorbeischauen	False	UNSET	UNSET	UNSET	stop by/drop in	UNSET	UNSET
1062	1063	zustellen	False	UNSET	UNSET	UNSET	block/deliver	B1	UNSET
1063	1064	beibringen	True	brachte bei	beigebracht	False	teach	B2	UNSET
1064	1065	küren	False	UNSET	UNSET	UNSET	choose/elect	UNSET	UNSET
1065	1066	abbiegen	True	bog ab	abgebogen	True	bend/turn	B1	UNSET
1066	1067	anrichten	False	UNSET	UNSET	UNSET	cause/serve (food)	UNSET	UNSET
1067	1068	einschlagen	True	schlug ein	eingeschlagen	False	hit/take (a path)	B2	UNSET
1068	1069	telefonieren	False	UNSET	UNSET	UNSET	telephone	A1	UNSET
1069	1070	antreffen	True	traf an	angetroffen	False	find/encounter	C1	UNSET
1070	1071	begünstigen	False	UNSET	UNSET	UNSET	facilitate/favour	UNSET	UNSET
1071	1072	enttäuschen	False	UNSET	UNSET	UNSET	disappoint	B1	UNSET
1072	1073	automatisieren	False	UNSET	UNSET	UNSET	automate	C1	UNSET
1073	1074	beabsichtigen	False	UNSET	UNSET	UNSET	intend	UNSET	UNSET
1074	1075	plädieren	False	UNSET	UNSET	UNSET	advocate/plead	B2	UNSET
1075	1076	schlüpfen	False	UNSET	UNSET	True	slip/hatch	B2	UNSET
1076	1077	verbuchen	False	UNSET	UNSET	UNSET	enter	UNSET	UNSET
1077	1078	verlagern	False	UNSET	UNSET	UNSET	relocate/shift	B2	UNSET
1078	1079	kehren	False	UNSET	UNSET	UNSET	sweep/turn	UNSET	UNSET
1079	1080	stabilisieren	False	UNSET	UNSET	UNSET	stabilise	UNSET	UNSET
1080	1081	zaubern	False	UNSET	UNSET	UNSET	do magic	UNSET	UNSET
1081	1082	anmerken	False	UNSET	UNSET	UNSET	note/remark	B2	UNSET
1082	1083	ärgern	False	UNSET	UNSET	UNSET	annoy	A2	UNSET
1083	1084	experimentieren	False	UNSET	UNSET	UNSET	experiment	B2	UNSET
1084	1085	formen	False	UNSET	UNSET	UNSET	form/shape	C1	UNSET
1085	1086	anbinden	True	band an	angebunden	False	tie/connect	UNSET	UNSET
1086	1087	aufmachen	False	UNSET	UNSET	UNSET	open	A1	UNSET
1087	1088	ergehen	True	erging	ergangen	True	be issued/fare	B2	UNSET
1088	1089	ermorden	False	UNSET	UNSET	UNSET	murder	UNSET	UNSET
1089	1090	knacken	False	UNSET	UNSET	UNSET	crack	C1	UNSET
1090	1091	kreieren	False	UNSET	UNSET	UNSET	create	B2	UNSET
1091	1092	vermarkten	False	UNSET	UNSET	UNSET	market	UNSET	UNSET
1092	1093	abzeichnen	False	UNSET	UNSET	UNSET	become apparent	C1	UNSET
1093	1094	ähneln	False	UNSET	UNSET	UNSET	resemble	B2	UNSET
1094	1095	aufstehen	True	stand auf	aufgestanden	True	get up/stand up	A1	UNSET
1095	1096	aufsteigen	True	stieg auf	aufgestiegen	True	rise/climb	C1	UNSET
1096	1097	durchsuchen	False	UNSET	UNSET	UNSET	search	UNSET	UNSET
1097	1098	rollen	False	UNSET	UNSET	True	roll	UNSET	UNSET
1098	1099	aussagen	False	UNSET	UNSET	UNSET	state/testify	UNSET	UNSET
1099	1100	beibehalten	True	behielt bei	beibehalten	False	maintain	UNSET	UNSET
1100	1101	beruhigen	False	UNSET	UNSET	UNSET	calm/calm down	A2	UNSET
1101	1102	posten	False	UNSET	UNSET	UNSET	post	A2	UNSET
1102	1103	wahren	False	UNSET	UNSET	UNSET	maintain/preserve	C1	UNSET
1103	1104	zeugen	False	UNSET	UNSET	UNSET	testify/father	C1	UNSET
1104	1105	zitieren	False	UNSET	UNSET	UNSET	cite/quote	UNSET	UNSET
1105	1106	begehren	False	UNSET	UNSET	UNSET	desire	UNSET	UNSET
1106	1107	betätigen	False	UNSET	UNSET	UNSET	operate/activate	C1	UNSET
1107	1108	ruhen	False	UNSET	UNSET	UNSET	rest	B2	UNSET
1108	1109	abmelden	False	UNSET	UNSET	UNSET	give notice of/log out	UNSET	UNSET
1109	1110	bescheren	False	UNSET	UNSET	UNSET	bring/give (as a gift)	C1	UNSET
1110	1111	schmücken	False	UNSET	UNSET	UNSET	adorn	UNSET	UNSET
1111	1112	tippen	False	UNSET	UNSET	UNSET	type/tap/bet	B1	UNSET
1112	1113	verdrängen	False	UNSET	UNSET	UNSET	displace/suppress	B2	UNSET
1113	1114	vernachlässigen	False	UNSET	UNSET	UNSET	neglect	C1	UNSET
1114	1115	vertragen	True	vertrug	vertragen	False	get along with/tolerate	UNSET	UNSET
1115	1116	appellieren	False	UNSET	UNSET	UNSET	appeal	UNSET	UNSET
1116	1117	füttern	False	UNSET	UNSET	UNSET	feed	A2	UNSET
1117	1118	nachlassen	True	ließ nach	nachgelassen	False	decrease/let up	C1	UNSET
1118	1119	beklagen	False	UNSET	UNSET	UNSET	bemoan/complain	C1	UNSET
1119	1120	meiden	True	mied	gemieden	False	avoid	B2	UNSET
1120	1121	verschreiben	True	verschrieb	verschrieben	False	prescribe	B1	UNSET
1121	1122	zugutekommen	True	kam zugute	zugutegekommen	True	benefit	UNSET	UNSET
1122	1123	andauern	False	UNSET	UNSET	UNSET	continue	UNSET	UNSET
1123	1124	ausweichen	True	wich aus	ausgewichen	True	avoid/dodge	B2	UNSET
1124	1125	befristen	False	UNSET	UNSET	UNSET	set a time limit on	UNSET	UNSET
1125	1126	erfragen	False	UNSET	UNSET	UNSET	ask	A2	UNSET
1126	1127	filtern	False	UNSET	UNSET	UNSET	filter	C1	UNSET
1127	1128	intensivieren	False	UNSET	UNSET	UNSET	intensify	UNSET	UNSET
1128	1129	erschaffen	True	erschuf	erschaffen	False	create	C1	UNSET
1129	1130	festigen	False	UNSET	UNSET	UNSET	strengthen/consolidate	UNSET	UNSET
1130	1131	klettern	False	UNSET	UNSET	True	climb	A1	UNSET
1131	1132	kürzen	False	UNSET	UNSET	UNSET	shorten/reduce	UNSET	UNSET
1132	1133	putzen	False	UNSET	UNSET	UNSET	clean	A2	UNSET
1133	1134	verschlechtern	False	UNSET	UNSET	UNSET	worsen/deteriorate	UNSET	UNSET
1134	1135	abreißen	True	riss ab	abgerissen	False	demolish/tear off	UNSET	UNSET
1135	1136	bescheinigen	False	UNSET	UNSET	UNSET	certify/confirm	UNSET	UNSET
1136	1137	mithalten	True	hielt mit	mitgehalten	False	keep up with	C1	UNSET
1137	1138	stechen	True	stach	gestochen	False	sting	B1	UNSET
1138	1139	verfallen	True	verfiel	verfallen	True	expire/decay	C1	UNSET
1139	1140	kompensieren	False	UNSET	UNSET	UNSET	compensate	UNSET	UNSET
1140	1141	loswerden	True	wurde los	losgeworden	True	get rid of	C1	UNSET
1141	1142	riskieren	False	UNSET	UNSET	UNSET	hazard/risk	B2	UNSET
1142	1143	stöbern	False	UNSET	UNSET	UNSET	browse/rummage	UNSET	UNSET
1143	1144	veranschaulichen	False	UNSET	UNSET	UNSET	exemplify/illustrate	UNSET	UNSET
1144	1145	wiederherstellen	False	UNSET	UNSET	UNSET	recover/restore	UNSET	UNSET
1145	1146	bekräftigen	False	UNSET	UNSET	UNSET	confirm/reaffirm	UNSET	UNSET
1146	1147	eindringen	True	drang ein	eingedrungen	True	intrude	UNSET	UNSET
1147	1148	flüchten	False	UNSET	UNSET	True	escape/flee	UNSET	UNSET
1148	1149	listen	False	UNSET	UNSET	UNSET	list	UNSET	UNSET
1149	1150	festnehmen	True	nahm fest	festgenommen	False	arrest	B1	UNSET
1150	1151	nützen	False	UNSET	UNSET	UNSET	be useful	B1	UNSET
1151	1152	rüsten	False	UNSET	UNSET	UNSET	arm/prepare	UNSET	UNSET
1152	1153	abkühlen	False	UNSET	UNSET	UNSET	cool	UNSET	UNSET
1153	1154	ausbleiben	True	blieb aus	ausgeblieben	True	fail to appear/happen	C1	UNSET
1154	1155	erhitzen	False	UNSET	UNSET	UNSET	heat/heat up	UNSET	UNSET
1155	1156	heilen	False	UNSET	UNSET	UNSET	cure/heal	A2	UNSET
1156	1157	rühren	False	UNSET	UNSET	UNSET	stir/move	C1	UNSET
1157	1158	verzögern	False	UNSET	UNSET	UNSET	delay/hold back	C1	UNSET
1158	1159	absagen	False	UNSET	UNSET	UNSET	cancel	A2	UNSET
1159	1160	argumentieren	False	UNSET	UNSET	UNSET	argue	UNSET	UNSET
1160	1161	ausarbeiten	False	UNSET	UNSET	UNSET	work out/develop	C1	UNSET
1161	1162	ausbrechen	True	brach aus	ausgebrochen	True	break out/escape	C1	UNSET
1162	1163	begutachten	False	UNSET	UNSET	UNSET	assess	UNSET	UNSET
1163	1164	einzahlen	False	UNSET	UNSET	UNSET	deposit	B1	UNSET
1164	1165	fixieren	False	UNSET	UNSET	UNSET	fix/focus	UNSET	UNSET
1165	1166	importieren	False	UNSET	UNSET	UNSET	import	B2	UNSET
1166	1167	leuchten	False	UNSET	UNSET	UNSET	shine	B1	UNSET
1167	1168	übernachten	False	UNSET	UNSET	UNSET	sleep over/spend the night	A1	UNSET
1168	1169	aushalten	True	hielt aus	ausgehalten	False	bear/endure	B2	UNSET
1169	1170	hindern	False	UNSET	UNSET	UNSET	hinder/prevent	UNSET	UNSET
1170	1171	münden	False	UNSET	UNSET	UNSET	flow into/lead into	UNSET	UNSET
1171	1172	operieren	False	UNSET	UNSET	UNSET	operate	B1	UNSET
1172	1173	publizieren	False	UNSET	UNSET	UNSET	publish	B2	UNSET
1173	1174	simulieren	False	UNSET	UNSET	UNSET	fake/simulate	UNSET	UNSET
1174	1175	aufspüren	False	UNSET	UNSET	UNSET	track down	UNSET	UNSET
1175	1176	besiegen	False	UNSET	UNSET	UNSET	defeat	B2	UNSET
1176	1177	bestrafen	False	UNSET	UNSET	UNSET	punish	B1	UNSET
1177	1178	faszinieren	False	UNSET	UNSET	UNSET	fascinate	A2	UNSET
1178	1179	koppeln	False	UNSET	UNSET	UNSET	connect/couple	UNSET	UNSET
1179	1180	signalisieren	False	UNSET	UNSET	UNSET	signal	B2	UNSET
1180	1181	tagen	False	UNSET	UNSET	UNSET	dawn/meet	UNSET	UNSET
1181	1182	aussteigen	True	stieg aus	ausgestiegen	True	get off/exit	A1	UNSET
1182	1183	deuten	False	UNSET	UNSET	UNSET	interpret/point to	A2	UNSET
1183	1184	konsumieren	False	UNSET	UNSET	UNSET	consume	B1	UNSET
1184	1185	mitbekommen	True	bekam mit	mitbekommen	False	notice/receive	UNSET	UNSET
1185	1186	promovieren	False	UNSET	UNSET	UNSET	get a doctorate	B1	UNSET
1186	1187	anschaffen	False	UNSET	UNSET	UNSET	acquire	B1	UNSET
1187	1188	unterbinden	True	unterband	unterbunden	False	stop	UNSET	UNSET
1188	1189	unterstellen	False	UNSET	UNSET	UNSET	assume/subordinate	UNSET	UNSET
1189	1190	vollenden	False	UNSET	UNSET	UNSET	complete	UNSET	UNSET
1190	1191	beitreten	True	trat bei	beigetreten	True	join	B2	UNSET
1191	1192	entrichten	False	UNSET	UNSET	UNSET	pay	UNSET	UNSET
1192	1193	renovieren	False	UNSET	UNSET	UNSET	refurbish/renovate	A2	UNSET
1193	1194	absprechen	True	sprach ab	abgesprochen	False	arrange/deny	C1	UNSET
1194	1195	aufdecken	False	UNSET	UNSET	UNSET	detect/uncover	C1	UNSET
1195	1196	exportieren	False	UNSET	UNSET	UNSET	export	B1	UNSET
1196	1197	jagen	False	UNSET	UNSET	UNSET	hunt/chase	C1	UNSET
1197	1198	loslegen	False	UNSET	UNSET	UNSET	get started	B2	UNSET
1198	1199	nachholen	False	UNSET	UNSET	UNSET	make up	C1	UNSET
1199	1200	parken	False	UNSET	UNSET	UNSET	park	A2	UNSET
1200	1201	prognostizieren	False	UNSET	UNSET	UNSET	predict/forecast	UNSET	UNSET
1201	1202	übereinstimmen	False	UNSET	UNSET	UNSET	agree/correspond	B2	UNSET
1202	1203	zurückzahlen	False	UNSET	UNSET	UNSET	repay/pay back	C1	UNSET
1203	1204	ahnen	False	UNSET	UNSET	UNSET	guess/suspect	C1	UNSET
1204	1205	auslaufen	True	lief aus	ausgelaufen	True	discontinue/expire/flow out	UNSET	UNSET
1205	1206	bestücken	False	UNSET	UNSET	UNSET	equip	UNSET	UNSET
1206	1207	erwecken	False	UNSET	UNSET	UNSET	arouse/awaken/evoke	B2	UNSET
1207	1208	konkretisieren	False	UNSET	UNSET	UNSET	make concrete/specify	C1	UNSET
1208	1209	vorangehen	True	ging voran	vorangegangen	True	lead the way/precede/proceed	C1	UNSET
1209	1210	zuwenden	True	wandte zu	zugewandt	False	devote/donate/turn towards	C1	UNSET
1210	1211	anpacken	False	UNSET	UNSET	UNSET	tackle/grab	C1	UNSET
1211	1212	benachrichtigen	False	UNSET	UNSET	UNSET	inform/notify	B2	UNSET
1212	1213	missbrauchen	False	UNSET	UNSET	UNSET	abuse	UNSET	UNSET
1213	1214	schärfen	False	UNSET	UNSET	UNSET	sharpen (a blade)/heighten (awareness)	UNSET	UNSET
1214	1215	verwechseln	False	UNSET	UNSET	UNSET	confuse/get muddled/mix up	B1	UNSET
1215	1216	visualisieren	False	UNSET	UNSET	UNSET	visualise	UNSET	UNSET
1216	1217	wegfallen	True	fiel weg	weggefallen	True	be omitted/drop out	B2	UNSET
1217	1218	befähigen	False	UNSET	UNSET	UNSET	enable	UNSET	UNSET
1218	1219	blühen	False	UNSET	UNSET	UNSET	bloom/blossom/come up	B1	UNSET
1219	1220	einfangen	True	fing ein	eingefangen	False	capture	UNSET	UNSET
1220	1221	gießen	True	goss	gegossen	False	cast/pour/water	A2	UNSET
1221	1222	managen	False	UNSET	UNSET	UNSET	manage	C1	UNSET
1222	1223	regieren	False	UNSET	UNSET	UNSET	govern/reign	UNSET	UNSET
1223	1224	spazieren	False	UNSET	UNSET	True	stroll/walk	A1	UNSET
1224	1225	vermindern	False	UNSET	UNSET	UNSET	decrease/diminish/reduce	UNSET	UNSET
1225	1226	vorführen	False	UNSET	UNSET	UNSET	demonstrate/exhibit/pillory	C1	UNSET
1226	1227	zögern	False	UNSET	UNSET	UNSET	hesitate	UNSET	UNSET
1227	1228	aufarbeiten	False	UNSET	UNSET	UNSET	come to terms with, process (the past, a backlog)	UNSET	UNSET
1228	1229	beschweren	False	UNSET	UNSET	UNSET	complain/weight down	A2	UNSET
1229	1230	einschreiben	True	schrieb ein	eingeschrieben	False	enrol/inscribe/register	C1	UNSET
1230	1231	abweisen	True	wies ab	abgewiesen	False	dismiss/refuse to see/reject	UNSET	UNSET
1231	1232	anfahren	True	fuhr an	angefahren	True	set off (in a vehicle) [sein] / run into, knock down (sb) [haben] / snap at (sb) [haben]	UNSET	UNSET
1232	1233	diagnostizieren	False	UNSET	UNSET	UNSET	diagnose	B2	UNSET
1233	1234	freisetzen	False	UNSET	UNSET	UNSET	lay off/release/set free	UNSET	UNSET
1234	1235	rutschen	False	UNSET	UNSET	True	slide/slip	UNSET	UNSET
1235	1236	sichten	False	UNSET	UNSET	UNSET	look through/sight	UNSET	UNSET
1236	1237	stiften	False	UNSET	UNSET	UNSET	bring about/cause/donate	UNSET	UNSET
1237	1238	verordnen	False	UNSET	UNSET	UNSET	decree/prescribe	UNSET	UNSET
1238	1239	aufwerfen	True	warf auf	aufgeworfen	False	bring up/pose	C1	UNSET
1239	1240	beliefern	False	UNSET	UNSET	UNSET	provide/supply	UNSET	UNSET
1240	1241	bremsen	False	UNSET	UNSET	UNSET	brake/slow down	A2	UNSET
1241	1242	entwenden	False	UNSET	UNSET	UNSET	purloin/steal	UNSET	UNSET
1242	1243	prämieren	False	UNSET	UNSET	UNSET	award a prize to	UNSET	UNSET
1243	1244	schwanken	False	UNSET	UNSET	UNSET	alternate/fluctuate/hesitate	C1	UNSET
1244	1245	verzaubern	False	UNSET	UNSET	UNSET	bewitch	UNSET	UNSET
1245	1246	ausschalten	False	UNSET	UNSET	UNSET	eliminate/switch off/turn off	A2	UNSET
1246	1247	abschätzen	False	UNSET	UNSET	UNSET	anticipate/estimate/foresee	UNSET	UNSET
1247	1248	ausdehnen	False	UNSET	UNSET	UNSET	enlarge/expand	UNSET	UNSET
1248	1249	ausdenken	True	dachte aus	ausgedacht	False	come up with/make up/think up	C1	UNSET
1249	1250	konstruieren	False	UNSET	UNSET	UNSET	construct/design/fabricate	UNSET	UNSET
1250	1251	nähen	False	UNSET	UNSET	UNSET	sew/stitch/suture	B1	UNSET
1251	1252	respektieren	False	UNSET	UNSET	UNSET	respect	B2	UNSET
1252	1253	abgrenzen	False	UNSET	UNSET	UNSET	define/delimit/demarcate	B2	UNSET
1253	1254	abspeichern	False	UNSET	UNSET	UNSET	save/store	C1	UNSET
1254	1255	anhaben	False	UNSET	UNSET	UNSET	harm/have on/have something switched on	B1	UNSET
1255	1256	animieren	False	UNSET	UNSET	UNSET	animate	UNSET	UNSET
1256	1257	aufziehen	True	zog auf	aufgezogen	False	raise (a child)/wind up (a clock)/tease	C1	UNSET
1257	1258	differenzieren	False	UNSET	UNSET	UNSET	differentiate/distinguish	C1	UNSET
1258	1259	entzünden	False	UNSET	UNSET	UNSET	become inflamed/ignite/inflame	UNSET	UNSET
1259	1260	schrumpfen	False	UNSET	UNSET	True	shrink	B2	UNSET
1260	1261	siegen	False	UNSET	UNSET	UNSET	win	B1	UNSET
1261	1262	streuen	False	UNSET	UNSET	UNSET	scatter/sprinkle	UNSET	UNSET
1262	1263	verstauen	False	UNSET	UNSET	UNSET	stack/stow	UNSET	UNSET
1263	1264	zurechtkommen	True	kam zurecht	zurechtgekommen	True	cope/get along/manage	A2	UNSET
1264	1265	ausziehen	True	zog aus	ausgezogen	True	move out/take off clothes	A1	UNSET
1265	1266	lauschen	False	UNSET	UNSET	UNSET	eavesdrop/listen	UNSET	UNSET
1266	1267	reizen	False	UNSET	UNSET	UNSET	irritate (skin, sb)/provoke/appeal to	B2	UNSET
1267	1268	verkehren	False	UNSET	UNSET	UNSET	run (of buses/trains)/associate with sb	UNSET	UNSET
1268	1269	abraten	True	riet ab	abgeraten	False	advise against something	C1	UNSET
1269	1270	anlocken	False	UNSET	UNSET	UNSET	attract/lure	UNSET	UNSET
1270	1271	gleichen	True	glich	geglichen	False	closely resemble	C1	UNSET
1271	1272	miterleben	False	UNSET	UNSET	UNSET	experience/witness	UNSET	UNSET
1272	1273	niederlassen	True	ließ nieder	niedergelassen	False	let down/lower/settle down	B2	UNSET
1273	1274	strahlen	False	UNSET	UNSET	UNSET	beam/radiate	C1	UNSET
1274	1275	überdenken	True	überdachte	überdacht	False	reconsider/rethink	C1	UNSET
1275	1276	überwiegen	True	überwog	überwogen	False	outweigh/predominate/prevail	C1	UNSET
1276	1277	zurücktreten	True	trat zurück	zurückgetreten	True	resign/step back	UNSET	UNSET
1277	1278	skizzieren	False	UNSET	UNSET	UNSET	outline/sketch	C1	UNSET
1278	1279	vorhaben	False	UNSET	UNSET	UNSET	intend	A2	UNSET
1279	1280	zurückbleiben	True	blieb zurück	zurückgeblieben	True	linger/stagnate/stay behind	UNSET	UNSET
1280	1281	zutrauen	False	UNSET	UNSET	UNSET	trust someone to be capable of	B2	UNSET
1281	1282	aufräumen	False	UNSET	UNSET	UNSET	clean up/tidy up	A2	UNSET
1282	1283	ausblenden	False	UNSET	UNSET	UNSET	fade out/hide, block out	B2	UNSET
1283	1284	befahren	True	befuhr	befahren	False	drive on/serve a route/use a road	UNSET	UNSET
1284	1285	debattieren	False	UNSET	UNSET	UNSET	debate/discuss	UNSET	UNSET
1285	1286	erschießen	True	erschoss	erschossen	False	shoot dead	UNSET	UNSET
1286	1287	erziehen	True	erzog	erzogen	False	educate/raise	B1	UNSET
1287	1288	scheuen	False	UNSET	UNSET	UNSET	shy away from, avoid (keine Mühe scheuen)	B2	UNSET
1288	1289	untergehen	True	ging unter	untergegangen	True	sink	B2	UNSET
1289	1290	ablenken	False	UNSET	UNSET	UNSET	deflect/distract/divert	C1	UNSET
1290	1291	alarmieren	False	UNSET	UNSET	UNSET	alarm	C1	UNSET
1291	1292	anreichern	False	UNSET	UNSET	UNSET	enrich	UNSET	UNSET
1292	1293	halbieren	False	UNSET	UNSET	UNSET	bisect/halve	UNSET	UNSET
1293	1294	vermischen	False	UNSET	UNSET	UNSET	blend/mix	C1	UNSET
1294	1295	versagen	False	UNSET	UNSET	UNSET	fail/refuse (sb sth)	C1	UNSET
1295	1296	verzehren	False	UNSET	UNSET	UNSET	consume	C1	UNSET
1296	1297	aufhängen	False	UNSET	UNSET	UNSET	hang/hang out/hang up	A1	UNSET
1297	1298	aushändigen	False	UNSET	UNSET	UNSET	deliver/hand out/hand over	UNSET	UNSET
1298	1299	begleichen	True	beglich	beglichen	False	settle, pay (a bill)	UNSET	UNSET
1299	1300	stemmen	False	UNSET	UNSET	UNSET	brace (oneself) against / lift (weights) / cope with	UNSET	UNSET
1300	1301	vorankommen	True	kam voran	vorangekommen	True	make headway/make progress/move forward	C1	UNSET
1301	1302	weichen	True	wich	gewichen	True	give way/soften/wane	C1	UNSET
1302	1303	aufschreiben	True	schrieb auf	aufgeschrieben	False	make a note/mark down/note down	A1	UNSET
1303	1304	hervorbringen	True	brachte hervor	hervorgebracht	False	make/produce/utter	C1	UNSET
1304	1305	mangeln	False	UNSET	UNSET	UNSET	lack	C1	UNSET
1305	1306	umsteigen	True	stieg um	umgestiegen	True	change/switch	A2	UNSET
1306	1307	verifizieren	False	UNSET	UNSET	UNSET	verify	UNSET	UNSET
1307	1308	adressieren	False	UNSET	UNSET	UNSET	address	UNSET	UNSET
1308	1309	erwärmen	False	UNSET	UNSET	UNSET	take to/warm up	B1	UNSET
1309	1310	färben	False	UNSET	UNSET	UNSET	colour/dye	UNSET	UNSET
1310	1311	guttun	True	tat gut	gutgetan	False	do good	C1	UNSET
1311	1312	kassieren	False	UNSET	UNSET	UNSET	collect/confiscate	UNSET	UNSET
1312	1313	unterbreiten	False	UNSET	UNSET	UNSET	submit/present	UNSET	UNSET
1313	1314	zurechtfinden	True	fand zurecht	zurechtgefunden	False	find one's way around (sich zurechtfinden)	C1	UNSET
1314	1315	zusammenfinden	True	fand zusammen	zusammengefunden	False	come together/form	UNSET	UNSET
1315	1316	beleben	False	UNSET	UNSET	UNSET	invigorate	UNSET	UNSET
1316	1317	beten	False	UNSET	UNSET	UNSET	pray	UNSET	UNSET
1317	1318	herausarbeiten	False	UNSET	UNSET	UNSET	bring out/carve out/struggle out	B2	UNSET
1318	1319	komponieren	False	UNSET	UNSET	UNSET	compose	C1	UNSET
1319	1320	nahelegen	False	UNSET	UNSET	UNSET	advise/recommend/suggest	C1	UNSET
1320	1321	vermehren	False	UNSET	UNSET	UNSET	augment/multiply	B2	UNSET
1321	1322	gewöhnen	False	UNSET	UNSET	UNSET	accustom/get used to	A2	UNSET
1322	1323	musizieren	False	UNSET	UNSET	UNSET	make music	UNSET	UNSET
1323	1324	weigern	False	UNSET	UNSET	UNSET	decline/refuse	UNSET	UNSET
1324	1325	durchstarten	False	UNSET	UNSET	True	take off/launch	UNSET	UNSET
1325	1326	innehaben	False	UNSET	UNSET	UNSET	hold	UNSET	UNSET
1326	1327	platzen	False	UNSET	UNSET	True	burst/burst with anger/burst with laughter	C1	UNSET
1327	1328	referieren	False	UNSET	UNSET	UNSET	present/report	UNSET	UNSET
1328	1329	tanken	False	UNSET	UNSET	UNSET	fill up/refuel/tank up	B1	UNSET
1329	1330	tummeln	False	UNSET	UNSET	UNSET	romp/hurry	C1	UNSET
1330	1331	unterwerfen	True	unterwarf	unterworfen	False	subdue	C1	UNSET
1331	1332	vorziehen	True	zog vor	vorgezogen	False	bring forward/prefer	C1	UNSET
1332	1333	aufrechterhalten	True	erhielt aufrecht	aufrechterhalten	False	maintain/perpetuate	C1	UNSET
1333	1334	charakterisieren	False	UNSET	UNSET	UNSET	characterise	UNSET	UNSET
1334	1335	filmen	False	UNSET	UNSET	UNSET	film	UNSET	UNSET
1335	1336	isolieren	False	UNSET	UNSET	UNSET	insulate/isolate	UNSET	UNSET
1336	1337	toben	False	UNSET	UNSET	UNSET	rage/romp	UNSET	UNSET
1337	1338	überholen	False	UNSET	UNSET	UNSET	overtake/overhaul	B1	UNSET
1338	1339	verhaften	False	UNSET	UNSET	UNSET	arrest/seize	B1	UNSET
1339	1340	vorbeigehen	True	ging vorbei	vorbeigegangen	True	pass by/go past	A2	UNSET
1340	1341	benachteiligen	False	UNSET	UNSET	UNSET	disadvantage/discriminate	C1	UNSET
1341	1342	erringen	True	errang	errungen	False	achieve/gain/win	UNSET	UNSET
1342	1343	hemmen	False	UNSET	UNSET	UNSET	block/dam/hamper	B2	UNSET
1343	1344	niederschlagen	True	schlug nieder	niedergeschlagen	False	knock down/suppress	UNSET	UNSET
1344	1345	schulden	False	UNSET	UNSET	UNSET	owe	B2	UNSET
1345	1346	schweben	False	UNSET	UNSET	UNSET	float/glide/hover	C1	UNSET
1346	1347	zurücknehmen	True	nahm zurück	zurückgenommen	False	go back on/take back/turn down	UNSET	UNSET
1347	1348	abliefern	False	UNSET	UNSET	UNSET	deliver/hand in	UNSET	UNSET
1348	1349	abschrecken	False	UNSET	UNSET	UNSET	deter/frighten off/quench	C1	UNSET
1349	1350	abwägen	True	wog ab	abgewogen	False	weigh/weigh up	B2	UNSET
1350	1351	andeuten	False	UNSET	UNSET	UNSET	allude/hint/indicate	B2	UNSET
1351	1352	gedeihen	True	gedieh	gediehen	True	flourish/progress/prosper	UNSET	UNSET
1352	1353	loslassen	True	ließ los	losgelassen	False	let go/let loose/release	C1	UNSET
1353	1354	verwerten	False	UNSET	UNSET	UNSET	utilise	UNSET	UNSET
1354	1355	abführen	False	UNSET	UNSET	UNSET	lead away (a suspect)/pay over (money)/act as a laxative	UNSET	UNSET
1355	1356	bewohnen	False	UNSET	UNSET	UNSET	inhabit/live in/occupy	UNSET	UNSET
1356	1357	festschreiben	True	schrieb fest	festgeschrieben	False	codify/sanction	UNSET	UNSET
1357	1358	hacken	False	UNSET	UNSET	UNSET	chop/hack/hoe	C1	UNSET
1358	1359	impfen	False	UNSET	UNSET	UNSET	vaccinate	UNSET	UNSET
1359	1360	leihen	True	lieh	geliehen	False	borrow/lend	A2	UNSET
1360	1361	starkmachen	False	UNSET	UNSET	UNSET	advocate for/strengthen/support	UNSET	UNSET
1361	1362	vervollständigen	False	UNSET	UNSET	UNSET	complete	UNSET	UNSET
1362	1363	abarbeiten	False	UNSET	UNSET	UNSET	process/slave/slave away	C1	UNSET
1363	1364	ansteuern	False	UNSET	UNSET	UNSET	head/steer/strive	UNSET	UNSET
1364	1365	befriedigen	False	UNSET	UNSET	UNSET	satisfy	UNSET	UNSET
1365	1366	bereisen	False	UNSET	UNSET	UNSET	travel	UNSET	UNSET
