batch	bank	source_rows	word	field	severity	category	current	correct	why
nouns_008	nouns	5089	Solarenergie	english	high	gloss	solar energy; plural —	solar energy	The embedded note is false and conflicts with the valid stored plural Solarenergien.
nouns_008	nouns	5106	Sonneneinstrahlung	english	high	gloss	solar radiation / sunlight exposure; plural —	solar radiation / sunlight exposure	The embedded note is false and conflicts with the valid stored plural Sonneneinstrahlungen.
nouns_008	nouns	5139	Themenkomplex	english	low	gloss	topic complex	set/complex of related topics; subject area	“Topic complex” is an unnatural English calque and gives a learner little usable meaning.
nouns_008	nouns	5142	Traube	cefrLevel	medium	cefr	C1	A1/A2	“Grape” is an elementary concrete noun, so C1 is a gross mismatch.
nouns_008	nouns	5157	Zukunftsperspektive	english	low	gloss	future perspective	prospects for the future / future outlook	“Future perspective” is a literal, unnatural English rendering.
nouns_008	nouns	5171	Busch	cefrLevel	medium	cefr	C1	A2/B1	This common concrete nature word is grossly below C1.
nouns_008	nouns	5199	Klamotte	english	medium	gloss	clothes	Klamotten (plural, informal) = clothes; singular Klamotte = old/worthless object or a farce	The clothing sense is plural-only, while the presented singular headword does not mean “clothes.”
nouns_008	nouns	5212	Obstbaum	cefrLevel	medium	cefr	C1	A2/B1	This transparent everyday compound is grossly easier than C1.
nouns_008	nouns	5218	Raupe	cefrLevel	medium	cefr	C1	A2/B1	A common concrete animal noun such as “caterpillar” should not be placed at C1.
nouns_008	nouns		Youtuber (row 5251)	word	medium	duplicate	exact duplicate of row 5250	remove row 5251	The adjacent rows have the same article, headword, plural and gloss, so learners receive a redundant duplicate card.
nouns_008	nouns	5308	Kundschaft	plural	high	plural	Kundschaften	— for the glossed sense “clientele”	Kundschaft meaning the collective body of customers has no plural; Kundschaften belongs to other, non-glossed uses.
nouns_008	nouns	5310	Lehrling	english	medium	gloss	trainee	apprentice	A Lehrling is specifically someone undertaking a formal vocational apprenticeship, not a generic trainee.
nouns_008	nouns	5311	Lehrperson	english	medium	gloss	teacher	teacher (especially Swiss; otherwise dated/administrative—usually Lehrer/in or Lehrkraft)	The unrestricted gloss hides an important regional/register limitation and encourages an unnatural default word for most learners in Germany.
nouns_008	nouns	5317	Narkose	english	medium	gloss	general anaesthesia	anaesthesia; general anaesthetic	Narkose is not restricted to general anaesthesia, so the gloss is materially too narrow.
nouns_008	nouns	5320	Oberschenkel	cefrLevel	medium	cefr	C1	A2/B1	This everyday body-part noun is grossly easier than C1.
nouns_008	nouns	5333	Richtwert	english	low	gloss	guidance level/guide level	guideline value / reference value	The current English is awkward and less idiomatic than the standard technical equivalents.
nouns_008	nouns	5350	Tragekomfort	english	low	gloss	wearing comfort	comfort when worn / wearing comfort (of clothing or equipment)	The bare phrase “wearing comfort” is awkward and needs enough context to be intelligible.
nouns_008	nouns	5360	Vorjahreszeitraum	english	medium	gloss	previous year period	corresponding period of the previous year / year-earlier period	The current calque is unnatural and does not clearly express the comparison with the equivalent earlier period.
nouns_008	nouns	5363	Werkstudent	english	low	gloss	working student	student employee / student working alongside their studies	“Working student” is an opaque calque in British English and does not clearly explain the German employment status.
nouns_008	nouns	5399	Förster	cefrLevel	medium	cefr	C1	B1	This ordinary occupation word is substantially below C1.
nouns_008	nouns	5407	Hauptgrund	cefrLevel	medium	cefr	C1	A2/B1	The transparent compound “main reason” is grossly easier than C1.
nouns_008	nouns	5409	Hetze	english	high	gloss	agitation, incitement, hate campaign; plural —	agitation/incitement/hate campaign; remove the plural note, or set stored plural to — if only this no-plural sense is taught	The English field asserts no plural while the card stores and will display die Hetzen, producing a direct learner-facing contradiction.
nouns_008	nouns	5420	Mikroskop	cefrLevel	medium	cefr	C1	A2/B1	This familiar concrete science noun is grossly easier than C1.
nouns_008	nouns	5430	Oberkörper	cefrLevel	medium	cefr	C1	A2/B1	This transparent everyday body-part compound is far below C1.
nouns_008	nouns	5431	Orient	english	medium	gloss	orient	the Orient (dated)	As an English proper noun it requires a capital and normally “the”; learners should also be warned that the geographical label is dated.
nouns_008	nouns	5475	Ballungsraum	english	low	gloss	congested area/conurbation	densely populated urban area / conurbation	“Congested area” misleadingly suggests traffic congestion rather than population and settlement density.
nouns_008	nouns	5509	Joghurt	cefrLevel	medium	cefr	C1	A1/A2	This basic food noun is grossly below C1.
nouns_008	nouns	5517	Los	cefrLevel	medium	cefr	C1	A2/B1	The common lottery-ticket/lot noun is substantially easier than C1.
nouns_008	nouns	5521	Mixer	cefrLevel	medium	cefr	C1	A1/A2	This everyday appliance noun is grossly below C1.
nouns_008	nouns	5526	Persönlichkeitsrecht	english	medium	gloss	individual right/personal right	personality right / right to respect and free development of one's personality	“Individual right” and “personal right” are much broader legal concepts and do not identify the specific German right.
nouns_008	nouns	5537	Schlusslicht	english	low	gloss	tail ender/tail lamp/tail light	person or team in last place; tail light/rear light	“Tail ender” is not idiomatic standard British English and obscures the common figurative sense.
nouns_008	nouns	5539	Smoothie	cefrLevel	medium	cefr	C1	A1/A2	This very familiar food-and-drink loanword is grossly below C1.
nouns_008	nouns	5546	Tumorzelle	english	low	gloss	tumor cell	tumour cell	The current spelling is American rather than British English.
nouns_008	nouns	5561	Baugebiet	english	low	gloss	building area	development area / land designated for building	“Building area” is an ambiguous literal rendering and does not clearly convey the planning sense.
nouns_008	nouns	5564	Bug	plural	high	plural	Bugs	Buge (also Büge) for “bow of a ship”	Bugs is the plural of the computing loanword pronounced like English “bug”; the glossed nautical Bug has a long vowel and a different plural.
nouns_008	nouns	5569	Fachliteratur	english	medium	gloss	specialist literature/technical literature/text book	specialist literature / technical literature	Fachliteratur is a body of specialist writings, not a textbook (Lehrbuch/Fachbuch).
nouns_008	nouns	5574	Gelb	english	high	gloss	yellow/yolk	yellow (the colour)	Das Gelb denotes the colour; egg yolk is das Eigelb or der Dotter (and das Gelbe only contextually), not das Gelb.
nouns_008	nouns	5598	Lebenspartnerschaft	english	medium	gloss	life partnership	registered civil partnership (Germany, especially the pre-2017 legal institution)	“Life partnership” is a non-idiomatic calque and misses the word's principal German legal meaning.
nouns_009	nouns	5603	Machbarkeitsstudie	english	medium	gloss	feasibility study/proof-of-concept	feasibility study; remove `proof-of-concept` (normally `Machbarkeitsnachweis` or `Proof of Concept`)	A study of feasibility and a proof of concept are related but are not the same deliverable.
nouns_009	nouns	5605	Pad	english	high	gloss	pad/pod	pad; depending on the intended sense, tablet, touchpad, sanitary pad, etc.	`pod` is not a translation of German `Pad`.
nouns_009	nouns	5617	Schläger	english	medium	gloss	racket/bat	racket/bat; also brawler/thug	The frequent person sense is important and cannot be inferred from the sporting-equipment glosses.
nouns_009	nouns	5620	Sitzbank	english	medium	gloss	bench/seat/settee	bench/bench seat	A settee is normally a sofa, not a `Sitzbank`.
nouns_009	nouns	5624	Strafanzeige	english	medium	gloss	crime report/offence report/police report	criminal complaint/report of a suspected offence to the police	The current English strings are ambiguous and can suggest a police-authored report rather than the act/document by which an offence is reported.
nouns_009	nouns	5632	Vegetarier	cefrLevel	medium	cefr	C1	A1 or A2	This is basic food and personal-description vocabulary; C1 would seriously delay it in level-based decks.
nouns_009	nouns	5681	Kalk	english	medium	gloss	— / lime, limescale	lime/chalk/limescale	The leading dash is leaked formatting, and `chalk` is an important ordinary sense.
nouns_009	nouns	5685	Kreuzfahrtschiff	english	high	gloss	cruise liner/cruise ship/cruiser	cruise ship/cruise liner	A cruiser is a `Kreuzer`, not a `Kreuzfahrtschiff`.
nouns_009	nouns	5691	Match	article	low	article	der	das; alternatively retain `der` only with an explicit Swiss-German label	Standard German uses `das Match`; masculine `der Match` is specifically Swiss usage.
nouns_009	nouns	5693	Müsli	english	medium	gloss	cereals/granola/muesli	muesli/cereal	`Cereals` is overly broad, and granola is a distinct toasted cereal preparation rather than a dependable equivalent.
nouns_009	nouns	5709	Remis	english	medium	gloss	draw/stalemate/tie	draw; tie	A stalemate is specifically `Patt`; it is one possible cause of a chess draw, not a synonym for `Remis`.
nouns_009	nouns	5714	Sagen	english	low	gloss	say/authority	say; in `das Sagen haben`, control/the final say	Bare `authority` obscures that this sense is chiefly used in the fixed expression `das Sagen haben`.
nouns_009	nouns	5726	Streitkraft	english	medium	gloss	armed forces	military force/service branch; plural `Streitkräfte` = armed forces	The English plural denotes `Streitkräfte`, while the headword itself is singular.
nouns_009	nouns	5730	Trieb	english	high	gloss	desire/instinct/pinion	drive/urge/instinct; shoot/sprout; technical drive/mechanism where relevant	A pinion is normally `Ritzel`; the current gloss also omits the common plant and drive senses.
nouns_009	nouns	5737	Ventilator	cefrLevel	medium	cefr	C1	A2 or B1	This is ordinary household vocabulary and far below C1 in learner usefulness and difficulty.
nouns_009	nouns	5752	Zollverein	english	high	gloss	customs association	customs union	`Customs union` is the established economic and historical term; `association` does not express the shared customs area.
nouns_009	nouns	5763	Atemnot	english	medium	gloss	respiratory distress	shortness of breath/breathlessness; respiratory distress in severe medical contexts	The current clinical phrase can imply a more severe syndrome and omits the normal everyday translation.
nouns_009	nouns	5775	Bundeswirtschaftsministerium	english	low	gloss	federal ministry of economy	Federal Ministry for Economic Affairs (or the era-specific official ministry name)	The current phrase is an unnatural calque and is not the conventional English institutional name.
nouns_009	nouns	5794	Johanniter	english	medium	gloss	Knight of St John/Johanniter aid worker	member/Knight of the Order of St John; member or worker of Johanniter-Unfall-Hilfe	The second current phrase is not idiomatic English and leaves the organisation and two distinct senses unclear.
nouns_009	nouns	5796	Katholikentag	english	high	gloss	Catholic day	German Catholic convention/assembly (`Katholikentag`)	This is the name of a major convention, not an ordinary “Catholic day”.
nouns_009	nouns	5805	Lehramtsstudium	english	low	gloss	teacher training program	teacher-training programme/degree course	`Programme` is the expected British spelling, and the German noun denotes a course of university study rather than a generic programme.
nouns_009	nouns	5811	Medizinstudium	english	low	gloss	medical studies	medical degree/course; studying medicine	`Medical studies` is an unnatural default rendering for a learner-facing British-English bank.
nouns_009	nouns	5829	Reichstag	english	medium	gloss	Reichstag/parliament building	Reichstag (historic parliament); Reichstag building	The noun denotes both the historical legislature and the specifically named Berlin building, not any parliament building.
nouns_009	nouns	5831	Schnabel	english	high	gloss	beak/bill/pecker	beak/bill; colloquially nose or mouth where relevant	`Pecker` is not a safe standard translation and in British English commonly has an unrelated vulgar meaning.
nouns_009	nouns	5835	Seenotretter	english	medium	gloss	distress at sea rescuer	sea rescuer/lifeboat crew member	The current phrase is not idiomatic English and is a poor learner model.
nouns_009	nouns	5871	Beschenkte	english	medium	gloss	donee	gift recipient/person receiving a gift; `donee` only in legal contexts	`Donee` is specialist legal jargon, whereas the German headword is also an ordinary everyday person noun.
nouns_009	nouns	5895	Glied	english	high	gloss	formation/limb/link	limb/member/link/segment	`Formation` is not a dependable translation of `Glied` and is likely corpus-derived noise.
nouns_009	nouns	5902	Hemmnis	english	high	gloss	hazard/hindrance/obstruction	hindrance/obstacle/impediment	A hazard is a `Gefahr` or `Gefahrenquelle`, not a `Hemmnis`.
nouns_009	nouns	5903	Herzschlag	english	high	gloss	beating of the heart/heart attack/heartbeat	heartbeat/beating of the heart	A heart attack is a `Herzinfarkt`, not a `Herzschlag`.
nouns_009	nouns	5911	Kindergartenkind	english	low	gloss	kindergartner	kindergarten child; nursery-school child where culturally appropriate	`Kindergartner` is North American and a poor fit for the bank's British-English audience.
nouns_009	nouns	5912	Kippe	english	high	gloss	fag-end/pocket	cigarette end/butt/fag end; also tip/dump in the relevant sense	`Pocket` is not a translation of `Kippe`.
nouns_009	nouns	5929	Photographie	plural, english	medium	gloss	Photographien; photography (older spelling)	Photographien; photography/photograph (older or technical spelling `Photographie`)	`Photographien` is the plural of the count sense “photograph”; the uncount process/art sense “photography” alone does not explain the stored plural.
nouns_009	nouns	5947	Uraufführung	english	high	gloss	debut performance	world premiere/first-ever performance	`Uraufführung` is the first performance anywhere, not merely a performer's debut.
nouns_009	nouns	5952	Vorgeschichte	plural, english	high	gloss	plural `—`; English `Vorgeschichten / background, previous history (of a case, illness); also prehistory`	plural `Vorgeschichten`; English `background/previous history; prehistory`	The plural has leaked into the English field while the actual plural field is blank.
nouns_009	nouns	5953	Vulkan	cefrLevel	medium	cefr	C1	A2 or B1	This is common concrete geography vocabulary, not an advanced C1 item.
nouns_009	nouns	5956	Werbekampagne	english	medium	gloss	campaign	advertising campaign/ad campaign	Generic `campaign` loses the defining advertising component and encourages overgeneralisation.
nouns_009	nouns	5964	Anhebung	english	high	gloss	accentuation/increase	raising/increase	`Accentuation` is normally `Betonung` or `Akzentuierung`, not `Anhebung` without a special context.
nouns_009	nouns	5975	Bereitschaftsdienst	english	medium	gloss	emergency service duty	on-call duty/on-call service	`Bereitschaftsdienst` is defined by being on call and is not necessarily an emergency service.
nouns_009	nouns	5985	Dicke	english	medium	gloss	fatso/fatty	fat man/fat person; label colloquial and often derogatory	The current insults are stronger than every use of `der Dicke` and provide no register warning.
nouns_009	nouns	5989	Ernst	english	high	gloss	austerity/earnestness/seriousness	seriousness/earnestness; solemnity where appropriate	`Austerity` is not a normal translation of `Ernst`.
nouns_009	nouns	5991	Fang	english	high	gloss	catch/claws/fang	catch/capture; jaws/muzzle in the animal sense	`Claws` are `Klauen/Krallen`, and an English fang is a tooth rather than the German animal-mouth sense of `Fang`.
nouns_009	nouns	6004	Höhenmeter	english	medium	gloss	altitude metre/elevation metres	metre of elevation/elevation gained; vertical metre	`Altitude metre` is not idiomatic English, and the second gloss is plural although the headword is singular.
nouns_009	nouns	6021	Lektorat	english	medium	gloss	proofreading/editorial office	editing/copy-editing; editorial department/office	Proofreading is more specifically `Korrektorat`; conflating it with `Lektorat` hides a useful publishing distinction.
nouns_009	nouns	6033	Sachleistung	english	medium	gloss	allowance in kind	benefit/payment in kind; in-kind benefit/service	`Allowance` is too narrow for the general legal and social-policy term.
nouns_009	nouns	6050	Trümmer	article, headword, plural	high	article	das Trümmer; plural `Trümmer`	model as plural-only `die Trümmer`, or remove until the app supports plural-only nouns	`Trümmer` meaning ruins/debris is a plural-only noun; there is no singular `das Trümmer`.
nouns_009	nouns	6067	Abwanderung	english	low	gloss	emigration	out-migration/departure/migration away; emigration when movement is abroad	`Abwanderung` also covers movement away within a country or from a sector, so `emigration` is too narrow.
nouns_009	nouns	6071	Architekturbüro	english	medium	gloss	architectural office	architect's practice/architectural firm	`Architectural office` is an unnatural calque in British English.
nouns_009	nouns	6095	Flatrate	english	low	spelling	flatrate	flat rate	The English noun is written as two words.
nouns_009	nouns	6105	Gitter	english	medium	gloss	grid	grille/grating/lattice/bars; grid in suitable technical contexts	`Grid` alone misses the ordinary physical barrier and lattice senses and can teach the wrong default noun.
nouns_009	nouns	6118	Lebensmonat	english	medium	gloss	life month	month of life; age in months	`Life month` is not idiomatic English.
nouns_009	nouns	6124	Masche	english	high	gloss	bow/hole/mesh	stitch/loop/mesh; trick/ruse/scam	`Bow` and generic `hole` are unreliable translations, while the common figurative “trick/ruse” sense is absent.
nouns_009	nouns	6137	Pistole	english	low	spelling	pistol/pistole	pistol	`Pistole` is not the English word and appears to be an untranslated duplicate.
nouns_009	nouns	6144	Reinigungskraft	english	high	gloss	cleaner/cleaning operative/detergency	cleaner/cleaning worker/cleaning operative	`Detergency` is an abstract property, not a person, and is a false part-of-speech translation here.
nouns_009	nouns	6153	Speiseröhre	english	low	spelling	foodpipe/oesophagus	food pipe/oesophagus	The informal English compound is normally written as two words.
nouns_009	nouns	6163	Textdatei	english	medium	gloss	flatfile/text file	text file/plain-text file	`Flat file` is written as two words and is a broader data-storage concept, not a dependable synonym for `Textdatei`.
nouns_009	nouns	6206	Enkelkind	cefrLevel	medium	cefr	C1	A1 or A2	This is basic family vocabulary; C1 is a grossly misleading placement.
nouns_009	nouns	6225	Geisteswissenschaft	english	medium	gloss	humanities	humanities discipline; plural `Geisteswissenschaften` = humanities	The English collective plural corresponds most naturally to the German plural, not to one singular discipline.
nouns_009	nouns	6226	Gemarkung	english	medium	gloss	district	cadastral district/municipal territory	Generic `district` omits the specifically cadastral or land-registry meaning.
nouns_009	nouns	6242	Kinderspielplatz	english	low	gloss	child playground	children's playground/playground	`Child playground` is not idiomatic English.
nouns_009	nouns	6246	Kolleg	english	medium	gloss	college/lecture	college for adult/second-chance education; course/lecture in regional or institutional usage	Generic British `college` is not a safe equivalent and the relevant German senses need contextual labels.
nouns_009	nouns	6258	Letzte	english	high	gloss	last one/person	the last thing; the ultimate/the worst (context-dependent)	Neuter `das Letzte` does not normally denote a person; a last person would require masculine or feminine `der/die Letzte`.
nouns_009	nouns	6263	Mailadresse	english	medium	gloss	mail address	email address	In English, `mail address` normally suggests a postal address, while German `Mailadresse` means an email address.
nouns_009	nouns	6279	Putze	english	medium	gloss	cleaning lady (colloquial)	cleaner/cleaning woman (colloquial, often disparaging)	The current label omits the often dismissive or derogatory register learners need to avoid accidental offence.
nouns_009	nouns	6282	Rastplatz	english	medium	gloss	rest area/service area	rest area/lay-by; distinguish `Raststätte` for a staffed motorway service area	British `service area` normally implies facilities that a `Rastplatz` need not have.
nouns_009	nouns	6287	Schlager	english	medium	gloss	hit	hit song/pop hit; Schlager song/music	Generic `hit` is too broad and does not teach the specifically musical sense.
nouns_009	nouns	6295	Staatsbürger	english	high	gloss	citizen/national/subject	citizen/national	A subject is an `Untertan` or, in the formal British-status sense, a distinct legal category from citizen.
nouns_010	nouns	6324	Animationsfilm	english	low	gloss	animation film	animated film	“Animated film” is the normal idiomatic English term; the current wording sounds translated.
nouns_010	nouns	6333	Backblech	english	low	gloss	baking plate/baking sheet/baking tin	baking tray/baking sheet	“Baking plate” is not idiomatic English, and a baking tin is not necessarily a flat Backblech; the usual British term is “baking tray”.
nouns_010	nouns	6378	Klassenerhalt	plural	high	plural	Klassenerhalte	—	In the sports sense this is normally a mass/event noun without a standard usable plural; “die Klassenerhalte” is not a suitable learner citation form.
nouns_010	nouns	6386	Landtagsabgeordnete	english	medium	gloss	Landtag assemblyman	member of a German state parliament (male)	“Landtag assemblyman” is not idiomatic British English and leaves the specifically German state-parliament role unclear.
nouns_010	nouns	6388	Lebenswerk	english	high	gloss	lifetime achievement	life's work/lifework	A Lebenswerk is the body of work produced over a lifetime, not a lifetime achievement or award.
nouns_010	nouns	6396	Mülleimer	cefrLevel	medium	cefr	C1	A2 (at most B1)	This is a basic everyday household noun; C1 would seriously misplace it in learner deck selection.
nouns_010	nouns	6404	Praxissemester	english	low	gloss	practical semester	work-placement semester/practical-training semester	“Practical semester” is a literal Germanism and does not clearly convey that the semester is spent gaining practical work experience.
nouns_010	nouns	6415	Sanierungsarbeit	english	low	gloss	restoration works	renovation/remedial work; plural Sanierungsarbeiten: renovation works	The English plural “works” does not match the singular German headword, and “renovation/remedial work” covers the noun more naturally.
nouns_010	nouns	6432	Todesopfer	english	low	gloss	fatality/victim	fatality/person killed/death-toll victim	An unqualified “victim” need not have died, whereas Todesopfer specifically denotes someone killed.
nouns_010	nouns	6457	Bahnstrecke	english	medium	gloss	railroad track/railway track	railway line/railway route/stretch of railway	Bahnstrecke denotes a railway route or section of line, not the physical track as such.
nouns_010	nouns	6465	Besteller	english	low	gloss	orderer	person placing an order/customer/purchaser	“Orderer” is rare and poor learner English; the natural translation depends on the commercial context.
nouns_010	nouns	6470	Brautpaar	english	low	gloss	bridal couple/bridal pair	bride and groom/newly-weds	Both current alternatives are unnatural English learner models.
nouns_010	nouns	6475	Drehe	english	high	gloss	turn/spin (colloquial)	vicinity/neighbourhood; approximately (regional, chiefly in “in/um die Drehe”)	The regional noun Drehe refers to a vicinity or occurs in a phrase meaning “approximately”; it does not mean a physical turn or spin.
nouns_010	nouns	6487	Epilepsie	english	high	gloss	epilepsy/grand mal	epilepsy	Grand mal is a type of seizure, not a synonym for epilepsy as a disease.
nouns_010	nouns	6561	Sternsinger	english	medium	gloss	carol singer/caroler/caroller	Epiphany star singer/member of a Catholic door-to-door Epiphany singing group	A Sternsinger is specifically part of the Epiphany tradition, not any singer of Christmas carols.
nouns_010	nouns	6575	Trophäe	english	low	gloss	trophy/tropæum	trophy	“Tropæum” is an obscure historical/Latin-derived term, not a useful general English equivalent for learners.
nouns_010	nouns	6595	Zivilsenat	english	high	gloss	civil senate	civil division/panel of a court	“Civil senate” is a literal false-friend translation; a Senat in this judicial sense is a panel or division of a higher court.
nouns_010	nouns	6600	Aktenzeichen	english	low	gloss	file number/file reference number/record token	file number/reference number/case reference	“Record token” is not an idiomatic or accurate English term here.
nouns_010	nouns	6601	Alarmanlage	cefrLevel	medium	cefr	C1	A2/B1	This transparent, common everyday compound is far below C1 and would be badly misplaced in deck selection.
nouns_010	nouns	6602	Alster	plural	high	plural	Alstern	—	The Hamburg river/lake name is a proper name with no plural; “Alstern” does not belong to the glossed sense.
nouns_010	nouns	6615	Betäubung	english	medium	gloss	anaesthetic/dazing/deadening	anaesthesia/sedation/numbing/stunning	Betäubung denotes the process or state; an “anaesthetic” is normally the agent or drug, and the remaining gerunds are unnatural learner glosses.
nouns_010	nouns	6620	Brennweite	english	low	gloss	focal distance/focal length/focal width	focal length	“Focal width” is not the standard optical quantity; “focal length” is the clear established term.
nouns_010	nouns	6632	Disposition	english	medium	gloss	disposition	arrangement/scheduling; availability; predisposition (depending on sense)	The bare cognate conceals important German senses and creates a false-friend risk for learners.
nouns_010	nouns	6635	Eigen	english	high	gloss	one's own/the self	property/possession (formal, chiefly in “sein Eigen”)	Das Eigen is a formal noun for something owned; “the self” belongs to das Eigene or philosophical terminology and is false for this headword.
nouns_010	nouns	6651	Gärtnerei	english	low	gloss	gardening/nursery	plant nursery/market garden/horticultural business	Gärtnerei denotes the business or premises, not the activity “gardening”.
nouns_010	nouns	6674	Kabarettist	english	medium	gloss	cabaret artist	satirical cabaret performer/political satirist	German Kabarett is typically political or literary satire; the English cognate “cabaret” suggests a different type of entertainment.
nouns_010	nouns	6711	Schlafraum	english	medium	gloss	dormitory	sleeping room/sleeping quarters	Schlafraum is any room intended for sleeping, whereas a dormitory specifically implies shared sleeping accommodation.
nouns_010	nouns	6728	Triebwerk	english	low	spelling	engine/powerplant	engine/propulsion unit; power plant (where contextually appropriate)	“Powerplant” is misspelled in standard English, and “propulsion unit” better captures the usual aircraft/rocket sense.
nouns_010	nouns	6740	Verminderung	english	low	spelling	decrease/decreation/lessening	decrease/reduction/lessening	“Decreation” is not the intended English word; “reduction” is the standard equivalent.
nouns_010	nouns	6786	Clown	cefrLevel	medium	cefr	C1	A2 (at most B1)	This common, transparent everyday noun is grossly over-levelled at C1.
nouns_010	nouns	6826	Jura	article	high	article	der	no article	Jura meaning “law as a university subject” is used without an article; der Jura instead denotes the mountain range, canton, or geological period.
nouns_010	nouns	6852	Marmelade	english	high	gloss	jam/marmalade/snarl-up	jam/marmalade	“Snarl-up” is an English sense of “jam” that German Marmelade does not have; this is a machine-translation polysemy error.
nouns_010	nouns	6872	Richtfest	english	low	gloss	topping out	topping-out ceremony	Richtfest is the celebration or ceremony, not merely the act of topping out a building.
nouns_010	nouns	6886	Sportunterricht	plural	low	plural	Sportunterrichte	—	Sportunterricht is ordinarily uncountable in this sense, and the theoretically formed plural is not a useful standard learner form. uncertain: yes
nouns_010	nouns	6901	Verkaufsfläche	english	medium	gloss	sale area	retail floor space/sales area	“Sale area” suggests an area for discounted goods and is not the normal English term for retail selling space.
nouns_010	nouns	6932	Ballungsgebiet	english	low	gloss	congested area/conurbation	conurbation/urban agglomeration/metropolitan area	“Congested area” misleadingly suggests traffic congestion rather than a densely populated urban region.
nouns_010	nouns	6940	Bildungswesen	plural	high	plural	Bildungswesen	—	In the sense “education system”, Bildungswesen has no plural; the identical stored value would make the UI teach the false form “die Bildungswesen”.
nouns_010	nouns	6959	Erneuerbare	plural	high	plural	Erneuerbare	Erneuerbaren	This is a substantivised adjective; with the UI-supplied article the plural must render as “die Erneuerbaren”.
nouns_010	nouns	6966	Folkwang	word	high	junk	das Folkwang | Folkwang (university/museum name)	remove from the general noun bank	Folkwang here is a proper-name component, not a general German noun with a learnable neuter article.
nouns_010	nouns	6981	Heu	cefrLevel	medium	cefr	C1	A2/B1	This is a concrete, common basic noun; assigning it to C1 grossly misleads deck selection.
nouns_011	nouns	7004	Merkzettel	cefrLevel	low	cefr	C1	approximately B1	This ordinary word for a reminder note is useful well before C1, so the current level materially delays it.
nouns_011	nouns	7017	Pflegestufe	english	medium	gloss	"""care level"""	"""care-dependency level (former German classification, replaced by Pflegegrad in 2017)"""	The gloss gives no warning that Germany's statutory care system replaced the former three *Pflegestufen* with five *Pflegegrade* in 2017; an unqualified learner card suggests current terminology.
nouns_011	nouns	7044	Spinat	cefrLevel	low	cefr	C1	approximately A1–A2	"A basic food word meaning ""spinach"" is grossly overgraded at C1."
nouns_011	nouns	7102	Chatbot	cefrLevel	low	cefr	C1	approximately B1–B2	This transparent, now-routine technology word is not realistically C1-only vocabulary.
nouns_011	nouns	7126	Ferienzeit	cefrLevel	low	cefr	C1	approximately A2–B1	This transparent everyday compound for the holiday period belongs far below C1.
nouns_011	nouns	7137	Gummi	cefrLevel	low	cefr	C1	approximately A2–B1	The everyday rubber/eraser senses are common intermediate or elementary vocabulary, not C1 vocabulary.
nouns_011	nouns	7174	Lärmschutz	english	medium	gloss	"""noise protection"""	"""noise control/noise abatement; soundproofing"""	"""Noise protection"" is an unidiomatic literal rendering and does not tell a British-English learner whether measures reduce environmental noise or soundproof a building."
nouns_011	nouns	7175	Lebenswirklichkeit	english	medium	gloss	"""life reality"""	"""lived reality/reality of everyday life"""	"""Life reality"" is not idiomatic English and is liable to leave a learner without a usable meaning."
nouns_011	nouns	7181	Luftverkehr	plural	high	plural	"`Luftverkehre` with ""air traffic"""	`—`	"*Luftverkehr* in the glossed collective sense ""air traffic"" is standardly singular-only; the mechanically possible-looking *Luftverkehre* is not a normal learner citation plural."
nouns_011	nouns	7187	Modalität	english	medium	gloss	"""modality"""	"""modality; usually plural Modalitäten = terms/details/arrangements"""	The cognate is valid in specialist senses, but the frequent learner encounter is plural *Modalitäten* meaning the practical terms or arrangements, which the current gloss conceals.
nouns_011	nouns	7189	Namensgeber	english	low	gloss	"""namesake"""	"""eponym/name-giver; person or thing after which something is named"""	"English ""namesake"" can merely mean someone or something with the same name and does not reliably express the direction of naming inherent in *Namensgeber*."
nouns_011	nouns	7197	Polizeidienststelle	english	medium	gloss	"""police department"""	"""police station/police office or unit"""	A *Dienststelle* is an office, station or organisational unit, not the police department as a whole; the current wording is also US-centred for a British-English learner.
nouns_011	nouns	7205	Redewendung	cefrLevel	low	cefr	C1	approximately B1–B2	This common classroom and learner-metalanguage word for an expression or idiom is grossly overgraded at C1.
nouns_011	nouns	7248	Weiße	english	medium	gloss	"""Caucasian/white"""	"""white person (male)"""	The row is a masculine adjectival noun, but the current English is adjective-like and does not make clear that the German headword denotes a person.
nouns_011	nouns	7257	Zwischenbilanz	english	low	gloss	"""interim balance"""	"""interim assessment/progress report; interim results"""	"""Interim balance"" is a literal and usually unnatural English rendering outside the narrower accounting sense."
nouns_011	nouns	7258	Anamnese	english	medium	gloss	"""anamnesis"""	"""medical history/case history"""	"""Anamnesis"" is an obscure English technical term and is poor learner guidance for the ordinary medical meaning."
nouns_011	nouns	7279	Eckdaten	article, word, plural	high	article	"`das Eckdaten` / `Eckdaten` / ""key data/key figures"""	represent it as the plural-only noun `die Eckdaten`, or remove it if the schema cannot model plural-only entries	*Eckdaten* is plural, so neuter singular `das Eckdaten` is ungrammatical and teaches a false article/number analysis.
nouns_011	nouns	7280	Ehrlichkeit	cefrLevel	low	cefr	C1	approximately A2–B1	This transparent, common noun for honesty is grossly overgraded at C1.
nouns_011	nouns	7282	Einbruchschutz	english	low	gloss	"""burglary protection"""	"""burglary prevention/security against burglary"""	"""Burglary protection"" is not idiomatic British English and gives learners a literal rather than a usable equivalent."
