bank	batch	word	field	severity	category	current	correct	why
adjectives	adjectives_005	gewollt	english	low	gloss	intended	intended, deliberate; (often pejorative) contrived, forced	the common pejorative sense is missing.
adjectives	adjectives_005	herausnehmbar	english	low	gloss	extractable	removable / detachable	unidiomatic choice.
adjectives	adjectives_005	heruntergekommen	english	low	gloss	down and out/down-and-out/run-down	run-down, dilapidated; (person) down-and-out	same phrase listed twice with and without hyphens.
adjectives	adjectives_005	innenpolitisch	english	medium	gloss	domestically	domestic-policy (attr.) / in terms of domestic politics	adverb, and too vague to identify the political sense.
adjectives	adjectives_005	klassizistisch	english	low	gloss	classicistic	neoclassical / classicist	non-idiomatic form.
adjectives	adjectives_005	mulmig	english	medium	gloss	loose/powdery/queasy	uneasy, queasy (*mir ist mulmig*); (of wood/soil) crumbly	rare material sense placed before the only common one.
adjectives	adjectives_005	namenlos	english	low	gloss	innominate/nameless	nameless / anonymous	anatomical "innominate" first.
adjectives	adjectives_005	relational adjectives glossed as bare nouns	english	low	gloss	wettbewerbsrechtlich "competition law"; intensivmedizinisch "intensive care"; arbeitsmedizinisch "occupational-medicine"; muttersprachlich "native language"; sportwissenschaftlich "sport-scientific"; zeitgeschichtlich "contemporary historical"; jagdlich "hunting"; kulturpolitisch "cultural policy"; beamtenrechtlich "civil service law"; erziehungswissenschaftlich "educational science"; ordnungspolitisch "regulatory policy"; rezeptpflichtig "prescription"	render as adjectives, e.g. "relating to competition law", "intensive-care (attr.)", "native-language (attr.)", "prescription-only"	noun phrases give no usable adjective for the learner.
adjectives	adjectives_005	selbsttätig / hinlänglich / findig / notorisch / ahnungslos / arrogant / wahnsinnig	english	low	gloss	each bundles an adverb: "automatic/automatically", "adequate/adequately/sufficient", "ingenious/resourceful/resourcefully", "notorious/notoriously/publicly known", "clueless/unaware/unsuspectingly", "arrogant/arrogantly/conceited", "incredibly/insane/insanely"	adjective forms only	adverb forms padding (and heading, for *wahnsinnig*) adjective glosses.
adjectives	adjectives_005	synodal	english	low	gloss	synodic	synodal	"synodic" is the astronomical term.
adjectives	adjectives_005	strapazierfähig	english	low	gloss	heavy-duty	hard-wearing / durable	register mismatch; used of fabrics and skin, not only equipment.
adjectives	adjectives_005	unbefriedigend / unvereinbar / prophylaktisch / prototypisch / monotheistisch / grammatisch / autobiografisch / puristisch / polemisch	english	low	gloss	non-standard variants offered, often first: "dissatisfactory", "incombinable", "prophylactical", "prototypal/prototypic", "monotheistical", "grammatic", "autobiographic", "puristic", "polemic" (adj.)	unsatisfactory; incompatible; prophylactic; prototypical; monotheistic; grammatical; autobiographical; purist; polemical	invented or rare morphological variants clutter the gloss.
adjectives	adjectives_005	unbeteiligt	english	low	gloss	impassive/indifferent/noninvolved	not involved / uninvolved; (manner) impassive	"noninvolved" is not standard English.
adjectives	adjectives_005	unschätzbar	english	low	gloss	incalculable/indispensable/invaluable	invaluable / inestimable	"indispensable" is *unentbehrlich*.
adjectives	adjectives_005	vormalig	english	low	gloss	earlier/erstwhile/former	former / previous	the standard equivalent is listed last.
adjectives	adjectives_005	wahrhaftig	english	low	gloss	in truth/real/true	truthful, veracious; (adv.) truly	adverbial phrase heads the gloss.
adjectives	adjectives_005	absetzbar	english	medium	gloss	eliminable/removable	tax-deductible; (of a person) removable from office	the dominant financial sense is missing.
adjectives	adjectives_005	zinslos / berührungslos / emissionsarm	english	medium	gloss	"without/free of interest"; "without/free of contact"; "poor in/low in emission"	interest-free; contactless; low-emission	template-generated glosses with a dangling "without/…" slot.
adjectives	adjectives_005	alteingesessen	english	medium	gloss	endemic/indigenous/long-established	long-established / old-established	biological "endemic" heads a gloss about businesses and families.
adjectives	adjectives_005	aufgebracht	english	medium	gloss	ballistic/furious/incensed	furious / incensed / up in arms	"ballistic" is a fragment of the idiom "go ballistic", not an adjective sense.
adjectives	adjectives_005	besonnen	english	medium	gloss	considerate	level-headed / prudent / composed	wrong translation — "considerate" is *rücksichtsvoll*.
adjectives	adjectives_005	dämlich	english	medium	gloss	sodding/stupid	stupid / daft	"sodding" is an intensifier, not a translation, and heads the gloss.
adjectives	adjectives_005	dreiköpfig	english	medium	gloss	three-headed	three-member / of three people (*dreiköpfige Familie*); (mythical) three-headed	the everyday sense is missing.
adjectives	adjectives_005	furios	english	medium	gloss	dynamic/furious	rousing / dazzling / whirlwind (performance)	false friend — German *furios* does not mean angry.
adjectives	adjectives_005	gefällig	english	medium	gloss	debonair/neat/obliging	pleasing, agreeable; (of a person) obliging	"debonair" is wrong and heads the gloss.
adjectives	adjectives_005	gespalten	english	medium	gloss	bifurcated/cleaved/cleft	divided, split (opinion, society); (physical) cleft, forked	only technical senses; the common figurative one is absent.
adjectives	adjectives_005	hellbraun	english	medium	gloss	fawn	light brown / pale brown	an obscure colour term for a transparent compound.
adjectives	adjectives_005	indianisch	english	medium	gloss	American Indian/Indian/Native American	Native American / indigenous American	bare "Indian" is ambiguous with *indisch*; dated terms lead.
adjectives	adjectives_005	labil	english	medium	gloss	labile	unstable, fragile; (psych.) emotionally unstable	"labile" is technical and misses the everyday psychological use.
adjectives	adjectives_005	nachlässig	english	high	gloss	oblivious	careless / negligent / sloppy	outright wrong translation.
adjectives	adjectives_005	nieder	english	medium	gloss	indecent/inferior/low	low, lowly (attributive only: *niedere Beweggründe*, *niederer Adel*)	"indecent" is wrong, and the lemma is attributive-only/archaic — mostly a prefix or adverb today.
adjectives	adjectives_005	rationell	english	medium	gloss	economic	efficient / labour-saving	mistranslation; also easily confused with *rational*.
adjectives	adjectives_005	stereotyp	english	medium	gloss	stereotype	stereotypical / stereotyped / formulaic	a noun given for an adjective.
adjectives	adjectives_005	unkritisch	english	medium	gloss	indiscriminate/indiscriminating/noncritical	uncritical; (of a situation) not critical	the obvious cognate "uncritical" is absent.
adjectives	adjectives_005	völkisch	english	medium	gloss	ethnic/national/nationalist	(Nazi/far-right) racial-nationalist, "völkisch"	historically loaded term presented as a neutral synonym of "ethnic".
adjectives	adjectives_005	grundlos	english	low	gloss	bottomless/groundless	groundless / unfounded / for no reason	literal "bottomless" first.
adjectives	adjectives_005	haushaltsüblich	english	low	gloss	common household	of a kind normally found in households / household-strength	truncated gloss.
adjectives	adjectives_005	hundertjährig	english	low	gloss	centennial	hundred-year-old / hundred-year	"centennial" describes anniversaries, not age.
adjectives	adjectives_005	meistverkauft	english	low	gloss	most-sold	best-selling	unidiomatic calque.
adjectives	adjectives_005	muffig	english	medium	gloss	mouldy	musty, fusty (air, smell); (of a person) grumpy	*muffig* is about staleness of air, not mould (*schimmelig*).
adjectives	adjectives_005	neuzeitlich	english	low	gloss	modern/new-age	modern / of the modern era (post-mediaeval)	"new-age" suggests something quite different.
adjectives	adjectives_005	österlich	english	medium	gloss	Paschal	Easter (attr.) / Easter-time	only an ecclesiastical rarity offered.
adjectives	adjectives_005	rechtsfähig	english	high	gloss	capable of jurisprudence	having legal capacity / legally competent	nonsense gloss from compound splitting.
adjectives	adjectives_005	rechtswissenschaftlich	english	medium	gloss	jurisprudent	legal-scholarly / relating to law as a discipline	"jurisprudent" is not used adjectivally in modern English.
adjectives	adjectives_005	reformatorisch	english	low	gloss	Reformation/reformatory	Reformation (attr.) / of the Reformation	"reformatory" evokes reform school.
adjectives	adjectives_005	seicht	english	low	gloss	fordable/shallow/shoal	shallow; (figurative) superficial, shallow (book, film)	rare nautical terms surround the plain sense; figurative sense missing.
adjectives	adjectives_005	schicker	word	high	junk	schicker — "shicker/shickered"	remove; the lemma is *schick* ("stylish"), *schicker* being its comparative	comparative form as lemma, glossed with Australian slang for "drunk" — wrong on both counts.
adjectives	adjectives_005	unecht	english	high	gloss	fading/improper/spurious	fake, artificial, imitation; (feelings) put on	the core sense "fake" is missing and "fading" is simply wrong.
adjectives	adjectives_005	unwohl	english	low	gloss	uncomfortable	unwell, poorly; (*sich unwohl fühlen*) ill at ease	the physical sense is missing.
adjectives	adjectives_005	verliebt	english	high	gloss	enamoured/fond/have a crush on someone	in love (*in jdn. verliebt sein*); infatuated	the standard translation "in love" is absent and the third item is a verb phrase.
adjectives	adjectives_005	wissensbasiert	english	high	gloss	based knowledge	knowledge-based	reversed compound; not English.
adjectives	adjectives_005	ärmlich	english	high	gloss	primitive	poor, shabby, meagre (*ärmliche Verhältnisse*)	wrong translation of a common adjective.
adjectives	adjectives_005	berlinisch	english	low	gloss	Berlin/Berlinese/Berlinian	Berlin (attr.) / Berlin-dialect	"Berlinian" is not an English word.
adjectives	adjectives_005	dürftig	english	low	gloss	poor	meagre / scanty / inadequate	"poor" alone suggests *arm*.
adjectives	adjectives_005	eigenmächtig	english	high	gloss	arbitrário/high-handed	high-handed / unauthorised / on one's own authority	"arbitrário" is Portuguese.
adjectives	adjectives_005	erlebnisorientiert	english	high	gloss	oriented adventure	experience-oriented	word-order-mangled, meaningless gloss.
adjectives	adjectives_005	experimentierfreudig	english	medium	gloss	experimental	keen to experiment / willing to try new things	shifts the meaning from the person's attitude to the thing itself.
adjectives	adjectives_005	gekrümmt	english	low	gloss	bended/bent/curved	bent / curved / hunched	"bended" survives only in "on bended knee".
adjectives	adjectives_005	genüsslich	english	medium	gloss	pleasurably	with relish / appreciative (adv. "with relish")	adverb only; no adjective translation given.
adjectives	adjectives_005	illuster	english	medium	gloss	glorious	illustrious / distinguished	wrong cognate chosen.
adjectives	adjectives_005	kongenial	english	medium	gloss	congenial	brilliantly matched / of matching genius (of a translator, partner)	classic false friend — English "congenial" means agreeable.
adjectives	adjectives_005	angetan	english	medium	gloss	appropriate/suitable	*von etw. angetan sein* = taken with, keen on; (*dazu angetan*) apt to	only the rarer construction is glossed, and misleadingly.
adjectives	adjectives_005	argumentativ	english	medium	gloss	argumentative	in terms of argument / relating to argumentation	false friend — English "argumentative" is *streitlustig*.
adjectives	adjectives_005	ätzend	english	medium	gloss	caustic/great/lousy	caustic, corrosive; (slang) awful, gross	"great" is the opposite of the slang sense.
adjectives	adjectives_005	bärenstark	english	medium	gloss	husky	immensely strong, as strong as an ox; (colloq.) terrific	"husky" is a euphemism for overweight, not strong.
adjectives	adjectives_005	berufsbedingt	english	high	gloss	conditioned by business	work-related / occupational / for professional reasons	garbled and wrong (*Beruf* ≠ business).
adjectives	adjectives_005	ebenbürtig	english	low	gloss	coequal/equal/evenly	(*jdm.*) equal, a match for sb.	adverb "evenly" bundled in; the usual "a match for" phrasing missing.
adjectives	adjectives_005	volatil	english	low	gloss	volatile/whippy	volatile	"whippy" is not a sense of *volatil*.
adjectives	adjectives_005	verfassungsfeindlich	english	low	gloss	anticonstitutional	anti-constitutional / hostile to the constitution	unidiomatic single-word form.
adjectives	adjectives_005	wunderlich	english	low	gloss	whimsical	odd, peculiar, eccentric	"whimsical" is too positive.
adjectives	adjectives_005	zwanglos	english	low	gloss	unconstrained	informal, casual, relaxed	the usual social sense missing.
adjectives	adjectives_005	anspruchslos	english	low	gloss	modest/trivial/unpretentious	undemanding, modest (person); undemanding, lightweight (book, plant)	core "undemanding" absent.
adjectives	adjectives_005	menschengemacht	english	low	gloss	anthropogenic/man-induced/man-made	man-made / human-caused	technical term first; "man-induced" is not idiomatic.
adjectives	adjectives_005	jahrhundertealt	english	low	gloss	centuries/centuries-old	centuries-old	stray fragment "centuries".
adjectives	adjectives_005	jederzeitig	english	low	gloss	at any time/anytime	(attributive only) at-any-time, e.g. *jederzeitige Kündigung* = termination at any time	adverbial gloss for an attributive-only adjective; also a rare, formal lemma.
adjectives	adjectives_005	altbewährt	english	low	gloss	long-standing/longstanding/well-tried	tried and tested / long-established	same word listed twice (hyphenated and not).
adjectives	adjectives_005	neugeboren	english	low	gloss	new-born/newborn	newborn	duplicate spellings of one word.
adjectives	adjectives_005	ungiftig	english	low	gloss	atoxic/non-toxic/non-venomous	non-toxic / non-poisonous	"atoxic" is obscure and heads the gloss.
adjectives	adjectives_005	plump	english	low	gloss	awkward/crude/obvious	clumsy, crude, unsubtle — note: not English "plump" (= *rundlich*)	identical spelling to a false friend, with no warning.
adjectives	adjectives_005	lila / orange	flags	low	notadj	no flag	notDeclinable (standard *ein lila Kleid*, *ein orange Schal*)	invariable colour adjectives lack the flag that *dreifach* wrongly carries.
adjectives	adjectives_006	sprachlos	english	high	gloss	aphasic/be lost for words/dumbstruck	speechless/lost for words/dumbstruck	the everyday sense "speechless" is missing entirely and a medical term (aphasic) leads.
adjectives	adjectives_006	unverschämt	english	high	gloss	blatant/excessive/exorbitant	impudent/cheeky/shameless	the core meaning (behaving without shame) is absent; only the secondary "outrageous price" sense is given.
adjectives	adjectives_006	zwölft	word	high	junk	zwölft "twelfth", flags=notDeclinable	drop; the lemma is *zwölfte* (der zwölfte Tag)	bare ordinal stem that never occurs uninflected, and the `notDeclinable` flag is the opposite of the truth.
adjectives	adjectives_006	elft	word	high	junk	elft "eleventh", flags=notDeclinable	drop; the lemma is *elfte*	same bare-ordinal-stem problem as *zwölft*.
adjectives	adjectives_006	hellhörig	english	high	gloss	ear/insulated/keen	poorly soundproofed (walls); (of a person) alert, all ears	gloss is corrupted word-salad — "insulated" states the reverse of the actual meaning.
adjectives	adjectives_006	virtuos	english	high	gloss	virtuous	virtuoso/masterly/brilliant	false friend translated as its false friend; *virtuous* is *tugendhaft*.
adjectives	adjectives_006	bootfähig	english	high	gloss	capable of auxiliary ship	bootable	machine-mangled gloss; the word is a computing term (from *booten*), nothing to do with boats.
adjectives	adjectives_006	brillanten	word	high	junk	brillanten — "(bare stem; cf. brillant: brilliant)"	delete; lemma is *brillant*	an inflected form as headword, and the gloss is editorial metatext with no translation at all.
adjectives	adjectives_006	leid	word	high	notadj	leid — fed up/hideous/unpleasant, B1	only in fixed predicative use: *etw. leid sein* = be fed up with; *jdn. leid tun* = feel sorry for	not a usable attributive adjective, and "hideous/unpleasant" is simply wrong.
adjectives	adjectives_006	mutwillig	english	high	gloss	careless/deliberate/deliberately	wanton/deliberate/malicious	"careless" (= *fahrlässig*) is the legal opposite of *mutwillig* and it is listed first.
adjectives	adjectives_006	apart	english	high	gloss	apart/distinctive/striking	striking/distinctive/unusually attractive	the English false friend "apart" is given as the first gloss; German *apart* never means "separate".
adjectives	adjectives_006	süffig	english	medium	gloss	light and sweet/palatable	very drinkable/easy-drinking (of wine, beer)	sweetness is not part of the meaning; it is about going down easily.
adjectives	adjectives_006	temperamentvoll	english	medium	gloss	full of character	spirited/vivacious/high-spirited	"full of character" describes something else (*charaktervoll*).
adjectives	adjectives_006	unvermittelt	english	medium	gloss	unexpected/unforeseen	abrupt/sudden/without transition	the word is about abruptness, not about expectation.
adjectives	adjectives_006	verbrannt	english	medium	gloss	adust/burned/burnt	burnt	"adust" is archaic/obscure and placed first; "burned/burnt" gives both variants where one British form is wanted.
adjectives	adjectives_006	vollmundig	english	medium	gloss	palatable	full-bodied (wine); bold, sweeping (claims, promises)	neither real sense is captured.
adjectives	adjectives_006	weitverbreitet	english	medium	gloss	generalised/widespread	widespread/common	"generalised" is not a translation and leads the list.
adjectives	adjectives_006	zwanghaft	english	medium	gloss	artificial/compulsive/obsessional	compulsive/obsessive	"artificial" is wrong and sits first; the word belongs to the *Zwang*/OCD field.
adjectives	adjectives_006	bergig	english	medium	gloss	hilly/mountained/mountainous	mountainous/hilly	"mountained" is not an English word.
adjectives	adjectives_006	beschwerdefrei	english	medium	gloss	free of complaint	symptom-free/free of pain	*Beschwerden* here are medical symptoms, not complaints; the gloss teaches the wrong domain.
adjectives	adjectives_006	defizitär	english	medium	gloss	deficient	loss-making/running at a deficit	"deficient" (= *mangelhaft*) is a different word; *defizitär* is economic.
adjectives	adjectives_006	gediegen	english	medium	gloss	dignified/odd/pure	solid/sound/of good quality; (chemistry) native	"odd" is plainly wrong; the central "solid, well-made" sense is missing.
adjectives	adjectives_006	halbjährig	english	medium	gloss	semi-annual	six-month(-long); *halbjährlich* = half-yearly/semi-annual	the gloss belongs to the other member of the -ig/-lich pair (duration vs frequency).
adjectives	adjectives_006	kölsch	english	medium	gloss	Colonian	Cologne (of Cologne, in the Cologne dialect)	"Colonian" is not an English word.
adjectives	adjectives_006	pulmonal	english	medium	gloss	pneumonic/pulmonary/pulmonic	pulmonary	"pneumonic" (relating to pneumonia) is wrong and is placed first.
adjectives	adjectives_006	unbedarft	english	medium	gloss	unexperienced	naive/unworldly/inexperienced	"unexperienced" is not standard English; the ingenuous nuance is lost.
adjectives	adjectives_006	zerbrechlich	english	medium	gloss	breakable/brittle/fracturable	fragile/breakable	the standard equivalent "fragile" is missing and "fracturable" is a non-word.
adjectives	adjectives_006	brachial	english	medium	gloss	brachial/brute	brutal/using brute force	German *brachial* is not the anatomical English "brachial"; the false friend leads.
adjectives	adjectives_006	dreimalig	english	medium	gloss	triple	occurring three times/three-time (e.g. three-time champion)	"triple" is *dreifach*; -malig is about repetitions, not multiples.
adjectives	adjectives_006	furchtlos	english	medium	gloss	fearless/frightless/intrepid	fearless/intrepid	"frightless" is not an English word.
adjectives	adjectives_006	jäh	english	medium	gloss	abrupt/impetous/inconsiderate	sudden/abrupt/precipitous	"impetous" is a misspelling of *impetuous* and "inconsiderate" is not a sense of *jäh*.
adjectives	adjectives_006	knöchern	english	medium	gloss	bony/cold	bony/of bone	"cold" is not a sense of this word.
adjectives	adjectives_006	kurvenreich	english	medium	gloss	buxom/curvaceous/curvy	winding/twisty (road); (figurative, of a figure) curvaceous	the primary and far commoner sense — *kurvenreiche Straße* — is missing entirely.
adjectives	adjectives_006	luxemburgisch	cefr	medium	cefr	A2	C1 or untagged	a rare nationality adjective tagged as elementary vocabulary.
adjectives	adjectives_006	preiswürdig	english	medium	gloss	inexpensive/laudable/praiseworthy	worthy of a prize/award-worthy	"inexpensive" belongs to *preiswert*; leading with it teaches a confusion between the two words.
adjectives	adjectives_006	trächtig	english	medium	gloss	pregnant	pregnant (of animals only)	with no restriction marked, a learner will apply it to people, which is offensive.
adjectives	adjectives_006	wettbewerbswidrig	english	medium	gloss	contrary/adverse competition	anti-competitive	gloss is ungrammatical fragments rather than a translation.
adjectives	adjectives_006	anlasslos	english	medium	gloss	without/free of event	without specific cause/unprompted, suspicionless (of checks)	*Anlass* mistranslated as "event"; the resulting gloss is meaningless.
adjectives	adjectives_006	beschämend	english	medium	gloss	cringeworthy/cringy/disgraceful	shameful/embarrassing/humiliating	two slang forms lead; the register is far below that of the German word.
adjectives	adjectives_006	exportorientiert	english	medium	gloss	oriented export	export-oriented	word order garbled into a non-phrase.
adjectives	adjectives_006	fahrerlos	english	medium	gloss	without/free of chauffeur	driverless	template artefact; "chauffeur" is also the wrong register for *Fahrer*.
adjectives	adjectives_006	gerichtsfest	english	medium	gloss	firm/fixed court	able to stand up in court/legally watertight	compound parsed literally into nonsense.
adjectives	adjectives_006	sichergestellt	english	medium	gloss	confiscated/seized	ensured/guaranteed; (police) seized	the everyday sense of *sicherstellen* ("ensure") is missing; only the police sense given.
adjectives	adjectives_006	tauglich	english	medium	gloss	fit/military/qualified	fit/suitable/fit for service	"military" is a stray context label, not a translation.
adjectives	adjectives_006	theatralisch	english	medium	gloss	actorly/histrionic/scenic	theatrical/histrionic/melodramatic	the obvious equivalent "theatrical" is absent and "scenic" is wrong.
adjectives	adjectives_006	tüchtig	english	medium	gloss	abundant/diligent/efficient	capable/competent/hard-working	"abundant" renders only the adverbial intensifier use and misleads as the first sense.
adjectives	adjectives_006	unachtsam	english	medium	gloss	distracted	careless/inattentive/heedless	"distracted" is *abgelenkt*; the negligence sense is what the word carries.
adjectives	adjectives_006	unentschieden	english	medium	gloss	draw/pendant/undecided	undecided; (sport) drawn, a draw	"pendant" is a corrupted non-word (presumably "pending").
adjectives	adjectives_006	chancenreich	english	medium	gloss	rich in chance	promising/with good prospects	literal compound rendering that means nothing in English.
adjectives	adjectives_006	erbarmungslos	english	medium	gloss	dispiteous/dispiteously/merciless	merciless/pitiless/ruthless	an archaic non-word and its adverb precede the only usable gloss.
adjectives	adjectives_006	gemeinwohlorientiert	english	medium	gloss	non-profit	oriented towards the common good/public-interest	"non-profit" is *gemeinnützig* — a different legal concept.
adjectives	adjectives_006	heimatlos	english	medium	gloss	stateless	homeless/without a homeland/rootless	"stateless" is *staatenlos*, a legal status the German word does not assert.
adjectives	adjectives_006	lustlos	english	medium	gloss	without/free of desire	listless/unenthusiastic/half-hearted	template artefact; also invites a sexual reading that is not the ordinary meaning.
adjectives	adjectives_006	missverständlich	english	medium	gloss	mistakable/misunderstandable	ambiguous/liable to be misunderstood/misleading	neither gloss is idiomatic English.
adjectives	adjectives_006	mythologisch	english	medium	gloss	mytholocigal	mythological	typo in the gloss.
adjectives	adjectives_006	American / non-British spellings	english	low	gloss	`zivilisatorisch` = civilizational; `schwenkbar` = swiveling; `histologisch` = histologic/histological; `pharmakologisch` = pharmacologic/pharmacological; `hydrologisch` = hydrologic/hydrological	civilisational; swivelling; histological; pharmacological; hydrological	US -ization/-eling forms and US short -ic doublets in a British-English app.
adjectives	adjectives_006	Adverbs listed as adjective glosses	english	low	gloss	`beängstigend` alarmingly; `unaufhaltsam` relentlessly; `maßvoll` temperately; `subversiv` subversively; `kross` crisply; `respektlos` disrespectfully; `aufopferungsvoll` sacrificially; `unwissentlich` unwittingly (adverb only); `willentlich` deliberately/on purpose (adverb only)	strip the -ly forms; for *unwissentlich*/*willentlich* give "unwitting" / "deliberate, wilful"	adverb glosses in an adjective deck; two entries have no adjectival gloss at all.
adjectives	adjectives_006	royal	english	low	gloss	royal/royalistic	royal	"royalistic" is not English (*royalistisch* = royalist).
adjectives	adjectives_006	ruckartig	english	low	gloss	fitful/jerky	jerky/sudden	ordering — "fitful" is the least apt sense.
adjectives	adjectives_006	selbstironisch	english	low	gloss	self-ironic	self-deprecating/self-mocking	"self-ironic" is a calque, not idiomatic English.
adjectives	adjectives_006	überlang	english	low	gloss	overlength	overlong/excessively long	noun/attributive form given for an adjective.
adjectives	adjectives_006	unvergleichbar	english	low	gloss	incomparable	not comparable/incommensurable (*unvergleichlich* = incomparable, beyond compare)	English "incomparable" carries the praise sense that belongs to *unvergleichlich*.
adjectives	adjectives_006	verkleidet	english	low	gloss	clad/disguised/in disguise	disguised/dressed up/in disguise	ordering — "clad" is the building-panelling sense.
adjectives	adjectives_006	verwaist	english	low	gloss	abandoned/deserted/orphaned	orphaned/abandoned	the literal core sense is placed last.
adjectives	adjectives_006	wohlklingend	english	low	gloss	euphonious	melodious/pleasant-sounding	single obscure gloss.
adjectives	adjectives_006	ausbeuterisch	english	low	gloss	exploitive	exploitative	non-standard variant.
adjectives	adjectives_006	außerbetrieblich	english	low	gloss	extra-operational/outside the company	external to the company/off-site	first gloss is an invented calque.
adjectives	adjectives_006	egoistisch	english	low	gloss	egoistical/egotistical/selfish	selfish/self-centred	the plain gloss is last; "egoistical" is awkward.
adjectives	adjectives_006	fristgemäß	english	low	gloss	in accordance with deadline	within the deadline/timely	ungrammatical (missing article) and stilted.
adjectives	adjectives_006	klangvoll	english	low	gloss	illustrious/melodious/sonorous	sonorous/melodious; (of a name) illustrious	the transferred sense is placed first.
adjectives	adjectives_006	mühselig	english	low	gloss	cumbersome/troublesome	arduous/laborious/toilsome	misses the effort/exhaustion nuance.
adjectives	adjectives_006	nährstoffarm	english	low	gloss	poor in/low in nutrient	nutrient-poor/low in nutrients	dangling "poor in" and a singular where English needs the plural.
adjectives	adjectives_006	räuberisch	english	low	gloss	brigandish/predatory	predatory/rapacious	"brigandish" is effectively non-current English and leads.
adjectives	adjectives_006	schuldenfrei	english	low	gloss	debtless	debt-free	unnatural formation.
adjectives	adjectives_006	streitbar	english	low	gloss	disputatious	combative/doughty (often approving, e.g. *streitbare Demokratie*)	gloss makes a neutral-to-positive word purely pejorative.
adjectives	adjectives_006	uneinheitlich	english	low	gloss	nonuniform	inconsistent/mixed/varied	technical calque where ordinary English exists.
adjectives	adjectives_006	geothermisch	english	low	gloss	geothermic	geothermal	rare variant instead of the standard form.
adjectives	adjectives_006	gradlinig	word	low	junk	gradlinig	geradlinig (gradlinig is a permitted but much rarer variant)	learners should meet the main spelling.
adjectives	adjectives_006	lernfähig	english	low	gloss	adaptive/be able to learn/be capable of learning	able to learn/teachable/adaptive	infinitive phrases used as adjective glosses.
adjectives	adjectives_006	mittellos	english	low	gloss	impecunious	penniless/destitute	single archaic-sounding gloss.
adjectives	adjectives_006	ordnungsmäßig	english	low	gloss	duly/orderly	proper/in due form (and prefer the far commoner *ordnungsgemäß*)	adverb gloss, plus a rarer variant of the usual lemma.
adjectives	adjectives_006	publik	english	low	gloss	public	public — only predicative in *publik werden/machen*	unrestricted gloss invites *ein publikes Gebäude*.
adjectives	adjectives_006	regelkonform	english	low	gloss	by-the-book/regular	compliant/in line with the rules	"regular" is misleading.
adjectives	adjectives_006	sächlich	word	low	notadj	sächlich — neuter	keep only if grammar metalanguage is wanted in this deck	grammar-terminology contamination (cf. *maskulin*, *reflexiv* in the same batch).
adjectives	adjectives_006	theatral	word	low	junk	theatral — theatrical	theatralisch (already present at rank 4027)	rare variant duplicating a live entry.
adjectives	adjectives_006	ungeschminkt	english	low	gloss	unvarnished	without make-up; (figurative) unvarnished	the literal sense is missing.
adjectives	adjectives_006	ungläubig	english	low	gloss	disbelieving/faithless/infidel	disbelieving/incredulous; (religion) unbelieving	"infidel" is a noun and archaic-offensive.
adjectives	adjectives_006	usbekisch	english	low	gloss	Usbek/Uzbek	Uzbek	"Usbek" is the German spelling leaking into the gloss.
adjectives	adjectives_006	verlustfrei	english	low	gloss	free of loss	lossless (data, transmission)/without loss	template phrasing instead of the standard term.
adjectives	adjectives_006	wärmeliebend	english	low	gloss	thermophile	heat-loving/thermophilic	noun form used adjectivally, no plain-English gloss.
adjectives	adjectives_006	zusammengenommen	word	low	notadj	zusammengenommen — taken together	adverbial participle, not an attributive adjective	never used before a noun; belongs with connectors.
adjectives	adjectives_006	adelig	word	low	junk	adelig — noble/aristocratic	duplicate of *adlig* (rank 3707)	two spellings of one word occupy two slots.
adjectives	adjectives_006	adult	english	low	gloss	adult	adult (zoological/technical; everyday German is *erwachsen*)	unmarked gloss suggests it is the normal word.
adjectives	adjectives_006	artistisch	english	low	gloss	acrobatic/artistic	acrobatic (circus skills) — not "artistic", which is *künstlerisch*	false-friend sense retained without warning.
adjectives	adjectives_006	bilanziell	english	low	gloss	financial	in balance-sheet terms/for accounting purposes	too broad; loses the *Bilanz* reference.
adjectives	adjectives_006	durchschlagend	english	low	gloss	sweeping	resounding/decisive (*durchschlagender Erfolg*)	collocationally wrong.
adjectives	adjectives_006	klitzeklein	english	low	gloss	itsy/teeny-weeny/tiny	teeny-weeny/tiny	"itsy" does not stand alone in English.
adjectives	adjectives_006	prädestiniert	english	low	gloss	predestinated	predestined/perfectly suited	archaic form of the participle.
adjectives	adjectives_006	rezidivierend	english	low	gloss	recidivous/recurrent/recurring	recurrent/relapsing	"recidivous" is not current English.
adjectives	adjectives_006	segensreich	english	low	gloss	rich in blessing	beneficial/salutary	literal compound gloss.
adjectives	adjectives_006	spartanisch	english	low	gloss	Spartan/Spartanic	Spartan	"Spartanic" is not standard.
adjectives	adjectives_006	absolutistisch	english	low	gloss	absolutist/absolutistic	absolutist	invented second form.
adjectives	adjectives_006	alevitisch	english	low	gloss	alevitic	Alevi	non-word and missing capital.
adjectives	adjectives_006	untertägig	english	low	gloss	underground/sub-daily	underground (mining); intraday (finance)	"sub-daily" is not English usage.
adjectives	adjectives_006	wahrhaft	english	low	gloss	real/true/veracious	true/genuine/veritable	"veracious" is obscure and near-homophonous with "voracious".
adjectives	adjectives_006	wasserlöslich	english	low	gloss	hydrosoluble/soluble in water/water-soluble	water-soluble	the standard term is third, behind an obscure one.
adjectives	adjectives_006	basisch	english	low	gloss	basic	alkaline/basic (chemistry)	unqualified "basic" reads as "elementary".
