rank	word	english	cefr	flags
7677	elfstündig	eleven-hour	-	-
7678	elisabethanisch	Elizabethan	-	-
7679	ellipsenförmig	elliptical/ellipse-shaped	-	-
7680	elysisch	Elysian	-	-
7681	emblematisch	emblematic	-	-
7682	emissionslos	without/free of emission	-	-
7683	empfangsberechtigt	entitled to receive	-	-
7684	enaktiv	enactive	-	-
7685	endoplasmatisch	endoplasmic	-	-
7686	endotherm	endothermic	-	-
7687	engelhaft	angelic	-	-
7688	enterohämorrhagisch	enterohaemorrhagic	-	-
7689	entfernbar	removable	-	-
7690	entgeistert	dumbfounded	-	-
7691	entrückt	transported/in rapture	-	-
7692	entrüstet	enraged/indignant	-	-
7693	entschuldbar	excusable	-	-
7694	entwaffnend	disarming	-	-
7695	entwickelbar	developable	-	-
7696	entzückt	charmed/fascinated	-	-
7697	epistemisch	epistemic	-	-
7698	epistemologisch	epistemological	-	-
7699	epithelial	epithelial	-	-
7700	erdbebengefährdet	earthquake-prone	-	-
