rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
1844	abwerfen	irregular	warf ab	abgeworfen	haben	throw off/drop/yield	-
1845	anklagen	regular	-	-	UNSET	accuse/attach/charge	C1
1846	anliegen	irregular	lag an	angelegen	haben	concern/matter to/lie against	-
1847	besiegeln	regular	-	-	UNSET	seal/finalize	-
1848	datieren	regular	-	-	UNSET	date	-
1849	durchqueren	regular	-	-	UNSET	cross/ford/traverse	-
1850	einweisen	irregular	wies ein	eingewiesen	haben	brief/commit/instruct	C1
1851	hauen	regular	-	-	UNSET	hit	-
1852	marschieren	regular	-	-	UNSET	march	-
1853	missachten	regular	-	-	UNSET	despise/disregard/flout	C1
1854	porträtieren	regular	-	-	UNSET	portray	-
1855	schwitzen	regular	-	-	UNSET	sweat	B1
1856	streicheln	regular	-	-	UNSET	stroke/pet	-
1857	umschreiben	irregular	umschrieb	umschrieben	haben	circumscribe/paraphrase	C1
1858	versprühen	regular	-	-	UNSET	spray	-
1859	verwickeln	regular	-	-	UNSET	entangle/involve	C1
1860	weiterverarbeiten	regular	-	-	UNSET	process	-
1861	wischen	regular	-	-	UNSET	wipe	B1
1862	abstürzen	regular	-	-	sein	crash	-
1863	avancieren	regular	-	-	UNSET	advance/be promoted	B2
1864	bejahen	regular	-	-	UNSET	answer something in the affirmative/approve	C1
1865	bewerkstelligen	regular	-	-	UNSET	accomplish	-
1866	blättern	regular	-	-	UNSET	leaf through/turn pages	C1
1867	dämmen	regular	-	-	UNSET	dam/insulate/isolate	-
1868	einfrieren	irregular	fror ein	eingefroren	sein	freeze	B2
1869	hingeben	irregular	gab hin	hingegeben	haben	hand over	-
1870	partizipieren	regular	-	-	UNSET	participate	-
1871	schleppen	regular	-	-	UNSET	carry/drag/schlep	B1
1872	scrollen	regular	-	-	UNSET	scroll	C1
1873	signieren	regular	-	-	UNSET	sign	-
1874	trösten	regular	-	-	UNSET	comfort/console	B2
1875	verinnerlichen	regular	-	-	UNSET	internalise	-
1876	verschweigen	irregular	verschwieg	verschwiegen	haben	conceal	-
1877	vorbringen	irregular	brachte vor	vorgebracht	haben	bring forward/put forward/state	-
1878	wiedersehen	irregular	sah wieder	wiedergesehen	haben	meet again	-
1879	anbraten	irregular	briet an	angebraten	haben	sear/brown	C1
1880	anstrengen	regular	-	-	UNSET	make an effort/try hard	-
1881	auflaufen	irregular	lief auf	aufgelaufen	sein	run up/accumulate	-
1882	auswechseln	regular	-	-	UNSET	change/exchange/substitute	-
1883	delegieren	regular	-	-	UNSET	delegate/depute	-
1884	einlagern	regular	-	-	UNSET	store	-
1885	konstatieren	regular	-	-	UNSET	ascertain/note/state	-
1886	schlummern	regular	-	-	UNSET	slumber/doze	-
1887	stimulieren	regular	-	-	UNSET	stimulate	-
1888	thronen	regular	-	-	UNSET	sit enthroned	-
1889	vererben	regular	-	-	UNSET	bequeath/pass on	B2
1890	weiten	regular	-	-	UNSET	widen/expand	-
1891	zurückbekommen	irregular	bekam zurück	zurückbekommen	haben	get back/retrieve	-
1892	zurücklehnen	regular	-	-	UNSET	lean/lounge/recline	-
1893	abräumen	regular	-	-	UNSET	clear away	B1
1894	artikulieren	regular	-	-	UNSET	articulate	-
1895	aufdrehen	regular	-	-	UNSET	get going/open/turn on	C1
1896	belästigen	regular	-	-	UNSET	harass/bother	C1
1897	beschenken	regular	-	-	UNSET	gift	C1
1898	deklarieren	regular	-	-	UNSET	declare	-
1899	festmachen	regular	-	-	UNSET	fasten/fix/moor	-
1900	mähen	regular	-	-	UNSET	mow	-
1901	multiplizieren	regular	-	-	UNSET	multiply	-
1902	nachsehen	irregular	sah nach	nachgesehen	haben	check/look up	-
1903	überbringen	irregular	überbrachte	überbracht	haben	deliver	-
1904	verdreifachen	regular	-	-	UNSET	treble/triple	-
1905	verschlagen	irregular	verschlug	verschlagen	haben	drive/carry off/end up	-
1906	vollbringen	irregular	vollbrachte	vollbracht	haben	accomplish/complete/finish off	C1
1907	zocken	regular	-	-	UNSET	gamble	C1
1908	abfließen	irregular	floss ab	abgeflossen	sein	drain	-
1909	ableisten	regular	-	-	UNSET	complete/do/fulfil	-
1910	aufzählen	regular	-	-	UNSET	enumerate/list	-
1911	beschützen	regular	-	-	UNSET	protect	A2
1912	bestreuen	regular	-	-	UNSET	sprinkle	C1
1913	bezwingen	irregular	bezwang	bezwungen	haben	beat/defeat/overcome	C1
1914	drosseln	regular	-	-	UNSET	choke/curb/throttle	-
1915	einatmen	regular	-	-	UNSET	breath in/inhale	B2
1916	einchecken	regular	-	-	UNSET	check in	-
1917	einwerben	irregular	warb ein	eingeworben	haben	raise (funds)	-
1918	köcheln	regular	-	-	UNSET	simmer	C1
1919	krachen	regular	-	-	UNSET	crack/crash	-
1920	leugnen	regular	-	-	UNSET	deny	-
1921	lügen	irregular	log	gelogen	haben	lie	A2
1922	mitgehen	irregular	ging mit	mitgegangen	sein	accompany/go along	-
1923	mithaben	regular	-	-	UNSET	have something with one	-
1924	mitreißen	irregular	riss mit	mitgerissen	haben	carry away/entrain/fill with enthusiasm	C1
1925	regenerieren	regular	-	-	UNSET	recover/regenerate	C1
1926	schrauben	regular	-	-	UNSET	screw	-
1927	stagnieren	regular	-	-	UNSET	stagnate	-
1928	umtauschen	regular	-	-	UNSET	exchange	B1
1929	unterstehen	irregular	unterstand	unterstanden	haben	be subordinate to/dare	-
1930	verschlimmern	regular	-	-	UNSET	aggravate/get worse/worsen	-
1931	wegziehen	irregular	zog weg	weggezogen	sein	move away/pull away	C1
1932	zerfallen	irregular	zerfiel	zerfallen	sein	decay/dilapidate/disintegrate	B2
1933	ausbremsen	regular	-	-	UNSET	slow down/thwart	B2
1934	ausschauen	regular	-	-	UNSET	appear/look/look out	-
1935	austeilen	regular	-	-	UNSET	distribute	B2
1936	billigen	regular	-	-	UNSET	agree/approve/assent	-
1937	dazukommen	irregular	kam dazu	dazugekommen	sein	arrive/be added	A2
1938	entfachen	regular	-	-	UNSET	arouse/ignite/kindle	-
1939	ertönen	regular	-	-	UNSET	ring out/sound	C1
1940	fegen	regular	-	-	UNSET	sweep clean	-
1941	freihalten	irregular	hielt frei	freigehalten	haben	keep free/reserve	B1
1942	frühstücken	regular	-	-	UNSET	have breakfast	A1
1943	glätten	regular	-	-	UNSET	smooth/unwrinkle	-
1944	hinsehen	irregular	sah hin	hingesehen	haben	look	B2
1945	irritieren	regular	-	-	UNSET	confuse/disturb/irritate	B2
1946	losfahren	irregular	fuhr los	losgefahren	sein	set off/depart	A1
1947	pendeln	regular	-	-	UNSET	commute/oscillate/shuttle	A2
1948	perfektionieren	regular	-	-	UNSET	perfect	B2
1949	säen	regular	-	-	UNSET	sow	-
1950	skalieren	regular	-	-	UNSET	scale	-
1951	tendieren	regular	-	-	UNSET	tend	-
1952	ticken	regular	-	-	UNSET	tap/tick	B2
1953	tolerieren	regular	-	-	UNSET	accept/allow/tolerate	-
1954	trauern	regular	-	-	UNSET	mourn	-
1955	trotzen	regular	-	-	UNSET	affront/brave/defy	-
1956	trüben	regular	-	-	UNSET	cloud/tarnish	C1
1957	verleiten	regular	-	-	UNSET	lead astray/tempt	-
1958	vernehmen	irregular	vernahm	vernommen	haben	examine/hear/interrogate	-
1959	vorenthalten	irregular	enthielt vor	vorenthalten	haben	keep/withhold	-
1960	wachen	regular	-	-	UNSET	watch over	-
1961	wetten	regular	-	-	UNSET	bet	B1
1962	akquirieren	regular	-	-	UNSET	acquire	-
1963	altern	regular	-	-	sein	age/get older/grow old	C1
1964	aufspielen	regular	-	-	UNSET	show off	-
1965	aufwärmen	regular	-	-	UNSET	warm up	B2
1966	deinstallieren	regular	-	-	UNSET	uninstall	-
1967	einen	regular	-	-	UNSET	unite	A2
1968	einwerfen	irregular	warf ein	eingeworfen	haben	interject/smash	B2
1969	entfliehen	irregular	entfloh	entflohen	sein	escape/flee/fly past	B2
1970	entgegenbringen	irregular	brachte entgegen	entgegengebracht	haben	show/extend toward	B2
1971	erliegen	irregular	erlag	erlegen	haben	succumb	C1
1972	fahnden	regular	-	-	UNSET	search for	-
1973	favorisieren	regular	-	-	UNSET	favour	-
1974	firmieren	regular	-	-	UNSET	trade under the name	-
1975	hüpfen	regular	-	-	UNSET	hop/jump	C1
1976	immatrikulieren	regular	-	-	UNSET	enrol/matriculate	-
1977	knallen	regular	-	-	UNSET	bang/slam	-
1978	lokalisieren	regular	-	-	UNSET	localise/locate	-
1979	mixen	regular	-	-	UNSET	mix	-
1980	verdammen	regular	-	-	UNSET	condemn/damn	-
1981	verteuern	regular	-	-	UNSET	go up/raise the price	C1
1982	absenden	regular	-	-	UNSET	send/dispatch	-
1983	anfügen	regular	-	-	UNSET	add/append/attach	B2
1984	angleichen	irregular	glich an	angeglichen	haben	adapt/adjust/assimilate	-
1985	anonymisieren	regular	-	-	UNSET	anonymise	-
1986	ausstoßen	irregular	stieß aus	ausgestoßen	haben	eject/emit/expel	-
1987	befeuern	regular	-	-	UNSET	be lighted/fire upon/fuel	-
1988	deportieren	regular	-	-	UNSET	deport	-
1989	duften	regular	-	-	UNSET	smell nice	B1
1990	einbehalten	irregular	behielt ein	einbehalten	haben	retain/withhold	-
1991	erschöpfen	regular	-	-	UNSET	exhaust	-
1992	gruppieren	regular	-	-	UNSET	group	-
1993	herrichten	regular	-	-	UNSET	prepare	C1
1994	hetzen	regular	-	-	UNSET	rush/incite	B2
1995	jubeln	regular	-	-	UNSET	cheer	C1
1996	klopfen	regular	-	-	UNSET	beat/knock/tap	A1
1997	kultivieren	regular	-	-	UNSET	cultivate/grow	-
1998	nachbilden	regular	-	-	UNSET	reproduce	-
1999	relativieren	regular	-	-	UNSET	qualify/relativise	-
2000	rocken	regular	-	-	UNSET	rock	C1
2001	schleudern	regular	-	-	UNSET	catapult/fishtail/hurl	-
2002	streiken	regular	-	-	UNSET	be on strike/conk out/strike	B1
2003	überfallen	irregular	überfiel	überfallen	sein	assault/attack/invade	C1
2004	überschlagen	irregular	überschlug	überschlagen	haben	calculate/calculate roughly/crack	-
2005	umreißen	irregular	riss um	umgerissen	haben	outline/sketch	-
2006	unterordnen	regular	-	-	UNSET	subordinate	C1
2007	verschulden	regular	-	-	UNSET	cause/get into debt/go into debt	C1
2008	versteigern	regular	-	-	UNSET	auction/auction off	-
2009	vorzeigen	regular	-	-	UNSET	produce/show	-
2010	walten	regular	-	-	UNSET	rule over	C1
2011	zurückschrecken	regular	-	-	UNSET	recoil	C1
2012	zusammentreten	irregular	trat zusammen	zusammengetreten	sein	convene/crush underfoot/give a severe kicking	-
2013	abfüllen	regular	-	-	UNSET	bag/bottle/fill	-
2014	abtöten	regular	-	-	UNSET	deaden/devitalise/kill	-
2015	abwiegen	irregular	wog ab	abgewogen	haben	weigh out/weigh up	-
2016	anlangen	regular	-	-	UNSET	arrive/concern/touch	-
2017	anmuten	regular	-	-	UNSET	seem	C1
2018	anpreisen	irregular	pries an	angepriesen	haben	advertise/praise/recommend	-
2019	aufschließen	irregular	schloss auf	aufgeschlossen	haben	unlock/catch up	-
2020	ausrücken	regular	-	-	UNSET	disengage/go on a mission/march out	-
2021	bahnen	regular	-	-	UNSET	pave (a road)	-
2022	beschriften	regular	-	-	UNSET	label	B2
2023	chatten	regular	-	-	UNSET	chat	A2
2024	dehnen	regular	-	-	UNSET	dilate/expand/extend	C1
2025	eilen	regular	-	-	UNSET	be urgent/hurry	B1
2026	eingestehen	irregular	gestand ein	eingestanden	haben	admit/confess	B2
2027	entlohnen	regular	-	-	UNSET	pay/remunerate	-
2028	erschrecken	irregular	erschrak	erschrocken	sein	frighten/scare/startle	B1
2029	extrahieren	regular	-	-	UNSET	extract	-
2030	feuern	regular	-	-	UNSET	fire	C1
2031	formatieren	regular	-	-	UNSET	format	-
2032	hinwirken	regular	-	-	UNSET	work towards	-
2033	lackieren	regular	-	-	UNSET	paint/spray/varnish	-
2034	legitimieren	regular	-	-	UNSET	legitimise	-
2035	pausieren	regular	-	-	UNSET	pause	-
2036	priorisieren	regular	-	-	UNSET	prioritise	-
2037	projizieren	regular	-	-	UNSET	project	-
2038	reproduzieren	regular	-	-	UNSET	replicate	B2
2039	schmeißen	irregular	schmiss	geschmissen	haben	chuck/deal/drop	B2
2040	spicken	regular	-	-	UNSET	bribe/cheat/lard	-
2041	sponsern	regular	-	-	UNSET	sponsor	-
2042	überfluten	regular	-	-	UNSET	deluge/drown/flood	-
2043	überlasten	regular	-	-	UNSET	overcharge/overload	-
2044	überragen	regular	-	-	UNSET	be taller than/outclass/outshine	-
2045	verharren	regular	-	-	UNSET	keep/remain	-
2046	vorherrschen	regular	-	-	UNSET	prevail	-
2047	zerkleinern	regular	-	-	UNSET	chop/crush/grind	C1
2048	zumachen	regular	-	-	UNSET	close/hurry up/shut	A1
2049	zusammenziehen	irregular	zog zusammen	zusammengezogen	haben	add/contract/join	B1
2050	abklingen	irregular	klang ab	abgeklungen	haben	subside/fade away	-
2051	abtauchen	regular	-	-	UNSET	descend/disappear/duck	-
2052	attestieren	regular	-	-	UNSET	certify/confirm	-
2053	beherzigen	regular	-	-	UNSET	take to heart	-
2054	bereinigen	regular	-	-	UNSET	clear up/iron out/settle	C1
2055	beschuldigen	regular	-	-	UNSET	accuse	-
2056	besteuern	regular	-	-	UNSET	tax	-
2057	bevölkern	regular	-	-	UNSET	populate	-
2058	einwenden	irregular	wandte ein	eingewandt	haben	object	B2
2059	eliminieren	regular	-	-	UNSET	eliminate	-
2060	entweichen	irregular	entwich	entwichen	haben	escape	-
2061	erraten	irregular	erriet	erraten	haben	guess/right	-
2062	feilen	regular	-	-	UNSET	file/polish	-
2063	frieren	irregular	fror	gefroren	haben	freeze	B1
2064	hochziehen	irregular	zog hoch	hochgezogen	haben	latch on to something/lift/raise	-
2065	kratzen	regular	-	-	UNSET	scratch	-
2066	meckern	regular	-	-	UNSET	grumble/complain	B1
2067	nachahmen	regular	-	-	UNSET	copy/imitate	C1
2068	predigen	regular	-	-	UNSET	call for/preach	-
2069	reinschauen	regular	-	-	UNSET	look in/stop by	-
2070	stauen	regular	-	-	UNSET	build up/dam up/stow	-
2071	stricken	regular	-	-	UNSET	knit	-
2072	summieren	regular	-	-	UNSET	add up/sum up/tally up	-
2073	überfahren	irregular	überfuhr	überfahren	haben	run over/drive across	B1
2074	überwältigen	regular	-	-	UNSET	overcome/overwhelm	-
2075	überwintern	regular	-	-	UNSET	hibernate/overwinter/spend the winter	-
2076	umrüsten	regular	-	-	UNSET	adapt/re-equipe	-
2077	vorbeiziehen	irregular	zog vorbei	vorbeigezogen	haben	outrun/pass/pass by	-
2078	werkeln	regular	-	-	UNSET	potter about	-
2079	zurückstellen	regular	-	-	UNSET	defer/postpone/put back	-
2080	abändern	regular	-	-	UNSET	alter/change	-
2081	abdrucken	regular	-	-	UNSET	print/reproduce	-
2082	anfechten	irregular	focht an	angefochten	haben	appeal/contest	-
2083	anmachen	regular	-	-	UNSET	turn on/start	A1
2084	aufdrängen	regular	-	-	UNSET	impose/obtrude	-
2085	bewachen	regular	-	-	UNSET	guard	A2
2086	durchforsten	regular	-	-	UNSET	scour	C1
2087	eindecken	regular	-	-	UNSET	cover/lay/prepare	-
2088	entschädigen	regular	-	-	UNSET	compensate/make up for	-
2089	ersticken	regular	-	-	sein	suffocate	-
2090	flattern	regular	-	-	UNSET	flutter	-
2091	großschreiben	irregular	schrieb groß	großgeschrieben	haben	capitalise/shift	-
2092	herangehen	irregular	ging heran	herangegangen	sein	approach	C1
2093	kriechen	irregular	kroch	gekrochen	sein	crawl/creep/slither	-
2094	kursieren	regular	-	-	UNSET	circulate	-
2095	leidtun	irregular	tat leid	leidgetan	haben	be sorry	A1
2096	nachbauen	regular	-	-	UNSET	copy/reproduce	-
2097	nachmachen	regular	-	-	UNSET	copy/imitate	-
2098	nachsagen	regular	-	-	UNSET	repeat	-
2099	nachstellen	regular	-	-	UNSET	stalk/recreate/readjust	-
2100	pachten	regular	-	-	UNSET	lease	-
