rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
4645	anlabern	regular	-	-	UNSET	accost	-
4646	anläuten	regular	-	-	UNSET	ring the bell/call by phone	-
4647	anpingen	regular	-	-	UNSET	ping	-
4648	anrempeln	regular	-	-	UNSET	bump into	-
4649	anschleppen	regular	-	-	UNSET	tow/haul/drag in	-
4650	anschrauben	regular	-	-	UNSET	screw on/tighten a screw	-
4651	ansprühen	regular	-	-	UNSET	spray on	-
4652	approbieren	regular	-	-	UNSET	licence/qualify	-
4653	äsen	regular	-	-	UNSET	browse/graze	-
4654	aufdampfen	regular	-	-	sein	evaporate/vapour-deposit	-
4655	aufdröseln	regular	-	-	UNSET	disentangle/unravel	-
4656	aufgabeln	regular	-	-	UNSET	fork up/pick up	-
4657	aufhalsen	regular	-	-	UNSET	land/saddle	-
4658	aufklaren	regular	-	-	UNSET	brighten/clear	-
4659	aufknöpfen	regular	-	-	UNSET	button on/button to/unbutton	-
4660	auflöten	regular	-	-	UNSET	solder on	-
4661	aufmontieren	regular	-	-	UNSET	attach to/mount onto	-
4662	aufpflanzen	regular	-	-	UNSET	plant; mount/fix in place; plant oneself	-
4663	aufpicken	regular	-	-	UNSET	peck up/pick up	-
4664	aufrauen	regular	-	-	UNSET	roughen	-
4665	aufscheuchen	regular	-	-	UNSET	rouse/startle	-
4666	aufschwemmen	regular	-	-	UNSET	wash up; swell/bloat	-
4667	aufsprühen	regular	-	-	sein	spray on	-
4668	ausbooten	regular	-	-	UNSET	boot out/disembark/kick out	-
4669	ausbuhen	regular	-	-	UNSET	boo	-
4670	ausbüxen	regular	-	-	sein	abscond	-
4671	auseinanderbrechen	irregular	brach auseinander	auseinandergebrochen	haben	break/break apart/break up	-
4672	auseinanderbreiten	regular	-	-	UNSET	unfold	-
4673	auseinanderklappen	regular	-	-	UNSET	fold out	-
4674	auseinanderlaufen	irregular	lief auseinander	auseinandergelaufen	sein	break up/differ/disperse	-
4675	auseinandertreiben	irregular	trieb auseinander	auseinandergetrieben	haben	break up/broaden/disperse	-
4676	ausfetten	regular	-	-	UNSET	grease	-
4677	ausformen	regular	-	-	UNSET	form/mould	-
4678	ausgrauen	regular	-	-	UNSET	grey out	-
4679	aushauchen	regular	-	-	UNSET	exhale/exude/whisper	-
4680	aushorchen	regular	-	-	UNSET	pump/sound someone out	-
4681	ausixen	regular	-	-	UNSET	cross out/ex out/x out	-
4682	ausklopfen	regular	-	-	UNSET	beat/knock out	-
4683	auskuppeln	regular	-	-	UNSET	declutch/disengage the clutch	-
4684	auslutschen	regular	-	-	UNSET	suck out	-
4685	ausposaunen	regular	-	-	UNSET	blazon abroad	-
4686	auspreisen	regular	-	-	UNSET	price/put a price tag on	-
4687	ausrangieren	regular	-	-	UNSET	discard/decommission	-
4688	ausräuchern	regular	-	-	UNSET	fumigate/smoke out	-
4689	aussägen	regular	-	-	UNSET	saw out	-
4690	aussaugen	regular	-	-	UNSET	suck out	-
4691	ausschaffen	irregular	schuf aus	ausgeschaffen	haben	deport/remove	-
4692	ausschlüpfen	regular	-	-	UNSET	hatch	-
4693	aussöhnen	regular	-	-	UNSET	reconcile	-
4694	auswalzen	regular	-	-	UNSET	laminate/roll/roll out	-
4695	ausweiden	regular	-	-	UNSET	disembowel	-
4696	auszehren	regular	-	-	UNSET	deplete	-
4697	auszischen	regular	-	-	UNSET	hiss	-
4698	auszupfen	regular	-	-	UNSET	pluck/pull	-
4699	beackern	regular	-	-	UNSET	plough/plough through/work on	-
4700	befehligen	regular	-	-	UNSET	command	-
4701	beflecken	regular	-	-	UNSET	stain	-
4702	beflocken	regular	-	-	UNSET	flock	-
4703	befühlen	regular	-	-	UNSET	feel	-
4704	beiseiteschaffen	regular	-	-	UNSET	get rid of/hide/stash away	-
4705	beistimmen	regular	-	-	UNSET	agree with/concur	-
4706	belauern	regular	-	-	UNSET	eye/spy/watch	-
4707	bemuttern	regular	-	-	UNSET	chaperon/cluck/mother	-
4708	bepreisen	regular	-	-	UNSET	price/put a price tag on	-
4709	berühmen	regular	-	-	UNSET	boast/cite/invoke	-
4710	besaufen	irregular	besoff	besoffen	haben	get drunk	-
4711	beschicken	regular	-	-	UNSET	load	-
4712	besohlen	regular	-	-	UNSET	sole	-
4713	besudeln	regular	-	-	UNSET	befoul/besmirch	-
4714	betupfen	regular	-	-	UNSET	dab/swab	-
4715	beweinen	regular	-	-	UNSET	bewail/beweep/mourn	-
4716	bimmeln	regular	-	-	UNSET	jingle	-
4717	blankziehen	irregular	zog blank	blankgezogen	haben	draw/flash/strip	-
4718	blaumachen	regular	-	-	UNSET	skive	-
4719	blechen	regular	-	-	UNSET	cough up/fork up	-
4720	bluffen	regular	-	-	UNSET	bluff	-
4721	böllern	regular	-	-	UNSET	fire firecrackers/make loud bangs	-
4722	bonitieren	regular	-	-	UNSET	examine/rate	-
4723	brocken	regular	-	-	UNSET	pick	-
4724	brüskieren	regular	-	-	UNSET	affront	-
4725	buttern	regular	-	-	UNSET	butter/churn	-
4726	buzzern	regular	-	-	UNSET	buzz	-
4727	cachen	regular	-	-	UNSET	cache/geocache	-
4728	camouflieren	regular	-	-	UNSET	camouflage	-
4729	canceln	regular	-	-	UNSET	cancel	-
4730	chiffrieren	regular	-	-	UNSET	encipher/encrypt	-
4731	christianisieren	regular	-	-	UNSET	Christianise	-
4732	crashen	regular	-	-	UNSET	crash	-
4733	dahinraffen	regular	-	-	UNSET	carry off	-
4734	dahinschwinden	irregular	schwand dahin	dahingeschwunden	haben	decline/dwindle/wane	-
4735	davonbrausen	regular	-	-	UNSET	speed off	-
4736	davonrennen	irregular	rannte davon	davongerannt	sein	run away	-
4737	dazunehmen	irregular	nahm dazu	dazugenommen	haben	add	-
4738	dazwischenkommen	irregular	kam dazwischen	dazwischengekommen	sein	come up/intervene	-
4739	dealen	regular	-	-	UNSET	deal	-
4740	dechiffrieren	regular	-	-	UNSET	decipher/decrypt	-
4741	degustieren	regular	-	-	UNSET	taste/sample	-
4742	dehydrieren	regular	-	-	UNSET	become dry/dehydrate/dehydrogenise	-
4743	deklassieren	regular	-	-	UNSET	outclass/demote	-
4744	dekolonisieren	regular	-	-	UNSET	decolonise	-
4745	demaskieren	regular	-	-	UNSET	unmask	-
4746	denominieren	regular	-	-	UNSET	denominate	-
4747	designieren	regular	-	-	UNSET	designate	-
4748	detaillieren	regular	-	-	UNSET	detail/give full details of something/specify	-
4749	dezidieren	regular	-	-	UNSET	decide	-
4750	dicken	regular	-	-	UNSET	thicken	-
4751	dippen	regular	-	-	UNSET	dip/dip the flag	-
4752	diskontieren	regular	-	-	UNSET	discount	-
4753	dispensieren	regular	-	-	UNSET	dispense	-
4754	dispergieren	regular	-	-	UNSET	disperse	-
4755	dissen	regular	-	-	UNSET	dis/diss	-
4756	doppelklicken	regular	-	-	UNSET	double-click	-
4757	draften	regular	-	-	UNSET	draft	-
4758	dreiteilen	regular	-	-	UNSET	trisect	-
4759	drillen	regular	-	-	UNSET	drill	-
4760	dritteln	regular	-	-	UNSET	trisect	-
4761	dünken	irregular	deuchte	gedeucht	haben	meseems/methinks/seem	-
4762	durchbiegen	irregular	bog durch	durchgebogen	haben	bend/bend back/sag	-
4763	durchdehnen	regular	-	-	UNSET	stretch completely	-
4764	durchfeuchten	regular	-	-	UNSET	soak through	-
4765	durchschwimmen	irregular	schwamm durch	durchgeschwommen	haben	swim through/across	-
4766	durchtränken	regular	-	-	UNSET	saturate	-
4767	dynamisieren	regular	-	-	UNSET	dynamise	-
4768	ehelichen	regular	-	-	UNSET	marry	-
4769	einbalsamieren	regular	-	-	UNSET	embalm	-
4770	einheben	irregular	hob ein	eingehoben	haben	collect/levy/lift	-
4771	einkoppeln	regular	-	-	UNSET	couple into/inject	-
4772	einkriegen	regular	-	-	UNSET	calm down	-
4773	einlullen	regular	-	-	UNSET	lull	-
4774	einrenken	regular	-	-	UNSET	set right; set a joint	-
4775	einsauen	regular	-	-	UNSET	make dirty	-
4776	einschiffen	regular	-	-	UNSET	embark	-
4777	einschwimmen	irregular	schwamm ein	eingeschwommen	haben	swim in; get into one's rhythm	-
4778	einseifen	regular	-	-	UNSET	soap/soap up	-
4779	einsickern	regular	-	-	UNSET	seep	-
4780	eislaufen	irregular	lief eis	eisgelaufen	haben	ice-skate/skate	-
4781	emporschießen	irregular	schoss empor	emporgeschossen	haben	jump up/mushroom/run up	-
4782	entblöden	regular	-	-	UNSET	to have the effrontery to do something	-
4783	entehren	regular	-	-	UNSET	dishonor/dishonour	-
4784	entflechten	irregular	entflechtete	entflochten	haben	detangle/disentangle/split	-
4785	entgegenschleudern	regular	-	-	UNSET	hurl against/hurl towards	-
4786	entgegenwerfen	irregular	warf entgegen	entgegengeworfen	haben	fling oneself into something/throw at/throw oneself in somebodys way	-
4787	entgräten	regular	-	-	UNSET	bone	-
4788	entmüllen	regular	-	-	UNSET	clear (sth) out/declutter	-
4789	entsagen	regular	-	-	UNSET	renounce	-
4790	entschweben	regular	-	-	UNSET	float away	-
4791	entsetzen	regular	-	-	UNSET	horrify/horror-stricken/relieve	-
4792	entspiegeln	regular	-	-	UNSET	apply an antireflection coating	-
4793	entwaffnen	regular	-	-	UNSET	disarm	-
4794	entwarnen	regular	-	-	UNSET	give the all clear	-
4795	erbeben	regular	-	-	UNSET	quake/shudder	-
4796	erbittern	regular	-	-	UNSET	enrage	-
4797	erdrosseln	regular	-	-	UNSET	throttle	-
4798	erheischen	regular	-	-	UNSET	demand	-
4799	erklettern	regular	-	-	UNSET	climb/climb up	-
4800	ersäufen	regular	-	-	UNSET	drown	-
4801	erzittern	regular	-	-	UNSET	quake/tremble	-
4802	erzürnen	regular	-	-	UNSET	enrage	-
4803	exerzieren	regular	-	-	UNSET	drill/practice/practise	-
4804	exkludieren	regular	-	-	UNSET	debar/exclude/expel	-
4805	expedieren	regular	-	-	UNSET	dispatch/forward/post	-
4806	fabulieren	regular	-	-	UNSET	fabricate/tell tall tales	-
4807	fakturieren	regular	-	-	UNSET	bill/invoice	-
4808	falsifizieren	regular	-	-	UNSET	falsify	-
4809	fauchen	regular	-	-	UNSET	hiss	-
4810	feixen	regular	-	-	UNSET	smirk/sneer at	-
4811	fermentieren	regular	-	-	UNSET	ferment	C1
4812	festnageln	regular	-	-	UNSET	nail down/pill down	-
4813	fetzen	regular	-	-	UNSET	shred/tear; fight	-
4814	ficken	regular	-	-	UNSET	have sex (vulgar)	-
4815	fiepen	regular	-	-	UNSET	beep/squeak	-
4816	fingern	regular	-	-	UNSET	finger/touch	-
4817	fingieren	regular	-	-	UNSET	feign	-
4818	flambieren	regular	-	-	UNSET	flambe/flambé	-
4819	flanschen	regular	-	-	UNSET	flange	-
4820	flehen	regular	-	-	UNSET	entreat/implore/supplicate	-
4821	flektieren	regular	-	-	UNSET	inflect	-
4822	fliesen	regular	-	-	UNSET	tile	-
4823	flirren	regular	-	-	UNSET	shimmer	-
4824	flügeln	regular	-	-	UNSET	wing	-
4825	fluoreszieren	regular	-	-	UNSET	fluoresce	-
4826	forteilen	regular	-	-	UNSET	hasten away/hurry away/hurry off	-
4827	fortspülen	regular	-	-	UNSET	wash away	-
4828	fortwollen	regular	-	-	UNSET	go/go away/leave	-
4829	fotokopieren	regular	-	-	UNSET	photocopy	-
4830	frappieren	regular	-	-	UNSET	amaze/astonish/astound	-
4831	freipressen	regular	-	-	UNSET	deliver by blackmail/obtain someone's release	-
4832	frickeln	regular	-	-	UNSET	tinker	-
4833	fringsen	regular	-	-	UNSET	steal	-
4834	fugen	regular	-	-	UNSET	joint	-
4835	fummeln	regular	-	-	UNSET	fiddle/fumble/grope	-
4836	gaffen	regular	-	-	UNSET	gape	-
4837	gefriertrocknen	regular	-	-	UNSET	freeze-dry	-
4838	geloben	regular	-	-	UNSET	swear/vow	-
4839	genieren	regular	-	-	UNSET	embarrass; be embarrassed	-
4840	gerieren	regular	-	-	UNSET	act/behave	-
4841	gesundschrumpfen	regular	-	-	UNSET	downsize to viability/right-size	-
4842	girren	regular	-	-	UNSET	coo	-
4843	gleichschalten	regular	-	-	UNSET	bring into line/coordinate	-
4844	gleißen	regular	-	-	UNSET	gleam/glisten/glitter	-
4845	gluckern	regular	-	-	UNSET	bubble/chuckle/gurgle	-
4846	goutieren	regular	-	-	UNSET	appreciate/approve	-
4847	graduieren	regular	-	-	UNSET	graduate	-
4848	gratinieren	regular	-	-	UNSET	gratinate/gratiné	-
4849	grauen	regular	-	-	UNSET	be terrified/dawn/grey	-
4850	greinen	regular	-	-	UNSET	grizzle/whinge	-
4851	grölen	regular	-	-	UNSET	bawl/howl	-
4852	grooven	regular	-	-	UNSET	groove	-
4853	gummieren	regular	-	-	UNSET	gum/rubberise	-
4854	halluzinieren	regular	-	-	UNSET	hallucinate	-
4855	hampeln	regular	-	-	UNSET	fidget	-
4856	hartsieden	irregular	sott hart	hartgesotten	haben	hard-boil	-
4857	hätscheln	regular	-	-	UNSET	coddle/fondle/pamper	-
4858	heimfahren	irregular	fuhr heim	heimgefahren	sein	drive back/drive home/go back	-
4859	heimschicken	regular	-	-	UNSET	send home	-
4860	herankarren	regular	-	-	UNSET	cart in/haul in	-
4861	herausfliegen	irregular	flog heraus	herausgeflogen	sein	be thrown out/drop out/fly out	-
4862	herbeieilen	regular	-	-	UNSET	rush over	-
4863	hereinbitten	irregular	bat herein	hereingebeten	haben	invite in	-
4864	hereinrufen	irregular	rief herein	hereingerufen	haben	call in	-
4865	hereinschneien	regular	-	-	UNSET	drop in unexpectedly; snow in	-
4866	heroisieren	regular	-	-	UNSET	heroise	-
4867	hersetzen	regular	-	-	UNSET	put down here; sit down here	-
4868	herumfuchteln	regular	-	-	UNSET	gesticulate	-
4869	herunterbeten	regular	-	-	UNSET	rattle off/reel off	-
4870	hervorziehen	irregular	zog hervor	hervorgezogen	haben	pull out	-
4871	herzeigen	regular	-	-	UNSET	show	-
4872	herzen	regular	-	-	UNSET	hug	-
4873	hinausgucken	regular	-	-	UNSET	look out	-
4874	hinaustragen	irregular	trug hinaus	hinausgetragen	haben	broadcast/carry beyond/carry out	B2
4875	hineinrennen	irregular	rannte hinein	hineingerannt	haben	run into/rush in/rush into	-
4876	hineinströmen	regular	-	-	UNSET	pour in	-
4877	hinunterklettern	regular	-	-	UNSET	climb down	-
4878	hinunterschlucken	regular	-	-	UNSET	swallow	-
4879	hinunterstürzen	regular	-	-	UNSET	plunge/fall down; gulp down	-
4880	hochstemmen	regular	-	-	UNSET	heave up/lift up/push oneself up	-
4881	höhlen	regular	-	-	UNSET	hollow out	-
4882	holpern	regular	-	-	UNSET	bump/jolt/lurch	-
4883	hopfen	regular	-	-	UNSET	hop	-
4884	hupen	regular	-	-	UNSET	beep one's horn/honk/hoot	B1
4885	hüsteln	regular	-	-	UNSET	cough slightly	-
4886	hyperventilieren	regular	-	-	UNSET	hyperventilate	-
4887	imkern	regular	-	-	UNSET	keep bees	-
4888	immigrieren	regular	-	-	UNSET	immigrate	-
4889	innovieren	regular	-	-	UNSET	innovate	-
4890	intrigieren	regular	-	-	UNSET	cabal/intrigue	-
4891	intubieren	regular	-	-	UNSET	intubate	-
4892	ionisieren	regular	-	-	UNSET	ionise	-
4893	irrewerden	irregular	wurde irre	irregeworden	haben	go crackers/lose faith	-
4894	islamisieren	regular	-	-	UNSET	IslamicIse/Islamise	-
4895	japsen	regular	-	-	UNSET	gasp/pant	-
4896	jauchzen	regular	-	-	UNSET	cheer/exult/rejoice	-
4897	jaulen	regular	-	-	UNSET	howl/yowl	-
4898	kabeln	regular	-	-	UNSET	cable	-
4899	kacken	regular	-	-	UNSET	defecate/poop	-
4900	kahlschlagen	irregular	schlug kahl	kahlgeschlagen	haben	deforest	-
