rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
1167	leuchten	regular	-	-	UNSET	shine	B1
1168	übernachten	regular	-	-	UNSET	sleep over/spend the night	A1
1169	aushalten	irregular	hielt aus	ausgehalten	haben	bear/endure	B2
1170	hindern	regular	-	-	UNSET	hinder/prevent	-
1171	münden	regular	-	-	UNSET	flow into/lead into	-
1172	operieren	regular	-	-	UNSET	operate	B1
1173	publizieren	regular	-	-	UNSET	publish	B2
1174	simulieren	regular	-	-	UNSET	fake/simulate	-
1175	aufspüren	regular	-	-	UNSET	track down	-
1176	besiegen	regular	-	-	UNSET	defeat	B2
1177	bestrafen	regular	-	-	UNSET	punish	B1
1178	faszinieren	regular	-	-	UNSET	fascinate	A2
1179	koppeln	regular	-	-	UNSET	connect/couple	-
1180	signalisieren	regular	-	-	UNSET	signal	B2
1181	tagen	regular	-	-	UNSET	dawn/meet	-
1182	aussteigen	irregular	stieg aus	ausgestiegen	sein	get off/exit	A1
1183	deuten	regular	-	-	UNSET	interpret/point to	A2
1184	konsumieren	regular	-	-	UNSET	consume	B1
1185	mitbekommen	irregular	bekam mit	mitbekommen	haben	notice/receive	-
1186	promovieren	regular	-	-	UNSET	get a doctorate	B1
1187	anschaffen	regular	-	-	UNSET	acquire	B1
1188	unterbinden	irregular	unterband	unterbunden	haben	stop	-
1189	unterstellen	regular	-	-	UNSET	assume/subordinate	-
1190	vollenden	regular	-	-	UNSET	complete	-
1191	beitreten	irregular	trat bei	beigetreten	sein	join	B2
1192	entrichten	regular	-	-	UNSET	pay	-
1193	renovieren	regular	-	-	UNSET	refurbish/renovate	A2
1194	absprechen	irregular	sprach ab	abgesprochen	haben	arrange/deny	C1
1195	aufdecken	regular	-	-	UNSET	detect/uncover	C1
1196	exportieren	regular	-	-	UNSET	export	B1
1197	jagen	regular	-	-	UNSET	hunt/chase	C1
1198	loslegen	regular	-	-	UNSET	get started	B2
1199	nachholen	regular	-	-	UNSET	make up	C1
1200	parken	regular	-	-	UNSET	park	A2
1201	prognostizieren	regular	-	-	UNSET	predict/forecast	-
1202	übereinstimmen	regular	-	-	UNSET	agree/correspond	B2
1203	zurückzahlen	regular	-	-	UNSET	reimburse	C1
1204	ahnen	regular	-	-	UNSET	guess/suspect	C1
1205	auslaufen	irregular	lief aus	ausgelaufen	sein	discontinue/expire/flow out	-
1206	bestücken	regular	-	-	UNSET	equip	-
1207	erwecken	regular	-	-	UNSET	arouse/awaken/evoke	B2
1208	konkretisieren	regular	-	-	UNSET	make concrete/specify	C1
1209	vorangehen	irregular	ging voran	vorangegangen	sein	lead the way/precede/proceed	C1
1210	zuwenden	irregular	wandte zu	zugewandt	haben	devote/donate/turn towards	C1
1211	anpacken	regular	-	-	UNSET	tackle/grab	C1
1212	benachrichtigen	regular	-	-	UNSET	inform/notify	B2
1213	missbrauchen	regular	-	-	UNSET	abuse	-
1214	schärfen	regular	-	-	UNSET	focus/sharpen/spice up	-
1215	verwechseln	regular	-	-	UNSET	confuse/get muddled/mix up	B1
1216	visualisieren	regular	-	-	UNSET	visualise	-
1217	wegfallen	irregular	fiel weg	weggefallen	sein	be omitted/drop out	B2
1218	befähigen	regular	-	-	UNSET	enable	-
1219	blühen	regular	-	-	UNSET	bloom/blossom/come up	B1
1220	einfangen	irregular	fing ein	eingefangen	haben	capture	-
1221	gießen	irregular	goss	gegossen	haben	cast/pour/water	A2
1222	managen	regular	-	-	UNSET	manage	C1
1223	regieren	regular	-	-	UNSET	govern/reign	-
1224	spazieren	regular	-	-	UNSET	stroll/walk	A1
1225	vermindern	regular	-	-	UNSET	decrease/diminish/reduce	-
1226	vorführen	regular	-	-	UNSET	demonstrate/exhibit/pillory	C1
1227	zögern	regular	-	-	UNSET	hesitate	-
1228	aufarbeiten	regular	-	-	UNSET	refurbish	-
1229	beschweren	regular	-	-	UNSET	complain/weight down	A2
1230	einschreiben	irregular	schrieb ein	eingeschrieben	haben	enrol/inscribe/register	C1
1231	abweisen	irregular	wies ab	abgewiesen	haben	dismiss/refuse to see/reject	-
1232	anfahren	irregular	fuhr an	angefahren	sein	begin driving/collide/driving	-
1233	diagnostizieren	regular	-	-	UNSET	diagnose	B2
1234	freisetzen	regular	-	-	UNSET	lay off/release/set free	-
1235	rutschen	regular	-	-	sein	slide/slip	-
1236	sichten	regular	-	-	UNSET	look through/sight	-
1237	stiften	regular	-	-	UNSET	bring about/cause/donate	-
1238	verordnen	regular	-	-	UNSET	decree/prescribe	-
1239	aufwerfen	irregular	warf auf	aufgeworfen	haben	bring up/pose	C1
1240	beliefern	regular	-	-	UNSET	provide/supply	-
1241	bremsen	regular	-	-	UNSET	brake/retard/slow down	A2
1242	entwenden	regular	-	-	UNSET	purloin/steal	-
1243	prämieren	regular	-	-	UNSET	award a prize/give an award/grant an award	-
1244	schwanken	regular	-	-	UNSET	alternate/fluctuate/hesitate	C1
1245	verzaubern	regular	-	-	UNSET	bewitch	-
1246	ausschalten	regular	-	-	UNSET	eliminate/switch off/turn off	A2
1247	abschätzen	regular	-	-	UNSET	anticipate/estimate/foresee	-
1248	ausdehnen	regular	-	-	UNSET	enlarge/expand	-
1249	ausdenken	irregular	dachte aus	ausgedacht	haben	come up with/make up/think up	C1
1250	konstruieren	regular	-	-	UNSET	construct/design/fabricate	-
1251	nähen	regular	-	-	UNSET	sew/stitch/suture	B1
1252	respektieren	regular	-	-	UNSET	respect	B2
1253	abgrenzen	regular	-	-	UNSET	define/delimit/demarcate	B2
1254	abspeichern	regular	-	-	UNSET	save/store	C1
1255	anhaben	regular	-	-	UNSET	harm/have on/have something switched on	B1
1256	animieren	regular	-	-	UNSET	animate	-
1257	aufziehen	irregular	zog auf	aufgezogen	haben	delude/open/raise	C1
1258	differenzieren	regular	-	-	UNSET	differentiate/distinguish	C1
1259	entzünden	regular	-	-	UNSET	become inflamed/ignite/inflame	-
1260	schrumpfen	regular	-	-	UNSET	shrink	B2
1261	siegen	regular	-	-	UNSET	win	B1
1262	streuen	regular	-	-	UNSET	scatter/sprinkle	-
1263	verstauen	regular	-	-	UNSET	stack/stow	-
1264	zurechtkommen	irregular	kam zurecht	zurechtgekommen	sein	cope/get along/manage	A2
1265	ausziehen	irregular	zog aus	ausgezogen	sein	move out/take off clothes	A1
1266	lauschen	regular	-	-	UNSET	eavesdrop/listen	-
1267	reizen	regular	-	-	UNSET	appeal/arouse/chafe	B2
1268	verkehren	regular	-	-	UNSET	circulate/deal/interact	-
1269	abraten	irregular	riet ab	abgeraten	haben	advise against something	C1
1270	anlocken	regular	-	-	UNSET	attract/lure	-
1271	gleichen	irregular	glich	geglichen	haben	closely resemble	C1
1272	miterleben	regular	-	-	UNSET	experience/witness	-
1273	niederlassen	irregular	ließ nieder	niedergelassen	haben	let down/lower/settle down	B2
1274	strahlen	regular	-	-	UNSET	beam/radiate	C1
1275	überdenken	irregular	überdachte	überdacht	haben	reconsider/rethink	C1
1276	überwiegen	irregular	überwog	überwogen	haben	outweigh/predominate/prevail	C1
1277	zurücktreten	irregular	trat zurück	zurückgetreten	sein	resign/step back	-
1278	skizzieren	regular	-	-	UNSET	outline/sketch	C1
1279	vorhaben	regular	-	-	UNSET	intend	A2
1280	zurückbleiben	irregular	blieb zurück	zurückgeblieben	sein	linger/stagnate/stay behind	-
1281	zutrauen	regular	-	-	UNSET	trust someone to be capable of	B2
1282	aufräumen	regular	-	-	UNSET	clean up/tidy up	A2
1283	ausblenden	regular	-	-	UNSET	blend out/fade out/hide	B2
1284	befahren	irregular	befuhr	befahren	haben	drive on/serve a route/use a road	-
1285	debattieren	regular	-	-	UNSET	debate/discuss	-
1286	erschießen	irregular	erschoss	erschossen	haben	shoot dead	-
1287	erziehen	irregular	erzog	erzogen	haben	educate/raise	B1
1288	scheuen	regular	-	-	UNSET	fight shy/shrink/shun	B2
1289	untergehen	irregular	ging unter	untergegangen	sein	sink	B2
1290	ablenken	regular	-	-	UNSET	deflect/distract/divert	C1
1291	alarmieren	regular	-	-	UNSET	alarm	C1
1292	anreichern	regular	-	-	UNSET	enrich	-
1293	halbieren	regular	-	-	UNSET	bisect/halve	-
1294	vermischen	regular	-	-	UNSET	blend/mix	C1
1295	versagen	regular	-	-	UNSET	abstain/deny/fail	C1
1296	verzehren	regular	-	-	UNSET	consume	C1
1297	aufhängen	regular	-	-	UNSET	hang/hang out/hang up	A1
1298	aushändigen	regular	-	-	UNSET	deliver/hand out/hand over	-
1299	begleichen	irregular	beglich	beglichen	haben	acquit/balance/pay	-
1300	stemmen	regular	-	-	UNSET	lift/mortice/mortise	-
1301	vorankommen	irregular	kam voran	vorangekommen	sein	make headway/make progress/move forward	C1
1302	weichen	irregular	wich	gewichen	sein	give way/soften/wane	C1
1303	aufschreiben	irregular	schrieb auf	aufgeschrieben	haben	make a note/mark down/note down	A1
1304	hervorbringen	irregular	brachte hervor	hervorgebracht	haben	make/produce/utter	C1
1305	mangeln	regular	-	-	UNSET	lack	C1
1306	umsteigen	irregular	stieg um	umgestiegen	sein	change/switch	A2
1307	verifizieren	regular	-	-	UNSET	verify	-
1308	adressieren	regular	-	-	UNSET	address	-
1309	erwärmen	regular	-	-	UNSET	take to/warm up	B1
1310	färben	regular	-	-	UNSET	colour/dye	-
1311	guttun	irregular	tat gut	gutgetan	haben	do good	C1
1312	kassieren	regular	-	-	UNSET	collect/confiscate	-
1313	unterbreiten	regular	-	-	UNSET	submit/present	-
1314	zurechtfinden	irregular	fand zurecht	zurechtgefunden	haben	get along	C1
1315	zusammenfinden	irregular	fand zusammen	zusammengefunden	haben	come together/form	-
1316	beleben	regular	-	-	UNSET	invigorate	-
1317	beten	regular	-	-	UNSET	pray	-
1318	herausarbeiten	regular	-	-	UNSET	bring out/carve out/struggle out	B2
1319	komponieren	regular	-	-	UNSET	compose	C1
1320	nahelegen	regular	-	-	UNSET	advise/recommend/suggest	C1
1321	vermehren	regular	-	-	UNSET	augment/multiply	B2
1322	gewöhnen	regular	-	-	UNSET	accustom/get used to	A2
1323	musizieren	regular	-	-	UNSET	make music	-
1324	weigern	regular	-	-	UNSET	decline/refuse	-
1325	durchstarten	regular	-	-	UNSET	take off/launch	-
1326	innehaben	regular	-	-	UNSET	hold	-
1327	platzen	regular	-	-	UNSET	burst/burst with anger/burst with laughter	C1
1328	referieren	regular	-	-	UNSET	present/report	-
1329	tanken	regular	-	-	UNSET	fill up/refuel/tank up	B1
1330	tummeln	regular	-	-	UNSET	romp/hurry	C1
1331	unterwerfen	irregular	unterwarf	unterworfen	haben	subdue	C1
1332	vorziehen	irregular	zog vor	vorgezogen	haben	bring forward/prefer	C1
1333	aufrechterhalten	irregular	erhielt aufrecht	aufrechterhalten	haben	maintain/perpetuate	C1
1334	charakterisieren	regular	-	-	UNSET	characterise	-
1335	filmen	regular	-	-	UNSET	film	-
1336	isolieren	regular	-	-	UNSET	insulate/isolate	-
1337	toben	regular	-	-	UNSET	rage/romp	-
1338	überholen	regular	-	-	UNSET	overtake/overhaul	B1
1339	verhaften	regular	-	-	UNSET	arrest/seize	B1
1340	vorbeigehen	irregular	ging vorbei	vorbeigegangen	sein	pass by/go past	A2
1341	benachteiligen	regular	-	-	UNSET	disadvantage/discriminate	C1
1342	erringen	irregular	errang	errungen	haben	achieve/gain/win	-
1343	hemmen	regular	-	-	UNSET	block/dam/hamper	B2
1344	niederschlagen	irregular	schlug nieder	niedergeschlagen	haben	knock down/suppress	-
1345	schulden	regular	-	-	UNSET	owe	B2
1346	schweben	regular	-	-	UNSET	float/glide/hover	C1
1347	zurücknehmen	irregular	nahm zurück	zurückgenommen	haben	go back on/take back/turn down	-
1348	abliefern	regular	-	-	UNSET	deliver/hand in	-
1349	abschrecken	regular	-	-	UNSET	deter/frighten off/quench	C1
1350	abwägen	irregular	wog ab	abgewogen	haben	weigh/weigh up	B2
1351	andeuten	regular	-	-	UNSET	allude/hint/indicate	B2
1352	gedeihen	irregular	gedieh	gediehen	sein	flourish/progress/prosper	-
1353	loslassen	irregular	ließ los	losgelassen	haben	let go/let loose/release	C1
1354	verwerten	regular	-	-	UNSET	utilise	-
1355	abführen	regular	-	-	UNSET	evacuate/pay/walk off	-
1356	bewohnen	regular	-	-	UNSET	inhabit/live in/occupy	-
1357	festschreiben	irregular	schrieb fest	festgeschrieben	haben	codify/sanction	-
1358	hacken	regular	-	-	UNSET	chop/hack/hoe	C1
1359	impfen	regular	-	-	UNSET	vaccinate	-
1360	leihen	irregular	lieh	geliehen	haben	borrow/lend	A2
1361	starkmachen	regular	-	-	UNSET	advocate for/strengthen/support	-
1362	vervollständigen	regular	-	-	UNSET	complete	-
1363	abarbeiten	regular	-	-	UNSET	process/slave/slave away	C1
1364	ansteuern	regular	-	-	UNSET	head/steer/strive	-
1365	befriedigen	regular	-	-	UNSET	satisfy	-
1366	bereisen	regular	-	-	UNSET	travel	-
1367	einbrechen	irregular	brach ein	eingebrochen	sein	break down/break in/break through	B1
1368	einspielen	regular	-	-	UNSET	install/record	-
1369	entkommen	irregular	entkam	entkommen	sein	escape	C1
1370	erlöschen	irregular	erlosch	erloschen	haben	become extinct/die out/expire	-
1371	erwachsen	irregular	erwuchs	erwachsen	sein	arise	A2
1372	rennen	irregular	rannte	gerannt	sein	race/run/sprint	B1
1373	schalten	regular	-	-	UNSET	switch	B1
1374	schöpfen	regular	-	-	UNSET	create/draw (water)	-
1375	schwingen	irregular	schwang	geschwungen	haben	oscillate/swing	C1
1376	staunen	regular	-	-	UNSET	be astonished	B2
1377	ausleben	regular	-	-	UNSET	act out/enjoy life/live out	C1
1378	durchhalten	irregular	hielt durch	durchgehalten	haben	hang on/hold out/persevere	B2
1379	verlosen	regular	-	-	UNSET	raffle	-
1380	zurückliegen	irregular	lag zurück	zurückgelegen	haben	date far back/lag behind/trail	-
1381	ahnden	regular	-	-	UNSET	punish/penalise	-
1382	bemängeln	regular	-	-	UNSET	criticise/find fault with	-
1383	dotieren	regular	-	-	UNSET	endow	-
1384	nerven	regular	-	-	UNSET	annoy/bother/bug	A1
1385	preisgeben	irregular	gab preis	preisgegeben	haben	abandon/disclose/reveal	-
1386	speisen	regular	-	-	UNSET	dine/feed	-
1387	strömen	regular	-	-	UNSET	stream/surge	-
1388	urteilen	regular	-	-	UNSET	judge	B2
1389	vermögen	irregular	vermochte	vermocht	haben	be able/be capable	-
1390	auslassen	irregular	ließ aus	ausgelassen	haben	leave off/leave out/let out	-
1391	baden	regular	-	-	UNSET	bathe/have a bath/swim	A1
1392	befallen	irregular	befiel	befallen	sein	befall/overcome	-
1393	biegen	irregular	bog	gebogen	haben	bend/turn	C1
1394	ebnen	regular	-	-	UNSET	even out/level	-
1395	freistellen	regular	-	-	UNSET	dismiss/exempt/leave something up to someone	-
1396	gelangen	regular	-	-	UNSET	attain/reach	B2
1397	komplettieren	regular	-	-	UNSET	complete	-
1398	lehnen	regular	-	-	UNSET	lean	-
1399	beisteuern	regular	-	-	UNSET	contribute	-
1400	einblenden	regular	-	-	UNSET	fade in/display	-
