rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
485	ausstellen	regular	-	-	UNSET	exhibit/issue	B1
486	verstärken	regular	-	-	UNSET	strengthen/reinforce	A2
487	zurückkehren	regular	-	-	sein	return	B2
488	überraschen	regular	-	-	UNSET	surprise	B1
489	fliegen	irregular	flog	geflogen	sein	fly	A1
490	zeichnen	regular	-	-	UNSET	draw	A1
491	auswerten	regular	-	-	UNSET	analyse/evaluate	B2
492	gebieten	irregular	gebot	geboten	haben	command/demand	-
493	zustimmen	regular	-	-	UNSET	agree	A2
494	unterrichten	regular	-	-	UNSET	teach	A2
495	schenken	regular	-	-	UNSET	give (as a gift)	A1
496	gefährden	regular	-	-	UNSET	endanger	C1
497	kennzeichnen	regular	-	-	UNSET	characterise/mark	B2
498	kündigen	regular	-	-	UNSET	cancel/quit/fire	A2
499	versehen	irregular	versah	versehen	haben	equip/provide	-
500	aufheben	irregular	hob auf	aufgehoben	haben	pick up/keep/abolish	B1
501	aussetzen	regular	-	-	UNSET	expose/suspend	C1
502	ausüben	regular	-	-	UNSET	exercise/practice	B2
503	zurückgehen	irregular	ging zurück	zurückgegangen	sein	go back/decline	B2
504	aufgeben	irregular	gab auf	aufgegeben	haben	give up/assign	B1
505	trainieren	regular	-	-	UNSET	train	A1
506	abnehmen	irregular	nahm ab	abgenommen	haben	lose weight/decrease/take off	B1
507	rücken	regular	-	-	UNSET	move	-
508	überschreiten	irregular	überschritt	überschritten	haben	exceed	C1
509	treiben	irregular	trieb	getrieben	haben	drive/do (sports)	B1
510	abrufen	irregular	rief ab	abgerufen	haben	retrieve/call up	C1
511	ansteigen	irregular	stieg an	angestiegen	sein	increase/rise	C1
512	üben	regular	-	-	UNSET	practice	A2
513	zerstören	regular	-	-	UNSET	destroy	B1
514	sperren	regular	-	-	UNSET	block/lock	A2
515	aktualisieren	regular	-	-	UNSET	update	-
516	genügen	regular	-	-	UNSET	suffice/be enough	B1
517	formulieren	regular	-	-	UNSET	formulate	A1
518	aufgreifen	irregular	griff auf	aufgegriffen	haben	pick up/take up	C1
519	ausfüllen	regular	-	-	UNSET	fill in/fill out	A1
520	bereiten	regular	-	-	UNSET	prepare/cause	B1
521	absehen	irregular	sah ab	abgesehen	haben	foresee/refrain from	C1
522	trinken	irregular	trank	getrunken	haben	drink	A1
523	verpassen	regular	-	-	UNSET	miss	A1
524	stören	regular	-	-	UNSET	disturb	A2
525	singen	irregular	sang	gesungen	haben	sing	A1
526	verzeichnen	regular	-	-	UNSET	record/register	-
527	verwalten	regular	-	-	UNSET	manage/administer	B2
528	vorschlagen	irregular	schlug vor	vorgeschlagen	haben	suggest/propose	A2
529	beurteilen	regular	-	-	UNSET	judge/assess	-
530	wecken	regular	-	-	UNSET	wake/arouse	A1
531	beleuchten	regular	-	-	UNSET	illuminate/shed light on	B2
532	klappen	regular	-	-	UNSET	work (out)/fold	A2
533	mitmachen	regular	-	-	UNSET	join in/participate	A1
534	belasten	regular	-	-	UNSET	burden/charge	B2
535	werben	irregular	warb	geworben	haben	advertise/recruit	B1
536	besichtigen	regular	-	-	UNSET	visit/view	A1
537	kommunizieren	regular	-	-	UNSET	communicate	A2
538	unterhalten	irregular	unterhielt	unterhalten	haben	entertain/maintain/chat	A2
539	vereinen	regular	-	-	UNSET	unite	B2
540	erweisen	irregular	erwies	erwiesen	haben	prove/show	C1
541	transportieren	regular	-	-	UNSET	transport	A2
542	eintreten	irregular	trat ein	eingetreten	sein	enter/occur	B1
543	zugreifen	irregular	griff zu	zugegriffen	haben	access/grab	B2
544	erforschen	regular	-	-	UNSET	research/explore	B2
545	ablaufen	irregular	lief ab	abgelaufen	sein	expire/proceed	B2
546	locken	regular	-	-	UNSET	lure/attract	B2
547	vorgehen	irregular	ging vor	vorgegangen	sein	proceed	B2
548	abbauen	regular	-	-	UNSET	dismantle/reduce	B2
549	ablegen	regular	-	-	UNSET	put down/take (an exam)	B2
550	behaupten	regular	-	-	UNSET	claim	B1
551	kritisieren	regular	-	-	UNSET	criticise	B1
552	gebrauchen	regular	-	-	UNSET	use	B1
553	vernetzen	regular	-	-	UNSET	network/connect	B2
554	begeben	irregular	begab	begeben	sein	go/proceed	B2
555	erlernen	regular	-	-	UNSET	learn	C1
556	verknüpfen	regular	-	-	UNSET	link/connect	C1
557	aufführen	regular	-	-	UNSET	list/perform	B1
558	einlösen	regular	-	-	UNSET	redeem/cash	-
559	konzipieren	regular	-	-	UNSET	conceive/design	B2
560	weiterleiten	regular	-	-	UNSET	forward/pass on	A2
561	abholen	regular	-	-	UNSET	pick up/collect	A1
562	verhalten	irregular	verhielt	verhalten	haben	behave	-
563	scheitern	regular	-	-	sein	fail	B2
564	zurückgreifen	irregular	griff zurück	zurückgegriffen	haben	fall back on/resort to	-
565	abbilden	regular	-	-	UNSET	depict/map	-
566	anrufen	irregular	rief an	angerufen	haben	call (on the phone)	A1
567	decken	regular	-	-	UNSET	cover	B1
568	erstrecken	regular	-	-	UNSET	extend/stretch	-
569	wiederholen	regular	-	-	UNSET	repeat	A1
570	einsehen	irregular	sah ein	eingesehen	haben	understand/realise	B2
571	unterbringen	irregular	brachte unter	untergebracht	haben	accommodate/house	C1
572	nachdenken	irregular	dachte nach	nachgedacht	haben	think/reflect	B1
573	bewahren	regular	-	-	UNSET	preserve/keep	B2
574	überwachen	regular	-	-	UNSET	monitor/supervise	B2
575	vorantreiben	irregular	trieb voran	vorangetrieben	haben	advance/push forward	C1
576	einbauen	regular	-	-	UNSET	install/build in	C1
577	auftauchen	regular	-	-	UNSET	appear/emerge	C1
578	hinterlassen	irregular	hinterließ	hinterlassen	haben	leave behind	A2
579	kochen	regular	-	-	UNSET	cook/boil	A1
580	absichern	regular	-	-	UNSET	safeguard/secure	C1
581	nachgehen	irregular	ging nach	nachgegangen	sein	pursue/investigate	B2
582	versichern	regular	-	-	UNSET	assure/insure	B1
583	bewältigen	regular	-	-	UNSET	cope with/manage	B2
584	verstecken	regular	-	-	UNSET	hide	B1
585	würdigen	regular	-	-	UNSET	appreciate/acknowledge	B2
586	feststehen	irregular	stand fest	festgestanden	haben	be certain	B1
587	generieren	regular	-	-	UNSET	generate	-
588	qualifizieren	regular	-	-	UNSET	qualify	B2
589	koordinieren	regular	-	-	UNSET	coordinate	-
590	spezialisieren	regular	-	-	UNSET	specialise	C1
591	mieten	regular	-	-	UNSET	rent	A1
592	wandern	regular	-	-	sein	hike/wander	A1
593	blicken	regular	-	-	UNSET	look/glance	A2
594	fertigen	regular	-	-	UNSET	manufacture/produce	-
595	verwandeln	regular	-	-	UNSET	transform/convert	B2
596	schneiden	irregular	schnitt	geschnitten	haben	cut	A1
597	anhören	regular	-	-	UNSET	listen to/sound	A2
598	ansetzen	regular	-	-	UNSET	schedule/set	C1
599	befragen	regular	-	-	UNSET	question/interview	C1
600	reinigen	regular	-	-	UNSET	clean	B1
601	weisen	irregular	wies	gewiesen	haben	point/show	B2
602	anstreben	regular	-	-	UNSET	strive for/aim at	C1
603	befreien	regular	-	-	UNSET	free/liberate	C1
604	überwinden	irregular	überwand	überwunden	haben	overcome	B2
605	aufhalten	irregular	hielt auf	aufgehalten	haben	stop/delay	B1
606	erlangen	regular	-	-	UNSET	achieve/attain	-
607	bedrohen	regular	-	-	UNSET	threaten	B2
608	ausweisen	irregular	wies aus	ausgewiesen	haben	identify/deport	C1
609	beeinträchtigen	regular	-	-	UNSET	impair/affect	C1
610	vermuten	regular	-	-	UNSET	suspect/assume	A1
611	thematisieren	regular	-	-	UNSET	address/discuss	B2
612	bereitstehen	irregular	stand bereit	bereitgestanden	haben	stand by	C1
613	hervorheben	irregular	hob hervor	hervorgehoben	haben	emphasise/highlight	C1
614	ausgleichen	irregular	glich aus	ausgeglichen	haben	balance/compensate	C1
615	empfinden	irregular	empfand	empfunden	haben	feel/perceive	B2
616	verlegen	regular	-	-	UNSET	lay/relocate/misplace	C1
617	forschen	regular	-	-	UNSET	research	B2
618	auslegen	regular	-	-	UNSET	interpret/lay out	C1
619	einschätzen	regular	-	-	UNSET	assess/evaluate	B2
620	zwingen	irregular	zwang	gezwungen	haben	force/compel	B1
621	einleiten	regular	-	-	UNSET	initiate/introduce	-
622	versenden	regular	-	-	UNSET	send/ship	-
623	aussuchen	regular	-	-	UNSET	choose/select	-
624	probieren	regular	-	-	UNSET	try/taste	A1
625	beseitigen	regular	-	-	UNSET	remove/eliminate	C1
626	geraten	irregular	geriet	geraten	sein	get into/turn out	B2
627	verbrauchen	regular	-	-	UNSET	consume/use up	B1
628	ansiedeln	regular	-	-	UNSET	settle	B2
629	inspirieren	regular	-	-	UNSET	inspire	C1
630	platzieren	regular	-	-	UNSET	place	-
631	verschieben	irregular	verschob	verschoben	haben	postpone/move	A2
632	auflösen	regular	-	-	UNSET	dissolve/resolve	B1
633	ableiten	regular	-	-	UNSET	derive	B2
634	springen	irregular	sprang	gesprungen	sein	jump	B1
635	spenden	regular	-	-	UNSET	donate	B1
636	variieren	regular	-	-	UNSET	vary	A1
637	verankern	regular	-	-	UNSET	anchor	B2
638	einkaufen	regular	-	-	UNSET	shop/buy	A1
639	abrunden	regular	-	-	UNSET	round off	C1
640	agieren	regular	-	-	UNSET	act/operate	-
641	ausdrücken	regular	-	-	UNSET	express	A1
642	unterstreichen	irregular	unterstrich	unterstrichen	haben	underline/emphasise	A1
643	mitwirken	regular	-	-	UNSET	participate/collaborate	C1
644	bergen	irregular	barg	geborgen	haben	rescue/contain	-
645	anstehen	irregular	stand an	angestanden	haben	be pending/queue	B2
646	wagen	regular	-	-	UNSET	dare/venture	B2
647	erstatten	regular	-	-	UNSET	reimburse/report	B2
648	knüpfen	regular	-	-	UNSET	tie/make (contacts)	B2
649	stoppen	regular	-	-	UNSET	stop	B1
650	angehören	regular	-	-	UNSET	belong to	C1
651	meistern	regular	-	-	UNSET	master/overcome	C1
652	erneuern	regular	-	-	UNSET	renew	C1
653	auszahlen	regular	-	-	UNSET	pay out/be worth it	B2
654	zubereiten	regular	-	-	UNSET	prepare (food)	A1
655	überreichen	regular	-	-	UNSET	hand over/present	-
656	bewirken	regular	-	-	UNSET	cause/bring about	B2
657	vorgeben	irregular	gab vor	vorgegeben	haben	pretend/specify	B2
658	entfalten	regular	-	-	UNSET	unfold/develop	B2
659	kontaktieren	regular	-	-	UNSET	contact	C1
660	kopieren	regular	-	-	UNSET	copy	A2
661	bemühen	regular	-	-	UNSET	make an effort/try	B1
662	versetzen	regular	-	-	UNSET	transfer/relocate	B2
663	entwerfen	irregular	entwarf	entworfen	haben	design/draft	B2
664	begehen	irregular	beging	begangen	haben	commit/celebrate	B2
665	erproben	regular	-	-	UNSET	test/try out	-
666	herausstellen	regular	-	-	UNSET	turn out/emphasise	C1
667	hervorgehen	irregular	ging hervor	hervorgegangen	sein	result/emerge	-
668	markieren	regular	-	-	UNSET	mark/highlight	A1
669	berechtigen	regular	-	-	UNSET	authorise/entitle	-
670	verwirklichen	regular	-	-	UNSET	realise/achieve	B2
671	aufwachsen	irregular	wuchs auf	aufgewachsen	sein	grow up	B2
672	bündeln	regular	-	-	UNSET	bundle/combine	B2
673	ergreifen	irregular	ergriff	ergriffen	haben	seize/take	B2
674	heben	irregular	hob	gehoben	haben	lift/raise	B1
675	überlassen	irregular	überließ	überlassen	haben	leave to/hand over	B2
676	verschicken	regular	-	-	UNSET	send	-
677	aufklären	regular	-	-	UNSET	enlighten/explain	-
678	übersetzen	regular	-	-	UNSET	translate	A2
679	zusammenkommen	irregular	kam zusammen	zusammengekommen	sein	come together/gather	-
680	einholen	regular	-	-	UNSET	catch up/obtain	B2
681	vorbeugen	regular	-	-	UNSET	lean forward/prevent	C1
682	bemerken	regular	-	-	UNSET	notice/remark	B1
683	einfügen	regular	-	-	UNSET	insert	B1
684	antworten	regular	-	-	UNSET	answer	A1
685	loben	regular	-	-	UNSET	praise	B1
686	weiterhelfen	irregular	half weiter	weitergeholfen	haben	help someone along	A2
687	beeindrucken	regular	-	-	UNSET	impress	C1
688	verfassen	regular	-	-	UNSET	write/compose	-
689	zusammensetzen	regular	-	-	UNSET	assemble/be composed of	B2
690	beherrschen	regular	-	-	UNSET	master/dominate	B2
691	aufbereiten	regular	-	-	UNSET	process/prepare	B2
692	streichen	irregular	strich	gestrichen	haben	cancel/paint/delete	B1
693	kommentieren	regular	-	-	UNSET	annotate/comment	A2
694	entlasten	regular	-	-	UNSET	ease/relieve	-
695	reflektieren	regular	-	-	UNSET	reflect	-
696	einziehen	irregular	zog ein	eingezogen	sein	move in/collect	A2
697	erfreuen	regular	-	-	UNSET	please/delight	C1
698	vorbehalten	irregular	behielt vor	vorbehalten	haben	reserve	-
699	einräumen	regular	-	-	UNSET	admit/grant	B1
700	unterschreiben	irregular	unterschrieb	unterschrieben	haben	sign	A1
