rank	word	english	cefr	flags
6268	unbekleidet	unclothed/undressed	-	-
6269	unbelegt	unoccupied/unproven	-	-
6270	unbeleuchtet	unilluminated/unlighted/unlit	-	-
6271	unbestechlich	incorruptible	C1	-
6272	unbetont	unstressed	-	-
6273	unblutig	bloodless	-	-
6274	undefinierbar	undefinable	-	-
6275	unehelich	bastard/illegitimate/spurious	-	-
6276	unerfindlich	inscrutable/inexplicable	-	-
6277	unerfüllbar	unfulfillable	-	-
6278	unerschlossen	untapped/undeveloped	-	-
6279	unförmig	misshapen/shapeless	-	-
6280	unfruchtbar	infertile	-	-
6281	ungeheuerlich	monstrous/outrageous	-	-
6282	ungeimpft	unvaccinated	-	-
6283	ungelesen	unread	-	-
6284	ungenießbar	unbearable/unfit for consumption/unpalatable	-	-
6285	ungereinigt	unpurified/uncleaned	-	-
6286	ungeschält	unpeeled	-	-
6287	ungeschehen	undone (as if it never happened)	-	-
6288	ungesetzlich	unlawful	-	-
6289	unheilig	unhallowed/unholy/unsaintly	-	-
6290	unhygienisch	insanitary/unhygienic/unsanitary	-	-
6291	unilateral	unilateral	-	-
6292	uninspiriert	uninspired	-	-
6293	unkündbar	non-cancellable/not subject to dismissal	-	-
6294	unlesbar	indecipherable	-	-
6295	unlöslich	insoluble/irreconcilable	-	-
6296	unpassierbar	impassable/insurmountable	-	-
6297	unpopulär	unpopular	-	-
6298	unsagbar	unspeakable	-	-
6299	unsanft	rough/rude	-	-
6300	unterbesetzt	understaffed	-	-
