rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
3248	kristallisieren	regular	-	-	UNSET	crystallise	-
3249	lechzen	regular	-	-	UNSET	crave/yearn	-
3250	mitessen	irregular	aß mit	mitgegessen	haben	eat with others/eat along	C1
3251	mitschneiden	irregular	schnitt mit	mitgeschnitten	haben	film/record	-
3252	mobilmachen	regular	-	-	UNSET	mobilise	-
3253	nachforschen	regular	-	-	UNSET	inquire into the matter/investigate	-
3254	postieren	regular	-	-	UNSET	position/station	-
3255	raspeln	regular	-	-	UNSET	grate/rasp	-
3256	reanimieren	regular	-	-	UNSET	reanimate	-
3257	resignieren	regular	-	-	UNSET	resign	-
3258	schaufeln	regular	-	-	UNSET	scoop/shovel	-
3259	schäumen	regular	-	-	UNSET	foam	-
3260	schleusen	regular	-	-	UNSET	smuggle	-
3261	schubsen	regular	-	-	UNSET	nudge/push/shove	-
3262	spannen	regular	-	-	UNSET	stretch/tighten/span	-
3263	splitten	regular	-	-	UNSET	cross-vote/split	-
3264	stanzen	regular	-	-	UNSET	press/punch/stamp	-
3265	sterilisieren	regular	-	-	UNSET	spay/sterilise	-
3266	stilisieren	regular	-	-	UNSET	stylise	-
3267	substituieren	regular	-	-	UNSET	substitute	-
3268	übereinkommen	irregular	kam überein	übereingekommen	sein	agree/come to terms	-
3269	überstellen	regular	-	-	UNSET	commit/hand over	-
3270	unterweisen	irregular	unterwies	unterwiesen	haben	instruct	-
3271	verallgemeinern	regular	-	-	UNSET	generalise	B2
3272	verblenden	regular	-	-	UNSET	veneer; blind/dazzle	-
3273	verfluchen	regular	-	-	UNSET	curse	-
3274	vergeuden	regular	-	-	UNSET	squander/waste	-
3275	verknoten	regular	-	-	UNSET	become knotted/fasten with knots/knot	-
3276	verrotten	regular	-	-	UNSET	decompose/deteriorate/rot	-
3277	versauen	regular	-	-	UNSET	mess up/muck up/ruin	-
3278	verschlagworten	regular	-	-	UNSET	tag/index with keywords	-
3279	verstoffwechseln	regular	-	-	UNSET	metabolise	-
3280	vertilgen	regular	-	-	UNSET	eradicate/kill off/polish off	-
3281	vervielfachen	regular	-	-	UNSET	multiply	-
3282	vollführen	regular	-	-	UNSET	perform	-
3283	vorgaukeln	regular	-	-	UNSET	pretend	-
3284	wanken	regular	-	-	UNSET	falter	-
3285	wegwollen	regular	-	-	UNSET	go away/leave/want to go	-
3286	weiden	regular	-	-	UNSET	graze	C1
3287	wühlen	regular	-	-	UNSET	rummage/dig	C1
3288	zergehen	irregular	zerging	zergangen	sein	melt/dissolve	-
3289	zerstreiten	irregular	zerstritt	zerstritten	haben	fall out/quarrel	-
3290	zerstreuen	regular	-	-	UNSET	disperse/scatter	C1
3291	zischen	regular	-	-	UNSET	hiss	-
3292	zumessen	irregular	maß zu	zugemessen	haben	attribute/assign/measure out	-
3293	zuschütten	regular	-	-	UNSET	fill in/pour over	-
3294	zuwinken	regular	-	-	UNSET	beckon/wave to	-
3295	zweckentfremden	regular	-	-	UNSET	repurpose/use for a purpose not intended	-
3296	abfotografieren	regular	-	-	UNSET	take a photo	-
3297	abmessen	irregular	maß ab	abgemessen	haben	measure	-
3298	abspecken	regular	-	-	UNSET	lighten/slim	-
3299	ächzen	regular	-	-	UNSET	groan	-
3300	ängstigen	regular	-	-	UNSET	be afraid/frighten/worry	B2
3301	anstiften	regular	-	-	UNSET	instigate	-
3302	anstreichen	irregular	strich an	angestrichen	haben	paint/mark	-
3303	applizieren	regular	-	-	UNSET	administer/apply	-
3304	aufblähen	regular	-	-	UNSET	inflate/bloat	-
3305	aufgliedern	regular	-	-	UNSET	analyse/classify/split up	-
3306	aufschreien	irregular	schrie auf	aufgeschrien	haben	cry out	-
3307	auseinanderhalten	irregular	hielt auseinander	auseinandergehalten	haben	to distinguish/to tell apart	B2
3308	auseinandernehmen	irregular	nahm auseinander	auseinandergenommen	haben	take apart/tear apart	C1
3309	auserkiesen	irregular	erkor aus	auserkoren	haben	choose	-
3310	ausheilen	regular	-	-	UNSET	be cured/cure completely/heal	-
3311	auslaugen	regular	-	-	UNSET	exhaust	-
3312	ausmustern	regular	-	-	UNSET	decommission/discard	-
3313	ausreden	regular	-	-	UNSET	talk out of	B2
3314	avisieren	regular	-	-	UNSET	notify/announce	-
3315	beben	regular	-	-	UNSET	tremble	-
3316	bedrücken	regular	-	-	UNSET	depress	-
3317	beipflichten	regular	-	-	UNSET	endorse	C1
3318	bepacken	regular	-	-	UNSET	load up	-
3319	beringen	regular	-	-	UNSET	ring	-
3320	betonieren	regular	-	-	UNSET	concrete/firm up	-
3321	blamieren	regular	-	-	UNSET	disgrace/disgrace oneself/embarrass	B2
3322	chauffieren	regular	-	-	UNSET	chauffeur/drive	-
3323	dichten	regular	-	-	UNSET	compose poetry/seal/write poetry	-
3324	donnern	regular	-	-	UNSET	thunder	B1
3325	duplizieren	regular	-	-	UNSET	duplicate	-
3326	durchbrennen	irregular	brannte durch	durchgebrannt	sein	bolt/elope/escape	-
3327	durchwühlen	regular	-	-	UNSET	ransack/rummage	-
3328	einbuchen	regular	-	-	UNSET	register	-
3329	einfädeln	regular	-	-	UNSET	thread; arrange/engineer	-
3330	einfetten	regular	-	-	UNSET	grease/lotion	-
3331	einschenken	regular	-	-	UNSET	pour in	-
3332	empören	regular	-	-	UNSET	be angered/be outraged/outrage	-
3333	entgiften	regular	-	-	UNSET	detoxicate/detoxify	-
3334	entmachten	regular	-	-	UNSET	disempower/remove from power	C1
3335	erniedrigen	regular	-	-	UNSET	humiliate/degrade	-
3336	festkleben	regular	-	-	UNSET	stick/glue on	-
3337	filzen	regular	-	-	UNSET	felt/frisk	-
3338	fortdauern	regular	-	-	UNSET	continue/go on	-
3339	grundieren	regular	-	-	UNSET	prime	-
3340	hänseln	regular	-	-	UNSET	tease	-
3341	hasten	regular	-	-	UNSET	hurry/rush	-
3342	herausputzen	regular	-	-	UNSET	dress up/spruce up	-
3343	herunterbrechen	irregular	brach herunter	heruntergebrochen	sein	break down/fall off	-
3344	herunterkommen	irregular	kam herunter	heruntergekommen	sein	come down; become run-down	-
3345	hinaufgehen	irregular	ging hinauf	hinaufgegangen	sein	go up	B2
3346	hinausschieben	irregular	schob hinaus	hinausgeschoben	haben	postpone/push out/put off	-
3347	illuminieren	regular	-	-	UNSET	illuminate	-
3348	klimatisieren	regular	-	-	UNSET	air-condition/climatise	-
3349	knirschen	regular	-	-	UNSET	crunch/scrunch	B2
3350	ködern	regular	-	-	UNSET	attract/bait	-
3351	kokettieren	regular	-	-	UNSET	flirt/play/toy	-
3352	kolorieren	regular	-	-	UNSET	colour/colourise	-
3353	kondensieren	regular	-	-	UNSET	condense/precipitate	-
3354	kränken	regular	-	-	UNSET	hurt one's feelings/offend	-
3355	krümmen	regular	-	-	UNSET	bend/crook	-
3356	malochen	regular	-	-	UNSET	drudge/graft/labour	-
3357	negieren	regular	-	-	UNSET	negate	-
3358	orchestrieren	regular	-	-	UNSET	orchestrate	-
3359	parieren	regular	-	-	UNSET	deflect/obey/parry	-
3360	pellen	regular	-	-	UNSET	peel	-
3361	pfeffern	regular	-	-	UNSET	chuck/fling/pepper	-
3362	proklamieren	regular	-	-	UNSET	proclaim	-
3363	rezipieren	regular	-	-	UNSET	absorb/receive	-
3364	rinnen	irregular	rann	geronnen	haben	flow/leak/run	B2
3365	rückerstatten	regular	-	-	UNSET	refund/reimburse	-
3366	schielen	regular	-	-	UNSET	squint	-
3367	schikanieren	regular	-	-	UNSET	bully	-
3368	schnallen	regular	-	-	UNSET	fasten/get	-
3369	schürfen	regular	-	-	UNSET	prospect/scrape	-
3370	schwirren	regular	-	-	UNSET	buzz/whir	-
3371	sickern	regular	-	-	UNSET	leak/ooze	-
3372	süßen	regular	-	-	UNSET	sweeten	-
3373	synthetisieren	regular	-	-	UNSET	synthesise	-
3374	tauen	regular	-	-	UNSET	thaw/melt	-
3375	terrorisieren	regular	-	-	UNSET	terrorise	-
3376	titulieren	regular	-	-	UNSET	address/call/entitle	-
3377	torpedieren	regular	-	-	UNSET	torpedo	-
3378	transkribieren	regular	-	-	UNSET	transcribe	-
3379	überbauen	regular	-	-	UNSET	overbuild	-
3380	überhöhen	regular	-	-	UNSET	exaggerate/elevate; bank (a road)	-
3381	überstrahlen	regular	-	-	UNSET	outshine/eclipse; flood with light	-
3382	überstürzen	regular	-	-	UNSET	hasten/rush	-
3383	ummünzen	regular	-	-	UNSET	convert	-
3384	umspinnen	irregular	umspann	umsponnen	haben	weave around/envelop in threads	-
3385	umstimmen	regular	-	-	UNSET	bring someone round/change someone's mind/retune	-
3386	umwickeln	regular	-	-	UNSET	wrap	-
3387	unterschlagen	irregular	schlug unter	untergeschlagen	haben	embezzle/suppress	-
3388	unterspülen	regular	-	-	UNSET	hollow out/undermine/wash away	-
3389	verflechten	irregular	verflocht	verflochten	haben	interlace/intertwine/interweave	-
3390	vergesellschaften	regular	-	-	UNSET	socialize; collectivize	-
3391	vergießen	irregular	vergoss	vergossen	haben	shed/spill	B2
3392	verhallen	regular	-	-	UNSET	die away	-
3393	verheizen	regular	-	-	UNSET	burn/burn out/send to the slaughter	-
3394	verhüllen	regular	-	-	UNSET	cloak/cover/shroud	-
3395	verplanen	regular	-	-	UNSET	budget/miscalculate/plan	A2
3396	verschmähen	regular	-	-	UNSET	scorn	-
3397	versilbern	regular	-	-	UNSET	silver-plate/turn into cash	-
3398	vertrösten	regular	-	-	UNSET	put off/fob off	-
3399	verunglimpfen	regular	-	-	UNSET	disparage	-
3400	verwaisen	regular	-	-	UNSET	be abandoned/be orphaned	-
3401	vollstopfen	regular	-	-	UNSET	cram/stuff/stuff oneself	-
3402	volltanken	regular	-	-	UNSET	fill up	-
3403	vorinformieren	regular	-	-	UNSET	inform in advance/pre-inform	-
3404	wegschauen	regular	-	-	UNSET	look away	-
3405	wegschicken	regular	-	-	UNSET	dismiss/dispatch/mail	-
3406	zentrieren	regular	-	-	UNSET	centre/focus	-
3407	abblocken	regular	-	-	UNSET	block	-
3408	abgewöhnen	regular	-	-	UNSET	give up	-
3409	absägen	regular	-	-	UNSET	saw off	-
3410	abstufen	regular	-	-	UNSET	grade/classify in levels	-
3411	abtippen	regular	-	-	UNSET	type	-
3412	abwinken	regular	-	-	UNSET	refuse/wave	-
3413	ächten	regular	-	-	UNSET	ostracise/outlaw/proscribe	-
3414	anblicken	regular	-	-	UNSET	glance at/look at	-
3415	aneinandergeraten	irregular	geriet aneinander	aneinandergeraten	haben	clash/come to blows/mix it up	-
3416	anleinen	regular	-	-	UNSET	leash/put on a lead/put on a leash	-
3417	anleuchten	regular	-	-	UNSET	shine on/illuminate	-
3418	anstauen	regular	-	-	UNSET	accumulate/bank/collect	-
3419	auditieren	regular	-	-	UNSET	audit/verify	-
3420	aufpäppeln	regular	-	-	UNSET	nurse back to health/build up	-
3421	aufragen	regular	-	-	UNSET	rise/tower	-
3422	aufschütten	regular	-	-	UNSET	heap up/backfill	-
3423	ausfragen	regular	-	-	UNSET	question/interrogate	-
3424	ausleiten	regular	-	-	UNSET	divert	-
3425	ausmerzen	regular	-	-	UNSET	eliminate/eradicate/extirpate	-
3426	auspflanzen	regular	-	-	UNSET	plant out	-
3427	ausschweigen	irregular	schwieg aus	ausgeschwiegen	haben	remain silent	-
3428	austüfteln	regular	-	-	UNSET	puzzle out/work out	-
3429	bändigen	regular	-	-	UNSET	tame	-
3430	beäugen	regular	-	-	UNSET	scrutinize/eye suspiciously	-
3431	beforschen	regular	-	-	UNSET	research	-
3432	begnadigen	regular	-	-	UNSET	commute/pardon/reprieve	-
3433	bekehren	regular	-	-	UNSET	bring over/convert/proselytise	-
3434	belagern	regular	-	-	UNSET	beleaguer/besiege/lay siege to	-
3435	benetzen	regular	-	-	UNSET	moisten	-
3436	bewalden	regular	-	-	UNSET	forest	-
3437	bewerfen	irregular	bewarf	beworfen	haben	bombard/pelt	-
3438	buchstabieren	regular	-	-	UNSET	spell	A1
3439	dahinschmelzen	irregular	schmolz dahin	dahingeschmolzen	haben	melt away	-
3440	dahinterstehen	irregular	stand dahinter	dahintergestanden	haben	be behind it	-
3441	davonlaufen	irregular	lief davon	davongelaufen	sein	run away	C1
3442	deklinieren	regular	-	-	UNSET	decline	-
3443	demokratisieren	regular	-	-	UNSET	democratise	-
3444	demotivieren	regular	-	-	UNSET	demotivate	B2
3445	denunzieren	regular	-	-	UNSET	denounce/denunciate	-
3446	dezimieren	regular	-	-	UNSET	decimate	-
3447	domestizieren	regular	-	-	UNSET	domesticate	-
3448	drangsalieren	regular	-	-	UNSET	torment	-
3449	durchdenken	irregular	durchdachte	durchdacht	haben	think through	-
3450	durcheinandergeraten	irregular	geriet durcheinander	durcheinandergeraten	haben	get mixed up	-
3451	eingießen	irregular	goss ein	eingegossen	haben	cast/pour	-
3452	einkleiden	regular	-	-	UNSET	dress/outfit	-
3453	einknicken	regular	-	-	UNSET	buckle	-
3454	einrennen	irregular	rannte ein	eingerannt	haben	knock down/force open; run in	-
3455	einschärfen	regular	-	-	UNSET	impress/inculcate	-
3456	entschlacken	regular	-	-	UNSET	purge/purify	C1
3457	entwöhnen	regular	-	-	UNSET	wean	-
3458	entwurzeln	regular	-	-	UNSET	uproot	-
3459	erden	regular	-	-	UNSET	earth/ground	-
3460	erfrieren	irregular	erfror	erfroren	sein	die of exposure/freeze to death	-
3461	ergötzen	regular	-	-	UNSET	amuse/enjoy/entertain	-
3462	erhängen	regular	-	-	UNSET	hang	-
3463	erlegen	regular	-	-	UNSET	bag/kill/shoot	-
3464	ersinnen	irregular	ersann	ersonnen	haben	imagine/invent	-
3465	erstreben	regular	-	-	UNSET	aim for/strive after/strive for	-
3466	erwählen	regular	-	-	UNSET	elect	-
3467	flackern	regular	-	-	UNSET	flicker	C1
3468	floppen	regular	-	-	UNSET	flop	-
3469	fortgehen	irregular	ging fort	fortgegangen	sein	go away/leave	-
3470	frankieren	regular	-	-	UNSET	frank/stamp	-
3471	gegenlesen	irregular	las gegen	gegengelesen	haben	proofread/check	-
3472	gegenübersitzen	irregular	saß gegenüber	gegenübergesessen	haben	sit opposite/sit facing	-
3473	geißeln	regular	-	-	UNSET	castigate/flagellate/scourge	-
3474	genesen	irregular	genas	genesen	sein	recover	-
3475	gerben	regular	-	-	UNSET	tan	-
3476	horten	regular	-	-	UNSET	hoard/stockpile	-
3477	initialisieren	regular	-	-	UNSET	initialise	-
3478	internationalisieren	regular	-	-	UNSET	internationalise	-
3479	kapseln	regular	-	-	UNSET	case/encase/enclose	-
3480	kauern	regular	-	-	UNSET	be huddled somewhere/crouch	-
3481	kiffen	regular	-	-	UNSET	smoke pot	-
3482	knobeln	regular	-	-	UNSET	ponder	-
3483	knoten	regular	-	-	UNSET	knot	-
3484	knurren	regular	-	-	UNSET	growl/rumble	B2
3485	konturieren	regular	-	-	UNSET	outline	-
3486	kumulieren	regular	-	-	UNSET	cumulate	-
3487	laminieren	regular	-	-	UNSET	laminate	-
3488	lodern	regular	-	-	UNSET	blaze/blaze up	-
3489	losen	regular	-	-	UNSET	draw lots	-
3490	mästen	regular	-	-	UNSET	batten/cram/fatten	-
3491	misslingen	irregular	misslang	misslungen	sein	fail	-
3492	misstrauen	regular	-	-	UNSET	distrust/doubt/mistrust	-
3493	munkeln	regular	-	-	UNSET	whisper/be rumored	-
3494	murmeln	regular	-	-	UNSET	mumble/play marbles	C1
3495	niederreißen	irregular	riss nieder	niedergerissen	haben	tear down	-
3496	niederschießen	irregular	schoss nieder	niedergeschossen	haben	gun down/shoot down/swoop down	-
3497	niesen	regular	-	-	UNSET	sneeze	-
3498	nisten	regular	-	-	UNSET	nest	-
3499	patchen	regular	-	-	UNSET	patch	-
3500	pflügen	regular	-	-	UNSET	plough	-
